review_id,winery,vintage,designation,variety,score,category,title,ava,region,province,country,release_price,source,brand_id
925,Durant,2013.0,Heron,Pinot Noir,87,Red,Durant 2013 Heron Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,190
926,Tyee Wine Cellars,2007.0,Estate,Pinot Grigio,83,White,Tyee Wine Cellars 2007 Estate Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$16.0,Wine Enthusiest,205
927,Amity Vineyards,2008.0,Crannell,Pinot Noir,88,Red,Amity Vineyards 2008 Crannell Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,502
928,Amity Vineyards,2008.0,Estate,Pinot Noir,88,Red,Amity Vineyards 2008 Estate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,502
929,Lachini,2014.0,,Pinot Grigio,91,White,Lachini 2014 Pinot Gris (Oregon),,Oregon Other,Oregon,US,$23.0,Wine Enthusiest,241
930,Longplay,2010.0,Lia's Vineyard Jory Bench Reserve,Pinot Noir,87,Red,Longplay 2010 Lia's Vineyard Jory Bench Reserve Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$34.0,Wine Enthusiest,102
931,Plaisance Ranch,2012.0,,Cabernet Franc,87,Red,Plaisance Ranch 2012 Cabernet Franc (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
932,Methven Family Vineyards,2011.0,,Rosé,84,Rosé,Methven Family Vineyards 2011 Rosé (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$15.0,Wine Enthusiest,99
933,Willamette Valley Vineyards,2014.0,,Pinot Grigio,87,White,Willamette Valley Vineyards 2014 Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$16.0,Wine Enthusiest,5
934,Ancient Cellars,2008.0,Amphorae,Cabernet Sauvignon,84,Red,Ancient Cellars 2008 Amphorae Cabernet Sauvignon (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$28.0,Wine Enthusiest,417
935,Iris Vineyards,2014.0,Aroha Vineyard,Chardonnay,88,White,Iris Vineyards 2014 Aroha Vineyard Chardonnay (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$24.0,Wine Enthusiest,79
936,Iris Vineyards,2014.0,Aroha Vineyard,Syrah,88,Red,Iris Vineyards 2014 Aroha Vineyard Syrah (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$24.0,Wine Enthusiest,79
937,Brooks,2014.0,Janus,Pinot Noir,89,Red,Brooks 2014 Janus Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$38.0,Wine Enthusiest,229
938,Bergström,2013.0,Bergström Vineyard,Pinot Noir,95,Red,Bergström 2013 Bergström Vineyard Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,385
939,Bergström,2013.0,Silice,Pinot Noir,95,Red,Bergström 2013 Silice Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,385
940,Anam Cara Cellars,2009.0,Mark IV,Pinot Noir,88,Red,Anam Cara 2009 Mark IV Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,198
941,Anam Cara Cellars,2009.0,Heather's Vineyard,Pinot Noir,87,Red,Anam Cara 2009 Heather's Vineyard Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,198
942,Chehalem,2012.0,Corral Creek Vineyards,Riesling,91,White,Chehalem 2012 Corral Creek Vineyards Riesling (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$29.0,Wine Enthusiest,38
943,Quady North,2011.0,Arsenal,Bordeaux-style Red Blend,89,Red,Quady North 2011 Arsenal Red (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$40.0,Wine Enthusiest,335
944,Plaisance Ranch,2012.0,Papa Joe's Private Stash,Tempranillo,89,Red,Plaisance Ranch 2012 Papa Joe's Private Stash Tempranillo (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
945,Tyee Wine Cellars,2009.0,Estate,Pinot Grigio,87,White,Tyee 2009 Estate Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$15.0,Wine Enthusiest,205
946,Dobbes Family Estate,2012.0,Griffin's Cuvée,Pinot Noir,87,Red,Dobbes Family Estate 2012 Griffin's Cuvée Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,2
947,Brooks,2014.0,Big Cheese,Pinot Noir,87,Red,Brooks 2014 Big Cheese Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,229
948,Willamette Valley Vineyards,2014.0,Grower Series,Sparkling Blend,87,Sparkling,Willamette Valley Vineyards 2014 Grower Series Sparkling (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,5
949,Brooks,2015.0,Bois Joli Vineyard,Riesling,92,White,Brooks 2015 Bois Joli Vineyard Riesling (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,229
950,Zenith Vineyard,2014.0,Estate,Pinot Noir,89,Red,Zenith 2014 Estate Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$25.0,Wine Enthusiest,289
951,Phelps Creek,2015.0,Gorge Crest,Gewürztraminer,90,White,Phelps Creek 2015 Gorge Crest Gewürztraminer (Columbia Gorge (OR)),Columbia Gorge (OR),Oregon Other,Oregon,US,$28.0,Wine Enthusiest,92
952,Phelps Creek,2015.0,,Sauvignon Blanc,90,White,Phelps Creek 2015 Sauvignon Blanc (Columbia Gorge (OR)),Columbia Gorge (OR),Oregon Other,Oregon,US,$26.0,Wine Enthusiest,92
953,Archery Summit,2009.0,Red Hills Estate,Pinot Noir,93,Red,Archery Summit 2009 Red Hills Estate Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
954,Hawkins Cellars,2013.0,,Pinot Noir,86,Red,Hawkins Cellars 2013 Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,106
955,WillaKenzie Estate,2007.0,,Pinot Grigio,87,White,WillaKenzie Estate 2007 Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$18.0,Wine Enthusiest,452
956,Amity Vineyards,2006.0,Crannell Vineyard,Pinot Noir,87,Red,Amity 2006 Crannell Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,502
957,Lundeen,2014.0,Winter's Hill Vineyard,Pinot Noir,88,Red,Lundeen 2014 Winter's Hill Vineyard Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,322
958,Phelps Creek,2013.0,Reserve,Syrah,88,Red,Phelps Creek 2013 Reserve Syrah (Columbia Gorge (OR)),Columbia Gorge (OR),Oregon Other,Oregon,US,$34.0,Wine Enthusiest,92
959,Le Cadeau,2005.0,Cote Est,Pinot Noir,88,Red,Le Cadeau 2005 Cote Est Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,372
960,Domaine Divio,2014.0,,Pinot Noir,94,Red,Domaine Divio 2014 Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,488
961,Lachini,2012.0,'S',Pinot Noir,89,Red,Lachini 2012 'S' Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,241
962,Plaisance Ranch,2013.0,,Malbec,88,Red,Plaisance Ranch 2013 Malbec (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,365
963,Fullerton,2014.0,Three Otters,Chardonnay,88,White,Fullerton 2014 Three Otters Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$23.0,Wine Enthusiest,269
964,Domaine Divio,2012.0,,Pinot Noir,91,Red,Domaine Divio 2012 Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,488
965,Day,2015.0,Cancilla Vineyard,Pinot Noir,86,Red,Day 2015 Cancilla Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$42.0,Wine Enthusiest,23
966,Boedecker Cellars,2008.0,Athena,Pinot Noir,89,Red,Boedecker Cellars 2008 Athena Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$34.0,Wine Enthusiest,397
967,Brittan Vineyards,2012.0,Gestalt Block,Pinot Noir,94,Red,Brittan Vineyards 2012 Gestalt Block Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,425
968,Johan Vineyards,2013.0,Estate,Grüner Veltliner,86,White,Johan 2013 Estate Grüner Veltliner (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,497
969,Weisinger Family Winery,2012.0,Estate,Tempranillo,86,Red,Weisinger 2012 Estate Tempranillo (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$32.0,Wine Enthusiest,45
970,Evening Land,2012.0,Seven Springs Vineyard La Source,Pinot Noir,92,Red,Evening Land 2012 Seven Springs Vineyard La Source Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$70.0,Wine Enthusiest,324
971,Willamette Valley Vineyards,2016.0,,Rosé,88,Rosé,Willamette Valley Vineyards 2016 Rosé (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,5
972,Lachini,2007.0,Cuvée Giselle,Pinot Noir,93,Red,Lachini 2007 Cuvée Giselle Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,241
973,Lachini,2008.0,‘S',Pinot Noir,92,Red,Lachini 2008 ‘S' Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,241
974,Archery Summit,2008.0,Looney Vineyard,Pinot Noir,92,Red,Archery Summit 2008 Looney Vineyard Pinot Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
975,Le Cadeau,2009.0,Côte Est Reserve,Pinot Noir,93,Red,Le Cadeau 2009 Côte Est Reserve Pinot Noir (Oregon),,Oregon Other,Oregon,US,$75.0,Wine Enthusiest,372
976,Big Table Farm,2013.0,,Pinot Noir,89,Red,Big Table Farm 2013 Pinot Noir,Willamette Valley,,Oregon,US,$48.0,Wine Enthusiest,29
977,Willamette Valley Vineyards,2011.0,Signature Cuvée,Pinot Noir,88,Red,Willamette Valley Vineyards 2011 Signature Cuvée Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$60.0,Wine Enthusiest,5
978,Willamette Valley Vineyards,2012.0,,Pinot Grigio,88,White,Willamette Valley Vineyards 2012 Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$16.0,Wine Enthusiest,5
979,Andrew Rich,2015.0,Croft Vineyard,Sauvignon Blanc,91,White,Andrew Rich 2015 Croft Vineyard Sauvignon Blanc (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$22.0,Wine Enthusiest,351
980,Quady North,2013.0,Mae's Vineyard,Syrah,91,Red,Quady North 2013 Mae's Vineyard Syrah (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$29.0,Wine Enthusiest,335
981,Quady North,2015.0,Eevee's Vineyard,Grenache Blanc,91,White,Quady North 2015 Eevee's Vineyard Grenache Blanc (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$22.0,Wine Enthusiest,335
982,Archery Summit,2008.0,Premier Cuvée,Pinot Noir,90,Red,Archery Summit 2008 Premier Cuvée Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,123
983,Lachini,2015.0,Cuvée Giselle,Pinot Noir,92,Red,Lachini 2015 Cuvée Giselle Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$80.0,Wine Enthusiest,241
984,Lachini,2012.0,Lachini Family Estate,Pinot Noir,92,Red,Lachini 2012 Lachini Family Estate Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,241
985,Le Cadeau,2012.0,Équinoxe,Pinot Noir,92,Red,Le Cadeau 2012 Équinoxe Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,372
986,Brooks,2015.0,Orchard Fold Vineyard,Riesling,92,White,Brooks 2015 Orchard Fold Vineyard Riesling (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,229
987,Quady North,2011.0,Arsenal,Bordeaux-style Red Blend,89,Red,Quady North 2011 Arsenal Red (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$40.0,Wine Enthusiest,335
988,J. Scott Cellars,2014.0,,Pinot Grigio,86,White,J. Scott Cellars 2014 Pinot Gris (Oregon),,Oregon Other,Oregon,US,$16.0,Wine Enthusiest,383
989,Season Cellars,2012.0,Phoenix,Red Blend,86,Red,Season 2012 Phoenix Red (Southern Oregon),Southern Oregon,Southern Oregon,Oregon,US,$36.0,Wine Enthusiest,449
990,Reustle,2013.0,Winemaker's Reserve,Syrah,85,Red,Reustle 2013 Winemaker's Reserve Syrah (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$39.0,Wine Enthusiest,188
991,Bergström,2011.0,Bergström Vineyard,Pinot Noir,92,Red,Bergström 2011 Bergström Vineyard Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$80.0,Wine Enthusiest,385
992,Iris Vineyards,2014.0,,Pinot Noir,89,Red,Iris Vineyards 2014 Pinot Noir (Oregon),,Oregon Other,Oregon,US,$24.0,Wine Enthusiest,79
993,Plaisance Ranch,2014.0,Papa Joe's Private Stash,Syrah,89,Red,Plaisance Ranch 2014 Papa Joe's Private Stash Syrah (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,365
994,Plaisance Ranch,2014.0,Papa Joe's Private Stash,Tempranillo,89,Red,Plaisance Ranch 2014 Papa Joe's Private Stash Tempranillo (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
995,Plaisance Ranch,2014.0,Ranch,Red Blend,83,Red,Plaisance Ranch 2014 Ranch Red (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
996,Anam Cara Cellars,2011.0,Heather's Vineyard,Pinot Noir,91,Red,Anam Cara 2011 Heather's Vineyard Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,198
997,Anam Cara Cellars,2011.0,Mark VI,Pinot Noir,91,Red,Anam Cara 2011 Mark VI Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,198
998,Willamette Valley Vineyards,2011.0,Estate,Chardonnay,88,White,Willamette Valley Vineyards 2011 Estate Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$30.0,Wine Enthusiest,5
999,Abbey Creek,2012.0,,Pinot Noir,88,Red,Abbey Creek 2012 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$30.0,Wine Enthusiest,133
1000,Anam Cara Cellars,2011.0,Nicholas Estate Reserve,Pinot Noir,88,Red,Anam Cara 2011 Nicholas Estate Reserve Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,198
1001,Fullerton,2013.0,Five Faces,Pinot Noir,87,Red,Fullerton 2013 Five Faces Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$33.0,Wine Enthusiest,269
1002,Plaisance Ranch,2014.0,Barrel Fermented,Chardonnay,87,White,Plaisance Ranch 2014 Barrel Fermented Chardonnay (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
1003,Reustle,2010.0,Winemaker Reserve Prayer Rock Vineyards,Syrah,84,Red,Reustle 2010 Winemaker Reserve Prayer Rock Vineyards Syrah (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$39.0,Wine Enthusiest,188
1004,Willamette Valley Vineyards,2011.0,Bernau Block,Chardonnay,86,White,Willamette Valley Vineyards 2011 Bernau Block Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,5
1005,The Eyrie Vineyards,2014.0,Estate,Chardonnay,96,White,The Eyrie Vineyards 2014 Estate Chardonnay (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$27.0,Wine Enthusiest,359
1006,The Eyrie Vineyards,2013.0,Original Vines Reserve,Chardonnay,95,White,The Eyrie Vineyards 2013 Original Vines Reserve Chardonnay (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$60.0,Wine Enthusiest,359
1007,Westrey,2010.0,Reserve,Chardonnay,88,White,Westrey 2010 Reserve Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,258
1008,Chehalem,2010.0,Three Vineyard,Pinot Noir,88,Red,Chehalem 2010 Three Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$27.0,Wine Enthusiest,38
1009,Hanson Vineyards,2011.0,,Pinot Noir,86,Red,Hanson Vineyards 2011 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$25.0,Wine Enthusiest,404
1010,Brooks,2014.0,,Riesling,91,White,Brooks 2014 Riesling (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$20.0,Wine Enthusiest,229
1011,Brooks,2015.0,Brooks Estate Vineyard,Riesling,91,White,Brooks 2015 Brooks Estate Vineyard Riesling (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,229
1012,Reustle,2012.0,Pishon Bloc,Pinot Noir,87,Red,Reustle 2012 Pishon Bloc Pinot Noir (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$34.0,Wine Enthusiest,188
1013,Reustle,2012.0,Winemaker's Reserve,Tempranillo,87,Red,Reustle 2012 Winemaker's Reserve Tempranillo (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$39.0,Wine Enthusiest,188
1014,WillaKenzie Estate,2013.0,Jory Hills Vineyard,Pinot Noir,88,Red,WillaKenzie Estate 2013 Jory Hills Vineyard Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,452
1015,Dobbes Family Estate,2013.0,Eola-Amity Cuvée,Pinot Noir,88,Red,Dobbes Family Estate 2013 Eola-Amity Cuvée Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,2
1016,Willamette Valley Vineyards,2014.0,Bernau Block,Pinot Noir,91,Red,Willamette Valley Vineyards 2014 Bernau Block Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,5
1017,WillaKenzie Estate,2013.0,,Gamay Noir,90,Red,WillaKenzie Estate 2013 Gamay Noir,Willamette Valley,,Oregon,US,$26.0,Wine Enthusiest,452
1018,WillaKenzie Estate,2013.0,Kiana,Pinot Noir,90,Red,WillaKenzie Estate 2013 Kiana Pinot Noir,Willamette Valley,,Oregon,US,$48.0,Wine Enthusiest,452
1019,Willamette Valley Vineyards,2011.0,Estate,Pinot Noir,87,Red,Willamette Valley Vineyards 2011 Estate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$30.0,Wine Enthusiest,5
1020,Patricia Green Cellars,2015.0,Balcombe Vineyard Block 1B,Pinot Noir,93,Red,Patricia Green Cellars 2015 Balcombe Vineyard Block 1B Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$60.0,Wine Enthusiest,423
1021,Patricia Green Cellars,2015.0,Freedom Hill Vineyard,Pinot Noir,93,Red,Patricia Green Cellars 2015 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$37.0,Wine Enthusiest,423
1022,WillaKenzie Estate,2004.0,Triple Black Slopes,Pinot Noir,91,Red,WillaKenzie Estate 2004 Triple Black Slopes Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,452
1023,WillaKenzie Estate,2014.0,Terres Basses,Pinot Noir,92,Red,WillaKenzie Estate 2014 Terres Basses Pinot Noir,Willamette Valley,,Oregon,US,$75.0,Wine Enthusiest,452
1024,Brooks,2014.0,La Chenaie,Pinot Noir,90,Red,Brooks 2014 La Chenaie Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,229
1025,Bergström,2014.0,Le Pré du Col Vineyard,Pinot Noir,92,Red,Bergström 2014 Le Pré du Col Vineyard Pinot Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$68.0,Wine Enthusiest,385
1026,Iris Vineyards,2014.0,Steelhead Vineyard,Syrah,88,Red,Iris Vineyards 2014 Steelhead Vineyard Syrah (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$24.0,Wine Enthusiest,79
1027,Willamette Valley Vineyards,2009.0,Elton,Pinot Noir,91,Red,Willamette Valley Vineyards 2009 Elton Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,5
1028,Willamette Valley Vineyards,2012.0,AVA Series,Pinot Noir,90,Red,Willamette Valley Vineyards 2012 AVA Series Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,5
1029,Domaine Drouhin Oregon,2013.0,,Pinot Noir,90,Red,Domaine Drouhin Oregon 2013 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,494
1030,Methven Family Vineyards,2008.0,,Pinot Noir,87,Red,Methven Family Vineyards 2008 Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$33.0,Wine Enthusiest,99
1031,Plaisance Ranch,2014.0,,Cabernet Franc,87,Red,Plaisance Ranch 2014 Cabernet Franc (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
1032,Amity Vineyards,1999.0,Eco Wine Cattrall Brothers,Pinot Noir,80,Red,Amity 1999 Eco Wine Cattrall Brothers Pinot Noir (Oregon),,Oregon Other,Oregon,US,$14.0,Wine Enthusiest,502
1033,Lundeen,2013.0,Juliard Vineyard Old Vine,Riesling,90,White,Lundeen 2013 Juliard Vineyard Old Vine Riesling (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,322
1034,Plaisance Ranch,2012.0,,Mourvèdre,90,Red,Plaisance Ranch 2012 Mourvèdre (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,365
1035,Bergström,2013.0,Winery Block,Pinot Noir,90,Red,Bergström 2013 Winery Block Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$75.0,Wine Enthusiest,385
1036,J. Scott Cellars,2011.0,,Chardonnay,88,White,J. Scott Cellars 2011 Chardonnay (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$20.0,Wine Enthusiest,383
1037,Siltstone,2014.0,Guadalupe Vineyard,Pinot Grigio,87,White,Siltstone 2014 Guadalupe Vineyard Pinot Gris (Oregon),,Oregon Other,Oregon,US,$15.0,Wine Enthusiest,174
1038,Chehalem,2013.0,Ridgecrest Vineyards Reserve,Pinot Noir,86,Red,Chehalem 2013 Ridgecrest Vineyards Reserve Pinot Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$80.0,Wine Enthusiest,38
1039,Owen Roe,2014.0,Sharecropper's,Pinot Noir,91,Red,Owen Roe 2014 Sharecropper's Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$21.0,Wine Enthusiest,246
1040,Chehalem,2011.0,Ridgecrest Vineyards Sext,Riesling,87,White,Chehalem 2011 Ridgecrest Vineyards Sext Riesling (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,38
1041,Chehalem,2011.0,Ridgecrest Vineyards Wind Ridge Block,Riesling,87,White,Chehalem 2011 Ridgecrest Vineyards Wind Ridge Block Riesling (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$28.0,Wine Enthusiest,38
1042,Chehalem,2014.0,Ridgecrest Vineyards Reserve,Pinot Noir,90,Red,Chehalem 2014 Ridgecrest Vineyards Reserve Pinot Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$70.0,Wine Enthusiest,38
1043,Dobbes Family Estate,2012.0,Fortmiller Vineyard,Syrah,90,Red,Dobbes Family Estate 2012 Fortmiller Vineyard Syrah (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$50.0,Wine Enthusiest,2
1044,Bergström,2009.0,Bergström Vineyard,Pinot Noir,95,Red,Bergström 2009 Bergström Vineyard Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$81.0,Wine Enthusiest,385
1045,Bergström,2009.0,de Lancellotti Vineyard,Pinot Noir,94,Red,Bergström 2009 de Lancellotti Vineyard Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$63.0,Wine Enthusiest,385
1046,Archery Summit,2009.0,Renegade Ridge Estate,Pinot Noir,89,Red,Archery Summit 2009 Renegade Ridge Estate Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
1047,J. Scott Cellars,2013.0,Bradshaw Vineyard,Pinot Noir,91,Red,J. Scott Cellars 2013 Bradshaw Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,383
1048,J. Scott Cellars,2013.0,,Sauvignon Blanc,91,White,J. Scott Cellars 2013 Sauvignon Blanc (Oregon),,Oregon Other,Oregon,US,$18.0,Wine Enthusiest,383
1049,Willamette Valley Vineyards,2010.0,Estate,Pinot Noir,87,Red,Willamette Valley Vineyards 2010 Estate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$30.0,Wine Enthusiest,5
1050,Ancient Cellars,2012.0,One Toe Duck,Pinot Noir,87,Red,Ancient Cellars 2012 One Toe Duck Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$30.0,Wine Enthusiest,417
1051,Chehalem,2013.0,Three Vineyard,Pinot Noir,88,Red,Chehalem 2013 Three Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,38
