price,rating,bottle_name,review_link,source,Designation,Winery,Alcohol,Bottle Size,Category,Date Published,style,vintage,AVA,Region,Province,Country,Varietal
$24,89,Mission Hill 2014 Reserve Pinot Gris (Okanagan Valley),https://www.winemag.com/buying-guide/mission-hill-2014-reserve-pinot-gris-okanagan-valley/,Wine Enthusiast,Reserve,Mission Hill,13.5%,750 ml,White,5/1/2016,,2014,,,,,Pinot Gris
$65,94,Résonance 2013 Résonance Vineyard Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/resonance-2013-resonance-vineyard-pinot-noir-yamhill-carlton-district/,Wine Enthusiast,Résonance Vineyard,Résonance,13.1%,750 ml,Red,4/1/2016,,2013,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$55,94,Ayoub 2014 ??? Vineyards Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/ayoub-2014-vineyards-pinot-noir-dundee-hills/,Wine Enthusiast,??? Vineyards,Ayoub,14.4%,750 ml,Red,4/1/2016,,2014,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$20,93,Styring 2014 Whimsy Riesling (Ribbon Ridge),https://www.winemag.com/buying-guide/styring-2014-whimsy-riesling-ribbon-ridge/,Wine Enthusiast,Whimsy,Styring,12.6%,750 ml,White,4/1/2016,,2014,Ribbon Ridge,Willamette Valley,Oregon,US,Riesling
$22,91,Silvan Ridge 2013 Malbec (Rogue Valley),https://www.winemag.com/buying-guide/silvan-ridge-2013-malbec-rogue-valley/,Wine Enthusiast,,Silvan Ridge,14.2%,750 ml,Red,4/1/2016,,2013,Rogue Valley,Southern Oregon,Oregon,US,Malbec
$65,91,Dobbes Family Estate 2012 Momtazi Vineyard Pinot Noir (McMinnville),https://www.winemag.com/buying-guide/dobbes-family-estate-2012-momtazi-vineyard-pinot-noir-mcminnville/,Wine Enthusiast,Momtazi Vineyard,Dobbes Family Estate,14.2%,750 ml,Red,4/1/2016,,2012,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$30,91,Cristom 2013 Mount Jefferson Cuvée Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/cristom-2013-mount-jefferson-cuvee-pinot-noir-willamette-valley/,Wine Enthusiast,Mount Jefferson Cuvée,Cristom,13%,750 ml,Red,4/1/2016,,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,90,Dobbes Family Estate 2012 Fortmiller Vineyard Syrah (Rogue Valley),https://www.winemag.com/buying-guide/dobbes-family-estate-2012-fortmiller-vineyard-syrah-rogue-valley/,Wine Enthusiast,Fortmiller Vineyard,Dobbes Family Estate,14.4%,750 ml,Red,4/1/2016,,2012,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$26,90,Dobbes Family Estate 2014 Crater View Vineyard Grenache Blanc (Rogue Valley),https://www.winemag.com/buying-guide/dobbes-family-estate-2014-crater-view-vineyard-grenache-blanc-rogue-valley/,Wine Enthusiast,Crater View Vineyard,Dobbes Family Estate,13.5%,750 ml,White,4/1/2016,,2014,Rogue Valley,Southern Oregon,Oregon,US,Grenache Blanc
$20,87,Gooseneck 2014 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/gooseneck-2014-pinot-noir-oregon/,Wine Enthusiast,,Gooseneck,14%,750 ml,Red,4/1/2016,,2014,,Oregon Other,Oregon,US,Pinot Noir
$23,92,The Eyrie Vineyards 2014 Pinot Blanc (Dundee Hills),https://www.winemag.com/buying-guide/the-eyrie-vineyards-2014-pinot-blanc-dundee-hills/,Wine Enthusiast,,The Eyrie Vineyards,12.5%,750 ml,White,2/1/2016,,2014,Dundee Hills,Willamette Valley,Oregon,US,Pinot Blanc
$29,85,Ardiri 2012 Pinot Noir (California),https://www.winemag.com/buying-guide/ardiri-winery-2012-pinot-noir-other/,Wine Enthusiast,,Ardiri,13.7%,750 ml,Red,11/1/2015,,2012,California,California Other,California,US,Pinot Noir
$55,92,Sabina Vineyards 2011 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/sabina-2011-pinot-noir-willamette-valley/,Wine Enthusiast,,Sabina Vineyards,13.8%,750 ml,Red,10/1/2015,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,92,Harper Voit 2013 Bieze Vineyard Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/harper-voit-2013-bieze-vineyard-pinot-noir-willamette-valley-eola-amity-hills/,Wine Enthusiast,Bieze Vineyard,Harper Voit,13.6%,750 ml,Red,10/1/2015,,2013,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$29,92,Quady North 2011 Steelhead Run Vineyard Syrah (Applegate Valley),https://www.winemag.com/buying-guide/quady-north-2011-steelhead-run-vineyard-shiraz-syrah-syrah-southern-applegate-valley/,Wine Enthusiast,Steelhead Run Vineyard,Quady North,12.5%,750 ml,Red,10/1/2015,,2011,Applegate Valley,Southern Oregon,Oregon,US,Syrah
$25,91,Treos 2014 Albariño (Willamette Valley),https://www.winemag.com/buying-guide/treos-2014-albarino-willamette-valley/,Wine Enthusiast,,Treos,13.2%,750 ml,White,10/1/2015,,2014,Willamette Valley,Willamette Valley,Oregon,US,Albariño
$30,90,J. Wright 2012 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/j-wright-2012-pinot-noir-willamette-valley/,Wine Enthusiast,,J. Wright,14.1%,750 ml,Red,10/1/2015,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$28,90,Animale 2012 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/animale-2012-pinot-noir-other/,Wine Enthusiast,,Animale,13.5%,750 ml,Red,10/1/2015,,2012,,Oregon Other,Oregon,US,Pinot Noir
$30,88,J. Wright 2011 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/j-wright-2011-pinot-noir-willamette-valley/,Wine Enthusiast,,J. Wright,13.5%,750 ml,Red,10/1/2015,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$27,88,Delfino 2012 Zinfandel (Umpqua Valley),https://www.winemag.com/buying-guide/delfino-2012-zinfandel-southern-umpqua-valley/,Wine Enthusiast,,Delfino,13.5%,750 ml,Red,10/1/2015,,2012,Umpqua Valley,Southern Oregon,Oregon,US,Zinfandel
$85,93,Archery Summit 2012 Looney Vineyard Pinot Noir (Ribbon Ridge),https://www.winemag.com/buying-guide/archery-summit-2012-looney-vineyard-pinot-noir-willamette-valley-ribbon-ridge/,Wine Enthusiast,Looney Vineyard,Archery Summit,14.5%,750 ml,Red,8/1/2015,,2012,Ribbon Ridge,Willamette Valley,Oregon,US,Pinot Noir
$20,91,Ledger David 2013 Primoris Chenin Blanc (Rogue Valley),https://www.winemag.com/buying-guide/ledger-david-2013-primoris-chenin-blanc-southern-rogue-valley/,Wine Enthusiast,Primoris,Ledger David,13.3%,750 ml,White,8/1/2015,,2013,Rogue Valley,Southern Oregon,Oregon,US,Chenin Blanc
$32,90,Sokol Blosser 2013 Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/sokol-blosser-2013-chardonnay-willamette-valley/,Wine Enthusiast,,Sokol Blosser,12.5%,750 ml,White,8/1/2015,,2013,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$25,89,Plaisance Ranch 2012 Papa Joe's Private Stash Tempranillo (Applegate Valley),https://www.winemag.com/buying-guide/plaisance-ranch-2012-papa-joes-private-stash-tempranillo-southern-applegate-valley/,Wine Enthusiast,Papa Joe's Private Stash,Plaisance Ranch,13.5%,750 ml,Red,8/1/2015,,2012,Applegate Valley,Southern Oregon,Oregon,US,Tempranillo
$29,89,Dancin 2013 Assemblage Chardonnay (Oregon),https://www.winemag.com/buying-guide/dancin-2013-assemblage-chardonnay-other/,Wine Enthusiast,Assemblage,Dancin,13.6%,750 ml,White,8/1/2015,,2013,,Oregon Other,Oregon,US,Chardonnay
$35,89,Irvine Family Vineyards 2012 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/irvine-family-2012-pinot-noir-other/,Wine Enthusiast,,Irvine Family Vineyards,13.9%,750 ml,Red,8/1/2015,,2012,,Oregon Other,Oregon,US,Pinot Noir
$15,88,Siltstone 2014 Blacktail Vineyard Pinot Gris (Oregon),https://www.winemag.com/buying-guide/siltstone-2014-blacktail-vineyard-pinot-grigio-gris-gris-other/,Wine Enthusiast,Blacktail Vineyard,Siltstone,12.5%,750 ml,White,8/1/2015,,2014,,Oregon Other,Oregon,US,Pinot Gris
$32,87,Siltstone 2011 Guadalupe Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/siltstone-2011-guadalupe-vineyard-pinot-noir-other/,Wine Enthusiast,Guadalupe Vineyard,Siltstone,12.3%,750 ml,Red,8/1/2015,,2011,,Oregon Other,Oregon,US,Pinot Noir
$45,94,WildAire 2012 Shea Vineyard Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/wildaire-2012-shea-vineyard-pinot-noir-willamette-valley-yamhill-carlton-district/,Wine Enthusiast,Shea Vineyard,WildAire,14.2%,750 ml,Red,6/1/2015,,2012,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$50,92,Amalie Robert 2012 Heirloom Cameo Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/amalie-robert-2012-heirloom-cameo-chardonnay-willamette-valley/,Wine Enthusiast,Heirloom Cameo,Amalie Robert,13.8%,750 ml,White,6/1/2015,,2012,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$45,92,WildAire 2012 Zenith Vineyard Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/wildaire-2012-zenith-vineyard-pinot-noir-willamette-valley-eola-amity-hills/,Wine Enthusiast,Zenith Vineyard,WildAire,13.9%,750 ml,Red,6/1/2015,,2012,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,90,Amalie Robert 2013 Pinot Meunier (Willamette Valley),https://www.winemag.com/buying-guide/amalie-robert-2013-other-red-pinot-meunier-willamette-valley/,Wine Enthusiast,,Amalie Robert,12.1%,750 ml,Red,6/1/2015,,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Meunier
$22,89,J. Scott Cellars 2012 Avanté Red (Rogue Valley),https://www.winemag.com/buying-guide/j-scott-cellars-2012-avante-red-southern-rogue-valley/,Wine Enthusiast,Avanté,J. Scott Cellars,14.3%,750 ml,Red,6/1/2015,,2012,Rogue Valley,Southern Oregon,Oregon,US,Blend
$25,87,J. Scott Cellars 2012 Syrah (Rogue Valley),https://www.winemag.com/buying-guide/j-scott-cellars-2012-shiraz-syrah-syrah-southern-rogue-valley/,Wine Enthusiast,,J. Scott Cellars,14.9%,750 ml,Red,6/1/2015,,2012,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$65,93,Penner-Ash 2012 Shea Vineyard Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/penner-ash-2012-shea-vineyard-pinot-noir-willamette-valley-yamhill-carlton-district/,Wine Enthusiast,Shea Vineyard,Penner-Ash,14.2%,750 ml,Red,4/1/2015,,2012,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$19,92,Lemelson 2013 Tikka's Run Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/lemelson-2013-tikkas-run-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,Tikka's Run,Lemelson,13.3%,750 ml,White,4/1/2015,,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$35,92,Trinity Vineyards 2012 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/trinity-2012-pinot-noir-willamette-valley/,Wine Enthusiast,,Trinity Vineyards,13%,750 ml,Red,4/1/2015,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$55,92,Brittan Vineyards 2011 Gestalt Block Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/brittan-2011-gestalt-block-pinot-noir-willamette-valley/,Wine Enthusiast,Gestalt Block,Brittan Vineyards,13.2%,750 ml,Red,4/1/2015,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,89,Willamette Valley Vineyards 2012 AVA Series Pinot Noir (McMinnville),https://www.winemag.com/buying-guide/willamette-valley-2012-ava-series-pinot-noir-willamette-valley-mcminnville/,Wine Enthusiast,AVA Series,Willamette Valley Vineyards,14%,750 ml,Red,4/1/2015,,2012,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$28,88,Copper Belt 2012 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/copper-belt-2012-pinot-noir-willamette-valley/,Wine Enthusiast,,Copper Belt,14.2%,750 ml,Red,4/1/2015,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$17,88,J. Scott Cellars 2012 56% Washington/44% Oregon Sauvignon Blanc (Washington-Oregon),https://www.winemag.com/buying-guide/j-scott-cellars-2012-56-washington-44-oregon-sauvignon-blanc-washington-oregon/,Wine Enthusiast,56% Washington/44% Oregon,J. Scott Cellars,13.6%,750 ml,White,4/1/2015,,2012,,,,,Sauvignon Blanc
$20,87,Acrobat 2013 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/acrobat-2013-pinot-noir-other/,Wine Enthusiast,,Acrobat,13.5%,750 ml,Red,4/1/2015,,2013,,Oregon Other,Oregon,US,Pinot Noir
$25,86,Sweet Cheeks 2011 Barrel Select Tempranillo (Umpqua Valley),https://www.winemag.com/buying-guide/sweet-cheeks-2011-barrel-select-tempranillo-southern-umpqua-valley/,Wine Enthusiast,Barrel Select,Sweet Cheeks,13.5%,750 ml,Red,4/1/2015,,2011,Umpqua Valley,Southern Oregon,Oregon,US,Tempranillo
$34,86,Folin Cellars 2011 Petite Sirah (Rogue Valley),https://www.winemag.com/buying-guide/folin-cellars-2011-petite-sirah-southern-rogue-valley/,Wine Enthusiast,,Folin Cellars,13.1%,750 ml,Red,4/1/2015,,2011,Rogue Valley,Southern Oregon,Oregon,US,Petite Sirah
$20,85,Copper Belt 2011 Rancher's Red (Columbia Valley (OR)),https://www.winemag.com/buying-guide/copper-belt-2011-ranchers-red-other-columbia-valley-or/,Wine Enthusiast,Rancher's,Copper Belt,13.5%,750 ml,Red,4/1/2015,,2011,Columbia Valley (OR),Oregon Other,Oregon,US,Blend
$19,84,Wine by Joe 2013 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2013-pinot-noir-other/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,Red,4/1/2015,,2013,,Oregon Other,Oregon,US,Pinot Noir
$55,90,Knudsen 2012 Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/knudsen-2012-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,,Knudsen,13.5%,750 ml,Red,2/1/2015,,2012,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$21,88,Cória 2013 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/coria-2013-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Cória,11.3%,750 ml,White,2/1/2015,,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$50,92,Panther Creek 2011 Reserve Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/panther-creek-2011-reserve-pinot-noir-willamette-valley/,Wine Enthusiast,Reserve,Panther Creek,13.5%,750 ml,Red,12/1/2014,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,91,Adelsheim 2013 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/adelsheim-2013-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Adelsheim,13.5%,750 ml,White,12/1/2014,,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,90,Sineann 2012 Abondante Red (Columbia Valley (OR)),https://www.winemag.com/buying-guide/sineann-2012-abondante-red-other-columbia-valley-or/,Wine Enthusiast,Abondante,Sineann,14.8%,750 ml,Red,12/1/2014,,2012,Columbia Valley (OR),Oregon Other,Oregon,US,Blend
$17,87,Abacela NV Vintner's Blend #14 Red Table Wine Red (Southern Oregon),https://www.winemag.com/buying-guide/abacela-nv-vintners-blend-14-red-table-wine-southern/,Wine Enthusiast,Vintner's Blend #14 Red Table Wine,Abacela,13.5%,750 ml,Red,12/1/2014,,,,Southern Oregon,Oregon,US,Blend
$16,90,Sineann 2012 Red (Oregon),https://www.winemag.com/buying-guide/sineann-2012-red-other/,Wine Enthusiast,,Sineann,13.8%,750 ml,Red,10/1/2014,,2012,,Oregon Other,Oregon,US,Blend
$20,90,Stoller 2013 Chardonnay (Dundee Hills),https://www.winemag.com/buying-guide/stoller-2013-chardonnay-willamette-valley-dundee-hills/,Wine Enthusiast,,Stoller,12.5%,750 ml,White,10/1/2014,,2013,Dundee Hills,Willamette Valley,Oregon,US,Chardonnay
$40,88,Kramer 2011 Heritage Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/kramer-2011-heritage-pinot-noir-willamette-valley-yamhill-carlton-district/,Wine Enthusiast,Heritage,Kramer,13%,750 ml,Red,10/1/2014,,2011,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$13,84,Dragonfly Creek 2012 Estate Reserve Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/dragonfly-creek-2012-estate-reserve-chardonnay-willamette-valley/,Wine Enthusiast,Estate Reserve,Dragonfly Creek,12.5%,750 ml,White,10/1/2014,,2012,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$15,83,Dragonfly Creek 2011 Estate Reserve Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/dragonfly-creek-2011-estate-reserve-pinot-noir-willamette-valley/,Wine Enthusiast,Estate Reserve,Dragonfly Creek,12.5%,750 ml,Red,10/1/2014,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,91,Panache Cellars 2012 Sangiovese (Columbia Valley (WA)),https://www.winemag.com/buying-guide/panache-cellars-2012-sangiovese-columbia-valley-wa/,Wine Enthusiast,,Panache Cellars,14.1%,750 ml,Red,9/1/2014,,2012,Columbia Valley (WA),Columbia Valley,Washington,US,Sangiovese
$18,89,Eola Hills 2012 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/eola-hills-2012-pinot-noir-other/,Wine Enthusiast,,Eola Hills,13.4%,750 ml,Red,8/1/2014,,2012,,Oregon Other,Oregon,US,Pinot Noir
$25,88,Potter's Vineyard 2012 Dario Estate Pinot Noir (Chehalem Mountains),https://www.winemag.com/buying-guide/potters-vineyard-2012-dario-estate-pinot-noir-willamette-valley-chehalem-mountains/,Wine Enthusiast,Dario Estate,Potter's Vineyard,14.2%,750 ml,Red,8/1/2014,,2012,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$20,87,Left Coast Cellars 2013 White Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/left-coast-cellars-2013-white-pinot-noir-willamette-valley/,Wine Enthusiast,White,Left Coast Cellars,13.4%,750 ml,White,8/1/2014,,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$5,84,Rascal 2013 Riesling (Willamette Valley),https://www.winemag.com/buying-guide/rascal-2013-riesling-willamette-valley/,Wine Enthusiast,,Rascal,9.6%,750 ml,White,8/1/2014,,2013,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$49,93,MacPhail 2011 Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/macphail-2011-pinot-noir-willamette-valley-eola-amity-hills/,Wine Enthusiast,,MacPhail,12.8%,750 ml,Red,6/1/2014,,2011,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$29,90,Brick House 2012 Year of the Dragon Gamay Noir (Ribbon Ridge),https://www.winemag.com/buying-guide/brick-house-2012-year-dragon-gamay-noir-willamette-valley-ribbon-ridge/,Wine Enthusiast,Year of the Dragon,Brick House,14.1%,750 ml,Red,6/1/2014,,2012,Ribbon Ridge,Willamette Valley,Oregon,US, Gamay
$30,89,Maison L'Envoyé 2012 Two Messengers Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/maison-lenvoye-2012-two-messengers-pinot-noir-willamette-valley/,Wine Enthusiast,Two Messengers,Maison L'Envoyé,13.6%,750 ml,Red,6/1/2014,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,88,A Blooming Hill Vineyard 2011 Pinot Noir (Chehalem Mountains),https://www.winemag.com/buying-guide/a-blooming-hill-vineyard-2011-pinot-noir-willamette-valley-chehalem-mountains/,Wine Enthusiast,,A Blooming Hill Vineyard,12.7%,750 ml,Red,6/1/2014,,2011,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$50,94,Lachini 2011 La Cruz Vineyard Pinot Noir (Sonoma Coast),https://www.winemag.com/buying-guide/lachini-2011-cruz-vineyard-pinot-noir-sonoma-coast/,Wine Enthusiast,La Cruz Vineyard,Lachini,13.9%,750 ml,Red,5/1/2014,,2011,Sonoma Coast,Sonoma,California,US,Pinot Noir
$30,94,Rex Hill 2012 Jacob-Hart Vineyard Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/rex-hill-2012-jacob-hart-vineyard-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,Jacob-Hart Vineyard,Rex Hill,14%,750 ml,White,4/1/2014,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,89,Oak Knoll 2008 Red Hill Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/oak-knoll-2008-red-hill-vineyard-pinot-noir-other/,Wine Enthusiast,Red Hill Vineyard,Oak Knoll,,750 ml,Red,4/1/2014,,2008,,Oregon Other,Oregon,US,Pinot Noir
$20,88,Purple Hands 2012 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/purple-hands-2012-pinot-noir-willamette-valley/,Wine Enthusiast,,Purple Hands,13%,750 ml,Red,4/1/2014,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,93,Ponzi 2011 Reserve Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/ponzi-2011-reserve-chardonnay-willamette-valley/,Wine Enthusiast,Reserve,Ponzi,13.3%,750 ml,White,2/1/2014,,2011,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$50,91,Lemelson 2011 Jerome Reserve Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/lemelson-2011-jerome-reserve-pinot-noir-willamette-valley/,Wine Enthusiast,Jerome Reserve,Lemelson,13.5%,750 ml,Red,2/1/2014,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,86,Château Bianca 2012 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/chateau-bianca-2012-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Château Bianca,13%,750 ml,White,2/1/2014,,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,90,Chehalem 2012 Ridgecrest Vineyards Grüner Veltliner (Ribbon Ridge),https://www.winemag.com/buying-guide/chehalem-2012-ridgecrest-gruner-veltliner-willamette-valley-ribbon-ridge/,Wine Enthusiast,Ridgecrest Vineyards,Chehalem,14.4%,750 ml,White,12/1/2013,,2012,Ribbon Ridge,Willamette Valley,Oregon,US,Grüner Veltliner
$14,88,ENSO NV Resonate White #5 Pinot Gris (Washington-Oregon),https://www.winemag.com/buying-guide/enso-nv-resonate-white-5-pinot-grigio-gris-gris-washington-oregon/,Wine Enthusiast,Resonate White #5,ENSO,12.1%,750 ml,White,12/1/2013,,,,,,,Pinot Gris
$15,86,Abacela NV Vintner's Blend #13 Red Table Wine Red (Southern Oregon),https://www.winemag.com/buying-guide/abacela-nv-vintners-blend-13-red-table-wine-southern/,Wine Enthusiast,Vintner's Blend #13 Red Table Wine,Abacela,13.5%,750 ml,Red,12/1/2013,,,,Southern Oregon,Oregon,US,Blend
,91,WillaKenzie Estate 2011 Estate Grown Pinot Blanc (Willamette Valley),https://www.winemag.com/buying-guide/willakenzie-estate-2011-grown-pinot-blanc-willamette-valley/,Wine Enthusiast,Estate Grown,WillaKenzie Estate,13.5%,750 ml,White,10/1/2013,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$52,89,Echo Ridge 2010 Merlot (Columbia Valley (OR)),https://www.winemag.com/buying-guide/echo-ridge-2010-merlot-other-columbia-valley-or/,Wine Enthusiast,,Echo Ridge,14.5%,750 ml,Red,10/1/2013,,2010,Columbia Valley (OR),Oregon Other,Oregon,US,Merlot
$40,89,ENSO 2011 Bieze Vineyard The Prince Pinot-Chardonnay (Eola-Amity Hills),https://www.winemag.com/buying-guide/enso-2011-bieze-vineyard-prince-white-blend-pinot-chardonnay-willamette-valley-eola-amity-hills/,Wine Enthusiast,Bieze Vineyard The Prince,ENSO,12.9%,750 ml,Red,10/1/2013,,2011,Eola-Amity Hills,Willamette Valley,Oregon,US,Blend
$26,88,Kramer 2010 Brut Sparkling (Oregon),https://www.winemag.com/buying-guide/kramer-2010-brut-sparkling-other/,Wine Enthusiast,Brut,Kramer,12.5%,750 ml,Sparkling,10/1/2013,"['Sparkling Blend', ' Sparkling']",2010,,Oregon Other,Oregon,US,Blend
$13,88,A to Z 2012 Chardonnay (Oregon),https://www.winemag.com/buying-guide/a-to-z-2012-chardonnay-other/,Wine Enthusiast,,A to Z,13%,750 ml,White,10/1/2013,,2012,,Oregon Other,Oregon,US,Chardonnay
$20,89,Sineann 2012 Riesling (Willamette Valley),https://www.winemag.com/buying-guide/sineann-2012-riesling-willamette-valley/,Wine Enthusiast,,Sineann,8%,750 ml,White,8/1/2013,,2012,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$14,86,Windy Bay 2011 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/windy-bay-2011-pinot-noir-other/,Wine Enthusiast,,Windy Bay,12%,750 ml,Red,8/1/2013,,2011,,Oregon Other,Oregon,US,Pinot Noir
$70,94,King Estate 2009 Domaine Pinot Noir (Oregon),https://www.winemag.com/buying-guide/king-estate-2009-domaine-pinot-noir-other/,Wine Enthusiast,Domaine,King Estate,13%,750 ml,Red,7/1/2013,,2009,,Oregon Other,Oregon,US,Pinot Noir
$27,87,King Estate 2011 Signature Collection Pinot Noir (Oregon),https://www.winemag.com/buying-guide/king-estate-2011-signature-collection-pinot-noir-other/,Wine Enthusiast,Signature Collection,King Estate,13%,750 ml,Red,7/1/2013,,2011,,Oregon Other,Oregon,US,Pinot Noir
$30,87,Willamette Valley Vineyards 2010 Estate Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/willamette-valley-2010-estate-pinot-noir-willamette-valley/,Wine Enthusiast,Estate,Willamette Valley Vineyards,13%,750 ml,Red,7/1/2013,,2010,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$18,87,Season 2012 Transparency White Table Wine White (Southern Oregon),https://www.winemag.com/buying-guide/season-2012-transparency-white-table-wine-southern/,Wine Enthusiast,Transparency White Table Wine,Season,,750 ml,White,6/1/2013,,2012,,Southern Oregon,Oregon,US,White Blend
$21,83,Pali 2011 Alphabets Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/pali-2011-alphabets-pinot-noir-willamette-valley/,Wine Enthusiast,Alphabets,Pali,13.3%,750 ml,Red,6/1/2013,,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$80,95,Bergström 2010 Sigrid Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/bergstrom-2010-sigrid-chardonnay-willamette-valley/,Wine Enthusiast,Sigrid,Bergström,14.1%,750 ml,White,3/1/2013,,2010,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
