,price,rating,bottle_name,region,review_link,source,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer
366,$19,88,R. Stuart & Co. 2013 Big Fire Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/r-stuart-co-2013-big-fire-pinot-noir-oregon/,Wine Enthusiast,"['$19', 'Buy Now']",['Big Fire'],['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['R. Stuart & Co.'],['13.1%'],['750 ml'],['Red'],['6/1/2016'],['Not rated yet [Add Your Review]'],
367,$18,87,Pino 2014 Pinot Gris (Oregon),Oregon Other,https://www.winemag.com/buying-guide/pino-2014-pinot-gris-oregon/,Wine Enthusiast,"['$18', 'Buy Now']",,['Pinot Gris'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Pino'],['13.5%'],['750 ml'],['White'],['6/1/2016'],['Not rated yet [Add Your Review]'],
368,$20,89,Copper Belt 2012 Rancher's Red (Columbia Valley (WA)),Columbia Valley,https://www.winemag.com/buying-guide/copper-belt-2012-ranchers-red-columbia-valley-wa/,Wine Enthusiast,"['$20', 'Buy Now']","[""Rancher's""]","['Red Blends', ' Red Blends']","['Columbia Valley (WA)', ' Columbia Valley', ' Washington', ' US']",['Copper Belt'],['13.8%'],['750 ml'],['Red'],['5/1/2016'],['Not rated yet [Add Your Review]'],
369,$24,89,Copper Belt 2012 Syrah (Columbia Valley (WA)),Columbia Valley,https://www.winemag.com/buying-guide/copper-belt-2012-syrah-columbia-valley-wa/,Wine Enthusiast,"['$24', 'Buy Now']",,['Syrah'],"['Columbia Valley (WA)', ' Columbia Valley', ' Washington', ' US']",['Copper Belt'],['14.7%'],['750 ml'],['Red'],['5/1/2016'],['Not rated yet [Add Your Review]'],
370,$24,89,Mission Hill 2014 Reserve Pinot Gris (Okanagan Valley),British Columbia,https://www.winemag.com/buying-guide/mission-hill-2014-reserve-pinot-gris-okanagan-valley/,Wine Enthusiast,"['$24', 'Buy Now']",['Reserve'],['Pinot Gris'],"['Okanagan Valley', ' British Columbia', ' Canada']",['Mission Hill'],['13.5%'],['750 ml'],['White'],['5/1/2016'],['Not rated yet [Add Your Review]'],['Mission Hill Family Estate']
371,$65,94,Résonance 2013 Résonance Vineyard Pinot Noir (Yamhill-Carlton),Willamette Valley,https://www.winemag.com/buying-guide/resonance-2013-resonance-vineyard-pinot-noir-yamhill-carlton-district/,Wine Enthusiast,"['$65', 'Buy Now']",['Résonance Vineyard'],['Pinot Noir'],"['Yamhill-Carlton', ' Willamette Valley', ' Oregon', ' US']",['Résonance'],['13.1%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
372,$55,94,Ayoub 2014 ??? Vineyards Pinot Noir (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/ayoub-2014-vineyards-pinot-noir-dundee-hills/,Wine Enthusiast,"['$55', 'Buy Now']",['??? Vineyards'],['Pinot Noir'],"['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['Ayoub'],['14.4%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
373,$20,93,Styring 2014 Whimsy Riesling (Ribbon Ridge),Willamette Valley,https://www.winemag.com/buying-guide/styring-2014-whimsy-riesling-ribbon-ridge/,Wine Enthusiast,"['$20', 'Buy Now']",['Whimsy'],['Riesling'],"['Ribbon Ridge', ' Willamette Valley', ' Oregon', ' US']",['Styring'],['12.6%'],['750 ml'],['White'],['4/1/2016'],['Not rated yet [Add Your Review]'],
374,$22,91,Silvan Ridge 2013 Malbec (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/silvan-ridge-2013-malbec-rogue-valley/,Wine Enthusiast,"['$22', 'Buy Now']",,['Malbec'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Silvan Ridge'],['14.2%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
375,$65,91,Dobbes Family Estate 2012 Momtazi Vineyard Pinot Noir (McMinnville),Willamette Valley,https://www.winemag.com/buying-guide/dobbes-family-estate-2012-momtazi-vineyard-pinot-noir-mcminnville/,Wine Enthusiast,"['$65', 'Buy Now']",['Momtazi Vineyard'],['Pinot Noir'],"['McMinnville', ' Willamette Valley', ' Oregon', ' US']",['Dobbes Family Estate'],['14.2%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
376,$30,91,Cristom 2013 Mount Jefferson Cuvée Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/cristom-2013-mount-jefferson-cuvee-pinot-noir-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",['Mount Jefferson Cuvée'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Cristom'],['13%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
377,$50,90,Dobbes Family Estate 2012 Fortmiller Vineyard Syrah (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/dobbes-family-estate-2012-fortmiller-vineyard-syrah-rogue-valley/,Wine Enthusiast,"['$50', 'Buy Now']",['Fortmiller Vineyard'],['Syrah'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Dobbes Family Estate'],['14.4%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
378,$26,90,Dobbes Family Estate 2014 Crater View Vineyard Grenache Blanc (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/dobbes-family-estate-2014-crater-view-vineyard-grenache-blanc-rogue-valley/,Wine Enthusiast,"['$26', 'Buy Now']",['Crater View Vineyard'],"['Grenache Blanc', ' Other White']","['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Dobbes Family Estate'],['13.5%'],['750 ml'],['White'],['4/1/2016'],['Not rated yet [Add Your Review]'],
379,$20,87,Gooseneck 2014 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/gooseneck-2014-pinot-noir-oregon/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Gooseneck'],['14%'],['750 ml'],['Red'],['4/1/2016'],['Not rated yet [Add Your Review]'],
380,$23,92,The Eyrie Vineyards 2014 Pinot Blanc (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/the-eyrie-vineyards-2014-pinot-blanc-dundee-hills/,Wine Enthusiast,"['$23', 'Buy Now']",,['Pinot Blanc'],"['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['The Eyrie Vineyards'],['12.5%'],['750 ml'],['White'],['2/1/2016'],['Not rated yet [Add Your Review]'],
381,$29,85,Ardiri 2012 Pinot Noir (California),California Other,https://www.winemag.com/buying-guide/ardiri-winery-2012-pinot-noir-other/,Wine Enthusiast,"['$29', 'Buy Now']",,['Pinot Noir'],"['California', ' California Other', ' California', ' US']",['Ardiri'],['13.7%'],['750 ml'],['Red'],['11/1/2015'],['Not rated yet [Add Your Review]'],
382,$55,92,Sabina Vineyards 2011 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/sabina-2011-pinot-noir-willamette-valley/,Wine Enthusiast,"['$55', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Sabina Vineyards'],['13.8%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
383,$65,92,Harper Voit 2013 Bieze Vineyard Pinot Noir (Eola-Amity Hills),Willamette Valley,https://www.winemag.com/buying-guide/harper-voit-2013-bieze-vineyard-pinot-noir-willamette-valley-eola-amity-hills/,Wine Enthusiast,"['$65', 'Buy Now']",['Bieze Vineyard'],['Pinot Noir'],"['Eola-Amity Hills', ' Willamette Valley', ' Oregon', ' US']",['Harper Voit'],['13.6%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
384,$29,92,Quady North 2011 Steelhead Run Vineyard Syrah (Applegate Valley),Southern Oregon,https://www.winemag.com/buying-guide/quady-north-2011-steelhead-run-vineyard-shiraz-syrah-syrah-southern-applegate-valley/,Wine Enthusiast,"['$29', 'Buy Now']",['Steelhead Run Vineyard'],['Syrah'],"['Applegate Valley', ' Southern Oregon', ' Oregon', ' US']",['Quady North'],['12.5%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
385,$25,91,Treos 2014 Albariño (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/treos-2014-albarino-willamette-valley/,Wine Enthusiast,"['$25', 'Buy Now']",,['Albariño'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Treos'],['13.2%'],['750 ml'],['White'],['10/1/2015'],['Not rated yet [Add Your Review]'],
386,$30,90,J. Wright 2012 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/j-wright-2012-pinot-noir-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['J. Wright'],['14.1%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
387,$28,90,Animale 2012 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/animale-2012-pinot-noir-other/,Wine Enthusiast,"['$28', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Animale'],['13.5%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
388,$30,88,J. Wright 2011 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/j-wright-2011-pinot-noir-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['J. Wright'],['13.5%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
389,$27,88,Delfino 2012 Zinfandel (Umpqua Valley),Southern Oregon,https://www.winemag.com/buying-guide/delfino-2012-zinfandel-southern-umpqua-valley/,Wine Enthusiast,"['$27', 'Buy Now']",,['Zinfandel'],"['Umpqua Valley', ' Southern Oregon', ' Oregon', ' US']",['Delfino'],['13.5%'],['750 ml'],['Red'],['10/1/2015'],['Not rated yet [Add Your Review]'],
390,$85,93,Archery Summit 2012 Looney Vineyard Pinot Noir (Ribbon Ridge),Willamette Valley,https://www.winemag.com/buying-guide/archery-summit-2012-looney-vineyard-pinot-noir-willamette-valley-ribbon-ridge/,Wine Enthusiast,"['$85', 'Buy Now']",['Looney Vineyard'],['Pinot Noir'],"['Ribbon Ridge', ' Willamette Valley', ' Oregon', ' US']",['Archery Summit'],['14.5%'],['750 ml'],['Red'],['8/1/2015'],['Not rated yet [Add Your Review]'],
391,$20,91,Ledger David 2013 Primoris Chenin Blanc (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/ledger-david-2013-primoris-chenin-blanc-southern-rogue-valley/,Wine Enthusiast,"['$20', 'Buy Now']",['Primoris'],['Chenin Blanc'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Ledger David'],['13.3%'],['750 ml'],['White'],['8/1/2015'],['Not rated yet [Add Your Review]'],
392,$32,90,Sokol Blosser 2013 Chardonnay (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/sokol-blosser-2013-chardonnay-willamette-valley/,Wine Enthusiast,"['$32', 'Buy Now']",,['Chardonnay'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Sokol Blosser'],['12.5%'],['750 ml'],['White'],['8/1/2015'],['Not rated yet [Add Your Review]'],
393,$25,89,Plaisance Ranch 2012 Papa Joe's Private Stash Tempranillo (Applegate Valley),Southern Oregon,https://www.winemag.com/buying-guide/plaisance-ranch-2012-papa-joes-private-stash-tempranillo-southern-applegate-valley/,Wine Enthusiast,"['$25', 'Buy Now']","[""Papa Joe's Private Stash""]",['Tempranillo'],"['Applegate Valley', ' Southern Oregon', ' Oregon', ' US']",['Plaisance Ranch'],['13.5%'],['750 ml'],['Red'],['8/1/2015'],['Not rated yet [Add Your Review]'],
394,$29,89,Dancin 2013 Assemblage Chardonnay (Oregon),Oregon Other,https://www.winemag.com/buying-guide/dancin-2013-assemblage-chardonnay-other/,Wine Enthusiast,"['$29', 'Buy Now']",['Assemblage'],['Chardonnay'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Dancin'],['13.6%'],['750 ml'],['White'],['8/1/2015'],['Not rated yet [Add Your Review]'],
395,$35,89,Irvine Family Vineyards 2012 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/irvine-family-2012-pinot-noir-other/,Wine Enthusiast,"['$35', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Irvine Family Vineyards'],['13.9%'],['750 ml'],['Red'],['8/1/2015'],['Not rated yet [Add Your Review]'],
396,$15,88,Siltstone 2014 Blacktail Vineyard Pinot Gris (Oregon),Oregon Other,https://www.winemag.com/buying-guide/siltstone-2014-blacktail-vineyard-pinot-grigio-gris-gris-other/,Wine Enthusiast,"['$15', 'Buy Now']",['Blacktail Vineyard'],['Pinot Gris'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Siltstone'],['12.5%'],['750 ml'],['White'],['8/1/2015'],['Not rated yet [Add Your Review]'],
397,$32,87,Siltstone 2011 Guadalupe Vineyard Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/siltstone-2011-guadalupe-vineyard-pinot-noir-other/,Wine Enthusiast,"['$32', 'Buy Now']",['Guadalupe Vineyard'],['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Siltstone'],['12.3%'],['750 ml'],['Red'],['8/1/2015'],['Not rated yet [Add Your Review]'],
398,$45,94,WildAire 2012 Shea Vineyard Pinot Noir (Yamhill-Carlton),Willamette Valley,https://www.winemag.com/buying-guide/wildaire-2012-shea-vineyard-pinot-noir-willamette-valley-yamhill-carlton-district/,Wine Enthusiast,"['$45', 'Buy Now']",['Shea Vineyard'],['Pinot Noir'],"['Yamhill-Carlton', ' Willamette Valley', ' Oregon', ' US']",['WildAire'],['14.2%'],['750 ml'],['Red'],['6/1/2015'],['Not rated yet [Add Your Review]'],
399,$50,92,Amalie Robert 2012 Heirloom Cameo Chardonnay (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/amalie-robert-2012-heirloom-cameo-chardonnay-willamette-valley/,Wine Enthusiast,"['$50', 'Buy Now']",['Heirloom Cameo'],['Chardonnay'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Amalie Robert'],['13.8%'],['750 ml'],['White'],['6/1/2015'],['Not rated yet [Add Your Review]'],
400,$45,92,WildAire 2012 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Willamette Valley,https://www.winemag.com/buying-guide/wildaire-2012-zenith-vineyard-pinot-noir-willamette-valley-eola-amity-hills/,Wine Enthusiast,"['$45', 'Buy Now']",['Zenith Vineyard'],['Pinot Noir'],"['Eola-Amity Hills', ' Willamette Valley', ' Oregon', ' US']",['WildAire'],['13.9%'],['750 ml'],['Red'],['6/1/2015'],['Not rated yet [Add Your Review]'],
401,$30,90,Amalie Robert 2013 Pinot Meunier (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/amalie-robert-2013-other-red-pinot-meunier-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",,"['Pinot Meunier', ' Other Red']","['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Amalie Robert'],['12.1%'],['750 ml'],['Red'],['6/1/2015'],['Not rated yet [Add Your Review]'],
402,$22,89,J. Scott Cellars 2012 Avanté Red (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/j-scott-cellars-2012-avante-red-southern-rogue-valley/,Wine Enthusiast,"['$22', 'Buy Now']",['Avanté'],"['Red Blends', ' Red Blends']","['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['J. Scott Cellars'],['14.3%'],['750 ml'],['Red'],['6/1/2015'],['Not rated yet [Add Your Review]'],
403,$25,87,J. Scott Cellars 2012 Syrah (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/j-scott-cellars-2012-shiraz-syrah-syrah-southern-rogue-valley/,Wine Enthusiast,"['$25', 'Buy Now']",,['Syrah'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['J. Scott Cellars'],['14.9%'],['750 ml'],['Red'],['6/1/2015'],['Not rated yet [Add Your Review]'],
404,$65,93,Penner-Ash 2012 Shea Vineyard Pinot Noir (Yamhill-Carlton),Willamette Valley,https://www.winemag.com/buying-guide/penner-ash-2012-shea-vineyard-pinot-noir-willamette-valley-yamhill-carlton-district/,Wine Enthusiast,"['$65', 'VivinoWine.com']",['Shea Vineyard'],['Pinot Noir'],"['Yamhill-Carlton', ' Willamette Valley', ' Oregon', ' US']",['Penner-Ash'],['14.2%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
405,$19,92,Lemelson 2013 Tikka's Run Pinot Gris (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/lemelson-2013-tikkas-run-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,"['$19', 'Buy Now']","[""Tikka's Run""]",['Pinot Gris'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Lemelson'],['13.3%'],['750 ml'],['White'],['4/1/2015'],['Not rated yet [Add Your Review]'],
406,$35,92,Trinity Vineyards 2012 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/trinity-2012-pinot-noir-willamette-valley/,Wine Enthusiast,"['$35', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Trinity Vineyards'],['13%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
407,$55,92,Brittan Vineyards 2011 Gestalt Block Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/brittan-2011-gestalt-block-pinot-noir-willamette-valley/,Wine Enthusiast,"['$55', 'Buy Now']",['Gestalt Block'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Brittan Vineyards'],['13.2%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
408,$50,89,Willamette Valley Vineyards 2012 AVA Series Pinot Noir (McMinnville),Willamette Valley,https://www.winemag.com/buying-guide/willamette-valley-2012-ava-series-pinot-noir-willamette-valley-mcminnville/,Wine Enthusiast,"['$50', 'VivinoWine.com']",['AVA Series'],['Pinot Noir'],"['McMinnville', ' Willamette Valley', ' Oregon', ' US']",['Willamette Valley Vineyards'],['14%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
409,$28,88,Copper Belt 2012 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/copper-belt-2012-pinot-noir-willamette-valley/,Wine Enthusiast,"['$28', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Copper Belt'],['14.2%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
410,$17,88,J. Scott Cellars 2012 56% Washington/44% Oregon Sauvignon Blanc (Washington-Oregon),US,https://www.winemag.com/buying-guide/j-scott-cellars-2012-56-washington-44-oregon-sauvignon-blanc-washington-oregon/,Wine Enthusiast,"['$17', 'Buy Now']",['56% Washington/44% Oregon'],['Sauvignon Blanc'],"['Washington-Oregon', ' US']",['J. Scott Cellars'],['13.6%'],['750 ml'],['White'],['4/1/2015'],['Not rated yet [Add Your Review]'],
411,$20,87,Acrobat 2013 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/acrobat-2013-pinot-noir-other/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Acrobat'],['13.5%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
412,$25,86,Sweet Cheeks 2011 Barrel Select Tempranillo (Umpqua Valley),Southern Oregon,https://www.winemag.com/buying-guide/sweet-cheeks-2011-barrel-select-tempranillo-southern-umpqua-valley/,Wine Enthusiast,"['$25', 'Buy Now']",['Barrel Select'],['Tempranillo'],"['Umpqua Valley', ' Southern Oregon', ' Oregon', ' US']",['Sweet Cheeks'],['13.5%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
413,$34,86,Folin Cellars 2011 Petite Sirah (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/folin-cellars-2011-petite-sirah-southern-rogue-valley/,Wine Enthusiast,"['$34', 'Buy Now']",,['Petite Sirah'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Folin Cellars'],['13.1%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
414,$20,85,Copper Belt 2011 Rancher's Red (Columbia Valley (OR)),Oregon Other,https://www.winemag.com/buying-guide/copper-belt-2011-ranchers-red-other-columbia-valley-or/,Wine Enthusiast,"['$20', 'Buy Now']","[""Rancher's""]","['Red Blends', ' Red Blends']","['Columbia Valley (OR)', ' Oregon Other', ' Oregon', ' US']",['Copper Belt'],['13.5%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
415,$19,84,Wine by Joe 2013 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/wine-by-joe-2013-pinot-noir-other/,Wine Enthusiast,"['$19', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Wine by Joe'],['13.5%'],['750 ml'],['Red'],['4/1/2015'],['Not rated yet [Add Your Review]'],
416,$55,90,Knudsen 2012 Pinot Noir (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/knudsen-2012-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,"['$55', 'Buy Now']",,['Pinot Noir'],"['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['Knudsen'],['13.5%'],['750 ml'],['Red'],['2/1/2015'],['Not rated yet [Add Your Review]'],
417,$21,88,Cória 2013 Pinot Gris (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/coria-2013-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,"['$21', 'Buy Now']",,['Pinot Gris'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Cória'],['11.3%'],['750 ml'],['White'],['2/1/2015'],['Not rated yet [Add Your Review]'],
418,$50,92,Panther Creek 2011 Reserve Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/panther-creek-2011-reserve-pinot-noir-willamette-valley/,Wine Enthusiast,"['$50', 'Buy Now']",['Reserve'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Panther Creek'],['13.5%'],['750 ml'],['Red'],['12/1/2014'],['Not rated yet [Add Your Review]'],
419,$19,91,Adelsheim 2013 Pinot Gris (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/adelsheim-2013-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,"['$19', 'Buy Now']",,['Pinot Gris'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Adelsheim'],['13.5%'],['750 ml'],['White'],['12/1/2014'],['Not rated yet [Add Your Review]'],
420,$24,90,Sineann 2012 Abondante Red (Columbia Valley (OR)),Oregon Other,https://www.winemag.com/buying-guide/sineann-2012-abondante-red-other-columbia-valley-or/,Wine Enthusiast,"['$24', 'Buy Now']",['Abondante'],"['Red Blends', ' Red Blends']","['Columbia Valley (OR)', ' Oregon Other', ' Oregon', ' US']",['Sineann'],['14.8%'],['750 ml'],['Red'],['12/1/2014'],['Not rated yet [Add Your Review]'],
421,$17,87,Abacela NV Vintner's Blend #14 Red Table Wine Red (Southern Oregon),Southern Oregon,https://www.winemag.com/buying-guide/abacela-nv-vintners-blend-14-red-table-wine-southern/,Wine Enthusiast,"['$17', 'Buy Now']","[""Vintner's Blend #14 Red Table Wine""]","['Red Blends', ' Red Blends']","['Southern Oregon', ' Southern Oregon', ' Oregon', ' US']",['Abacela'],['13.5%'],['750 ml'],['Red'],['12/1/2014'],['Not rated yet [Add Your Review]'],
422,$16,90,Sineann 2012 Red (Oregon),Oregon Other,https://www.winemag.com/buying-guide/sineann-2012-red-other/,Wine Enthusiast,"['$16', 'Buy Now']",,"['Red Blends', ' Red Blends']","['Oregon', ' Oregon Other', ' Oregon', ' US']",['Sineann'],['13.8%'],['750 ml'],['Red'],['10/1/2014'],['Not rated yet [Add Your Review]'],
423,$20,90,Stoller 2013 Chardonnay (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/stoller-2013-chardonnay-willamette-valley-dundee-hills/,Wine Enthusiast,"['$20', 'Buy Now']",,['Chardonnay'],"['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['Stoller'],['12.5%'],['750 ml'],['White'],['10/1/2014'],['Not rated yet [Add Your Review]'],
424,$40,88,Kramer 2011 Heritage Pinot Noir (Yamhill-Carlton),Willamette Valley,https://www.winemag.com/buying-guide/kramer-2011-heritage-pinot-noir-willamette-valley-yamhill-carlton-district/,Wine Enthusiast,"['$40', 'Buy Now']",['Heritage'],['Pinot Noir'],"['Yamhill-Carlton', ' Willamette Valley', ' Oregon', ' US']",['Kramer'],['13%'],['750 ml'],['Red'],['10/1/2014'],['Not rated yet [Add Your Review]'],
425,$13,84,Dragonfly Creek 2012 Estate Reserve Chardonnay (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/dragonfly-creek-2012-estate-reserve-chardonnay-willamette-valley/,Wine Enthusiast,"['$13', 'Buy Now']",['Estate Reserve'],['Chardonnay'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Dragonfly Creek'],['12.5%'],['750 ml'],['White'],['10/1/2014'],['Not rated yet [Add Your Review]'],
426,$15,83,Dragonfly Creek 2011 Estate Reserve Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/dragonfly-creek-2011-estate-reserve-pinot-noir-willamette-valley/,Wine Enthusiast,"['$15', 'Buy Now']",['Estate Reserve'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Dragonfly Creek'],['12.5%'],['750 ml'],['Red'],['10/1/2014'],['Not rated yet [Add Your Review]'],
427,$20,91,Panache Cellars 2012 Sangiovese (Columbia Valley (WA)),Columbia Valley,https://www.winemag.com/buying-guide/panache-cellars-2012-sangiovese-columbia-valley-wa/,Wine Enthusiast,"['$20', 'Buy Now']",,['Sangiovese'],"['Columbia Valley (WA)', ' Columbia Valley', ' Washington', ' US']",['Panache Cellars'],['14.1%'],['750 ml'],['Red'],['9/1/2014'],['Not rated yet [Add Your Review]'],
428,$18,89,Eola Hills 2012 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/eola-hills-2012-pinot-noir-other/,Wine Enthusiast,"['$18', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Eola Hills'],['13.4%'],['750 ml'],['Red'],['8/1/2014'],['Not rated yet [Add Your Review]'],
429,$25,88,Potter's Vineyard 2012 Dario Estate Pinot Noir (Chehalem Mountains),Willamette Valley,https://www.winemag.com/buying-guide/potters-vineyard-2012-dario-estate-pinot-noir-willamette-valley-chehalem-mountains/,Wine Enthusiast,"['$25', 'Buy Now']",['Dario Estate'],['Pinot Noir'],"['Chehalem Mountains', ' Willamette Valley', ' Oregon', ' US']","[""Potter's Vineyard""]",['14.2%'],['750 ml'],['Red'],['8/1/2014'],['Not rated yet [Add Your Review]'],
