author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated,place_id
Heather Campbell,https://www.google.com/maps/contrib/108976582820745490238/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8ry2pIC2-hqm4PnQ7QcuAd1rO_yvFyso14_95-Uw=s128-c0x00000000-cc-rp-mo,5,a month ago,Love this spot! All of their wines are delicious and you can even play bocce ball while you wine taste. Spencer is the absolute best. He always takes over-the-top care of us. A must stop!,1662671720,False,ChIJFZqCFhfilFQR3HKCLuKSDt0
Levi Holderby,https://www.google.com/maps/contrib/105812249817999544511/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8-8eO6udc2CGS4rvWvngYIOSqLBWkjkNpr0t5Myg=s128-c0x00000000-cc-rp-mo-ba5,5,a year ago,"Zachary was an extremely friendly and knowledgeable host. We had a great time chatting with him and trying some really, truly good wines. Oh and the fromage board was beautiful and delicious. This place has really sparked off an interest in me for biodynamic wines. I can't wait to try more.",1632957524,False,ChIJE2iZAPj9VEARnCp655KGURc
Celia Asher,https://www.google.com/maps/contrib/106424825581178133121/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2lPxEvIci6Etm7qPlW7g6xQFf_9dVpOrh-kGjO=s128-c0x00000000-cc-rp-mo,5,a year ago,"Lori was extremely thorough & knowledgeable & made an amazing experience for us. She was so bubbly & delightful, it was my first time at a vineyard and I’m so glad I came here!!! 10/10 would recommend, the views are amazing… a relaxing environment for a mellow buzz. ❤️❤️❤️",1633131391,False,ChIJk7IwOZUdlVQRNfp1VBTEvjY
Vivian Stanley,https://www.google.com/maps/contrib/117873448143714867642/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1CPZdOj_10TnzT_FPciaHzwEWBZDHK2PoVoWEL=s128-c0x00000000-cc-rp-mo,5,4 months ago,"Mindy was great! This place is absolutely amazing! If you've never been here you've got to stop in and check it out. If you're looking for a venue,  you should definately check it out! From beautiful grounds to amazing food.  You can't go wrong here!",1655703229,False,ChIJr6MiNDlmlVQRFlvNeU6gxDo
Vern Munion,https://www.google.com/maps/contrib/114715173362270391337/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu17GvICaLhtjYebLmPs464SnLiGCJJ7tpXDEMt_=s128-c0x00000000-cc-rp-mo,5,3 years ago,Wonderful experience. I have discovered tempernio and chocolate. Oreos and milk holds nothing over it.  Great people and great atmosphere. We will be back for sure,1562537211,False,ChIJPY-bBPIXxFQRpGM20MBEjvQ
Matt Jolly,https://www.google.com/maps/contrib/103621980478865408993/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2Vn6iZA18qQG97nJx-JYKY1qiCa4MSN0ri7TTw=s128-c0x00000000-cc-rp-mo,5,a year ago,"Beautiful place, stellar wine and incredibly nice people. Thanks so much for an awesome visit! We can't wait to go back.",1624820473,False,ChIJR5wR_YXGolQRKNAJEbBbawo
Mahailey Oliver,https://www.google.com/maps/contrib/118143031388078784029/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0iMDTW9IAJWwly-3_-tqhcF8aGGMZDC9xqT7Gl=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,Big thanks to Linda for showing two Texans a good time and great wine! ☺️,1624916501,False,ChIJpSR0kmI4lVQRYGZTgUDxvos
Nancy Reeves,https://www.google.com/maps/contrib/106676519430010485899/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_OmtqYAvCYTwbtvNc4iQzVn5f9-Q1oSGqeMCIyuKs=s128-c0x00000000-cc-rp-mo,5,4 years ago,"Our first time visiting. What a lovely winery. Beautiful grounds, great tasting wine, friendly staff, delicious brick oven baked pizza, fun musician and an awesome fire pit. We're looking forward to more time spent there. May even become a new member! 🍷Salute'",1524933846,False,ChIJTZcGrMeHz1QREdU4H-x6jXE
Agroecologiasomos Jorge Acosta,https://www.google.com/maps/contrib/117814550566869743084/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_pSm62ZhLFFUyRa-jFJbm9Itxkf_g4u_9yvKFM5A=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1534355290,False,ChIJ27d2ot1SwFQRqdl42-nP7IA
RaMona Pinto,https://www.google.com/maps/contrib/110903757610911159474/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2JaE2jBbQ56ojBxzOJPz0xFE0m3mMUsQD0a1de=s128-c0x00000000-cc-rp-mo-ba4,5,5 months ago,Great wine tasting experience in the heart of Walla Walla. Perfect for both the novice and the expert. Yvonne was extremely knowledgeable.,1654473550,False,ChIJU1bc7WNqolQRsqa0WY-RfyQ
Mara Palumbo,https://www.google.com/maps/contrib/110401270502994775326/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu9g12QjIPrLUk_HJtBV6v46JFMTHcll0d_3pWW86tQ=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,,1540696454,False,ChIJL6KKj2NqolQR90myUsfIS2c
Mathew Phibbs,https://www.google.com/maps/contrib/110040949795445457198/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-KhOUQYotR10F2UY3EaRRkZqzTNgAIIdD2Qmmga1I=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"Came for the wine, stayed for the dog. But really the wine is incredible with an incredibly welcoming and gorgeous tasting room. Michael is very knowledgeable about wine and it shows in the bottle. Recommend the Rose and everything else.",1628901700,False,ChIJeXrjc3Q_lVQRpVINbOBBcyU
dan crenshaw,https://www.google.com/maps/contrib/102471422036453739878/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-aq9-QqZCmcDEjtycn7o6ljj7COaW-cbVv7cDa=s128-c0x00000000-cc-rp-mo,5,a year ago,Was A Great Time Awesome Place For Outdoor Shows,1629010950,False,ChIJ667WJLyq6lQRqUtfOrHktqM
Jennifer Bakken,https://www.google.com/maps/contrib/102109802537353548741/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8LlxZND_4uKwbBLI5-B0OTtHVS4soxEfZfUxic_g=s128-c0x00000000-cc-rp-mo-ba3,2,a year ago,Good wine. No tastings at our 6pm reservation. We were not informed that tastings stop at 5pm when making reservation. You must pay for water?! It felt like money grab.. especially compared to other wineries.,1621789356,False,ChIJp9SrJLMNkFQRFQANJQUc8fM
Sharon Jackson,https://www.google.com/maps/contrib/104157023450274876534/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu92XM1QDN_Z0u6P8qxKvtgrYZMDbmNPGFxrzAEQHw=s128-c0x00000000-cc-rp-mo,3,12 months ago,"I heard a lot of good things for this winery and was really looking forward to coming.  When we first entered the door the person greeting us seemed annoyed that we were there.  She immediately asked us for our vaccine card.  I don’t want to make this about whether you should or should not be vaccinated but it was apparent it was very important for this winery.  It took me aback that this small place asked me for my card since no other place of business (winery or restaurant) has ever asked me for my card.  As I was messaging another friend that they needed a card this same person asked me if that’s what I was doing. It took all of me to tell her it was none of her business.

We get to the wine tasting part and we have a different person handing that.  He was very personable and made the experience much better.  The wine is good but if you buy a bottle the tasting fee ($25) is not waived.  Just an FYI.  I did end up buying their sparkling because it was delicious.

As a side note, there is a sign in the bathroom that tells you how to wash your hands, to use the towel to open the door and where to put the towel.  It made me feel like a kindergartner.",1636329051,False,ChIJRQkXUR9BlVQRWxxQPPIxONE
Ken Fallon,https://www.google.com/maps/contrib/103437391517317917960/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu99txjvvPaWzbsrTiIHrovt8lg2-Apqr9Lu0aaBmw=s128-c0x00000000-cc-rp-mo,5,2 years ago,"We stopped here on a whim on our way from Eugene to Portland, and we were not sorry! Amber gave us great service, the wines were great, and we were surprised by the generous pours on their tastings. Amber even gave us a taste of the Cabernet that wasn't on the tasting list, and we ended up buying the Cab and the Rosé, along with a couple of jewelry pieces they had in the store. It was a great place to relax, take in the view, and drink some good wine on a sunny day. (The neighbor's dog was cute, too.) We will definitely stop again at Redhawk!",1599188977,False,ChIJBd9R3m5VlVQRJSvShvfhv2A
Iris Nowning,https://www.google.com/maps/contrib/115284139440829343021/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9VHqwqagGVbJauPadER3pFJu7iidUu50iFcjpPkQ=s128-c0x00000000-cc-rp-mo,5,a year ago,"This has been my favorite winery in west Salem for years. They always offer a wonderful assortment of wines for every pallet. The owner, Larry, is always kind and welcoming. Each time I bring friends or family to try their wines, they go home with many bottles! I highly recommend trying out this hidden gem. You won’t be disappointed!",1616324259,False,ChIJo2vqswFUlVQRgLZQzvRrp70
Rick Quirin,https://www.google.com/maps/contrib/116155712756524886430/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0-A1T6Z-qjlWoxi0k-iUNY1_aDv49ge1yKxAoS=s128-c0x00000000-cc-rp-mo,4,a year ago,Beautiful setting. Worth the drive off the road.,1620599446,False,ChIJb6Am5IVcolQR1wE0tu5HsCA
Pete Brainard,https://www.google.com/maps/contrib/114916366091754350844/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9x75kjK0Fev5nRSIwglsPzg1xF9AUUJfD-z1j38w=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,"Excellent wines. If you love full bodied reds, it’s does not disappoint. But the biggest surprise is the Chardonnay. Not a white wine guy but the chardonnay may have been the best i’ve had. Gretchen is phenomenal and knows her wine. Doug, the owner, was working but said hi and was a really nice guy.",1655586872,False,ChIJHXICnnzXvlQRRtxLRomdp7g
Fred Rathke,https://www.google.com/maps/contrib/111498474809167431033/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8PzRoniCLBdUi6Wmx6dXMRPJFDTRIRFAxzdc6e=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,"Very beautiful setting, and relaxing , we had the Pinot Gris , very enjoyable.",1598730916,False,ChIJRxbsyI6qwVQR68jzJSNcR_8
Meg Baum,https://www.google.com/maps/contrib/109177138951785329356/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2GS4wV0DY-_L63bB_2f79fXEd6oK6Ten0MR428=s128-c0x00000000-cc-rp-mo-ba4,5,6 months ago,This was such a great stop for a last winery of the day. Ashley was amazing and knew so much about each wine we tasted. We loved that they had a variety of so many different types of wine...something for everyone!,1651196178,False,ChIJvy-5yi9-l1QRs5nK5lnK4xc
c daug,https://www.google.com/maps/contrib/118178197956401443305/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu10PYfwFtLellPki2B4trVmrr7fTLLu03egq7zh=s128-c0x00000000-cc-rp-mo,5,a year ago,Thank you Gary and Lynn. We appreciate great customer service. Thanks,1627582816,False,ChIJgdjxjCEjxFQR9qCx7V8hYfY
Josh Arreola,https://www.google.com/maps/contrib/111724622624008224689/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-FPixw0XZ-2CM8qo5tlM9_Zxy01d84_v5-YAJqcA=s128-c0x00000000-cc-rp-mo-ba4,5,7 months ago,Great place to sip in the sun. Also the Da nang food cart is 🔥. People and Dog friendly. They have beer for non wine drinkers.,1649263167,False,ChIJ7c4eXw0ewVQREsklU2K6R2w
Kristin Conley,https://www.google.com/maps/contrib/111086741068768936682/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-JP0l919u2HWC9Yy70vqJ6ahisXPTqNUEZ0AFd=s128-c0x00000000-cc-rp-mo,5,8 years ago,"This has become my new wine of choice... I always have a bottle waiting when my guests arrive at my vacation rental as I love to show that 'our' East Willamette Foothills  wine can rival any Willamette Valley wine!
And I am grateful the local Silverton, Oregon Safeway store carries a good selection, because I can't wait for my wine club delivery...
I am very much looking forward to this year's (2014) vintage...

I am also recommending that all my guests from Crooked Finger Farms stop in for a tasting.",1412821535,False,ChIJq5Qz1B3nv1QRuegBpJWgZoc
Kent Beaber,https://www.google.com/maps/contrib/104594524402409406976/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9M5ZAceUP7K0si53ujhlcSRHrF2DGVV0FG-T9kMA=s128-c0x00000000-cc-rp-mo-ba3,4,a year ago,Authentic and unique. They are innovative in approach- both leading the revival of  the ancient clay amphorae method of creating wine as well as cultivating and producing delicious lesser known varietals.,1630385116,False,ChIJFdNgwmNplVQRXBrRCOLMckk
Alissa Fleming,https://www.google.com/maps/contrib/117700210202944252564/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0mZkFvE4JpWcOe4EAcrub9UO51NlaUA9I5nZvu=s128-c0x00000000-cc-rp-mo,1,a month ago,Not kid friendly anymore and the manager was so rude. We have been members for years and always enjoyed this winery. Sadly they now think it’s fair to exclude families and animals which was the one thing that truly made this winery the place to go. I know many of my friends and I have canceled our memberships and many more are planning to soon.  Don’t waste your time with this establishment if you want good service and a family friendly establishment.,1664736573,False,ChIJow4t6bNslVQRippQXRXqrso
Gregory Grothaus,https://www.google.com/maps/contrib/106503078580198882485/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1EuOcQGTv4fMp5GYk1IVm1CRA1WT7VHKBYBC5I=s128-c0x00000000-cc-rp-mo,5,4 months ago,We had a wonderful time here.  Great Pinot and great scenery.  Friendly staff.,1657110846,False,ChIJ-drpIApBlVQR9Z9q79A9WNM
Stuart Bell,https://www.google.com/maps/contrib/108888081802778089120/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-fZC_TZZXMe8-GqeZllBLsTPX0jUMc967jIQ6bcA=s128-c0x00000000-cc-rp-mo,5,2 months ago,"Great wine, great view, great tasting room, great service. Thanks again to Noah and co",1660340130,False,ChIJd6HbdYpAlVQRFsbLLYMhi0o
Robin Hakeman,https://www.google.com/maps/contrib/100618378124138531721/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8EmybYYp_1VBoQVa43SGK8pTSR3YGplXK8-Rd3Qw=s128-c0x00000000-cc-rp-mo,5,3 years ago,"Thank you so much for hosting our group for my birthday!! Laura you are a delight to be with and I so appreciate you taking the time to provide our group with stellar service and most of all, fantastic wine! Everyone raved about the wine, your tasting room and you!! We will be back!!",1570223811,False,ChIJMUDWR-9qlVQR2CU-88uF42A
Kate S.,https://www.google.com/maps/contrib/100465257518510170399/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_jl4eA4c6LgXl4yFdQJivxeIrEnYlxLQb-EMFv5yk=s128-c0x00000000-cc-rp-mo-ba6,5,5 months ago,Fantastic place to grab a bite to eat in between winery hopping. We even messed up timing for appointments but our server was fantastic and got us fed and out the door in under 30 min during the lunch crunch which is no easy feat. Soup + sandwich combo is 👌👌 wish we had had more time to relax and enjoy the restaurant and ambiance.,1653162008,False,ChIJS_uq-WI4lVQRwUzkXW1wpVI
Todd Hutchens,https://www.google.com/maps/contrib/104022658250926192321/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9lNW-32qnDATr75QDH00QnpTF-TDDaWprq2RQFXA=s128-c0x00000000-cc-rp-mo-ba5,5,2 years ago,"Fantastic spot in Carlton. Great wines, great food. Great owners too.",1574014628,False,ChIJaXozgbk5lVQRhjqYfacbP9U
Benjamin Kohles,https://www.google.com/maps/contrib/117321243649316420224/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu0KviFO-0ZbA-gI6PUGCNxiEr4iWec4hopKo2wuSg=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1510184636,False,ChIJVfoLb8wIllQRQqTPzIkSThg
sleeponit1,https://www.google.com/maps/contrib/102172622929342071710/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_tcG0JFOOujBUz0pN3VztabPaF377tfkFnjSZb=s128-c0x00000000-cc-rp-mo,5,5 years ago,Fantastic wines. Lovely and down to earth owners. Our favorite place to stop in Newberg!,1508702078,False,ChIJP_hjUdFBlVQRZPs2XC3UvF8
A H,https://www.google.com/maps/contrib/104940108418251622052/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0y31tcr-PX61c6btavNQO8Y0Mcpt3Z3R8UkUVW=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Delicious wood fire margarita pizza
Face rock creamery cheese & crackers
Fair prices & friendly faces- thank you!",1634505050,False,ChIJP6YY-PUZxFQRcNX4gfED1dY
keri handaly,https://www.google.com/maps/contrib/100080803135782074277/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9-BxTaOfCKj7F7U15S7qgiLwSuAa4I8YEe-mp67A=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,"Every Memorial Day and/or Thanksgiving, I make a trip out to visit Westrey's warehouse in McMinnville.  Dave and Amy are such great hosts who make amazing wine!  I always have to buy pinot from Justice, Oracle, and Abbey Ridge because I can never decide on a favorite because they are so elegant and interesting in their own way.
If you want to support a small family winery, this is it!  Don't miss it on your trip to McMinnville!",1589002154,False,ChIJRXq9CepIlVQRXyG0Ec7L3zU
Amy Matteson,https://www.google.com/maps/contrib/114362281183284637892/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu18QDZjVedySpuI0LldzTM0fB0nhPGS7Wbikk_J=s128-c0x00000000-cc-rp-mo,2,2 months ago,"We live a few minutes from this winery have have been looking forward to coming here for awhile. We arrived at 4:15 (closes at 5) and immediately were told to hurry and order pizza if we wanted any. Then when we went to get a glass of wine the same lady came And said “that’s it, no more orders!”.  They closed the doors at 4:30 so we found a table outside but felt rushed the entire time and did not enjoy the atmosphere. People were rushing around closing. So please show up well before 5 if you want a relaxing atmosphere and want to enjoy yourself.  I can see getting ready to close… but 45 minutes early?",1661128440,False,ChIJaQwsQsZmlVQRG7KQ_HWmoZo
Roger Esparza,https://www.google.com/maps/contrib/100480606158083276547/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu82oYXLtwuBqTrZSeeAYiU7MxbEf3zK6poBs2V2UQ=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,"Abeja provides you a world class experience with your stay.  Their suites and farm house are one of kind with their finishes and decor.  You can tell their staff loves working there by the level of service that they provide.  I was fascinated by the views from anywhere on the entire property.  Last but not least, their wine is top notch,  I love their Cab and Syrah.",1576199645,False,ChIJkyxxY34VolQRPk8NKguS4Yg
Garrett Abbott,https://www.google.com/maps/contrib/109931790762737810540/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-JVD0us3o-bx1z0GlExo0z2K8Miy2h6gN-0gbChA=s128-c0x00000000-cc-rp-mo-ba5,5,a month ago,"My wife and I love stopping at Fox Farm Vineyards. They have an excellent assortment of wines and do some wonderful things with Pinot. David, the proprietor, is very personable and makes your tasting informative and fun. Great wine, unpretentious and tasty, definitely worth a stop",1662499559,False,ChIJMTSRWtFBlVQRsvwSfNM8hYQ
Jacob DeGraw,https://www.google.com/maps/contrib/104125027460104110630/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-7Q71Lw_AqDC7w29ATUdIOJJXWDP3Z9FuF523wRw=s128-c0x00000000-cc-rp-mo-ba5,5,5 years ago,"Kramer Vineyards is by far my families most favorite vineyard to visit.  Everybody that works here is super friendly and knowledgeable.  The atmosphere is very family friendly, as our son is always welcome.  One of the best aspects of Kramer Vineyards though is all the special events they put on that help you experience wine in different ways, such as vertical tastings, horizontal tastings, barrel tastings, and vineyard tours.  These events really help you learn more about the wine and appreciate the nuances even more.",1499016452,False,ChIJxfXQ_qk9lVQRp-9f7WTc1j4
Harrison Parker,https://www.google.com/maps/contrib/102844480738908247331/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_n-PSDJ0n3AOjtw7hJk-_xK-vTKHU9kXgAm_2wtg=s128-c0x00000000-cc-rp-mo,5,a month ago,This spot is a hidden gem! They have both Columbia valley  wines as well as international imports. They have lots of amazing flights to choose from. Family and pet friendly!,1663537612,False,ChIJlwRSLWkOllQRIsBo8nzjT2o
Shreya Jagarlamudi,https://www.google.com/maps/contrib/113750712253909374602/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_IidPnZHjjLSk7lx-Qy4f7o-_k3oNc9iKveEgc_Ng=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,"This winery provides the most stunning views, I would say anyone visiting walla Walla must go here! They are known for their reds and they truly let the grape shine through.",1590940183,False,ChIJracuZCFBolQR5rXpNAcFYTQ
Melissa Welch,https://www.google.com/maps/contrib/101897683134526374131/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3_BvQfeFoUPXskWTnpKmzTA5ZMAEO5zu_r6W-7=s128-c0x00000000-cc-rp-mo,5,9 months ago,"We are so lucky to have such a wonderfully skilled winemaker here in Eugene, making the most of what this magical willamette offers. Absolutely fantastic wine. Run, don’t walk down to to their  tasting room.",1643838747,False,ChIJt8DdfXQewVQRDnGR9L8Wui0
Bryan Wenzel,https://www.google.com/maps/contrib/106366347859368759364/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3eDFhCnKWTiJAjt8DgXR7XLddCu_f3VkufgkMd=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,"Absolutely amongst the best wineries in Oregon. Has amazing reds, great views, and friendly staff.",1581207668,False,ChIJMedv2lSPxVQRxoiM8PE1QKQ
Jim Boness (PNW_Outdoor_Adventurer),https://www.google.com/maps/contrib/113471372763617252765/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9UiQshZzjSDasQeeb2fP0Aq84k_jBjqTAnJjot8w=s128-c0x00000000-cc-rp-mo,5,a year ago,"My wife and I went to the winery a few weeks ago with my daughter and her husband and my ex-wife, as part of a larger tour of 4 wineries. The property was pretty. We were taken to the Montana tasting room which was quaint and gorgeous. We had a tasting of 4 wines with a pairing of food for each. The owners were incredibly down-to-earth, friendly and knowledgeable and the wine was AMAZING, especially the Pinot Rose! Boyd made some delicious smoked briquette and Cassandra made a wonderful Cabernet Chocolate Truffle ball.

As a bonus, we got to hear the story of their Hollywood room which was quite interesting and very unexpected. Would highly recommend visiting and we will definitely be going back soon. A hidden gem of Oregon wine!",1626122984,False,ChIJQczporJqlVQRb0uEreTi1u8
Justin Pattan,https://www.google.com/maps/contrib/105918402095921766114/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9ZwEaaIkBKJK0F1s7Kv0Da-1OKN4C2fqSz8i95Yw=s128-c0x00000000-cc-rp-mo-ba4,5,6 years ago,Wonderful winery. Some of the best wine I've had. Amazing views are amazing and the atmosphere is wonderful. If you are in the area make the stop and have a very enjoyable experience.,1469935018,False,ChIJt9_w_HeqwVQR4Bwon4yX0YM
T Fox,https://www.google.com/maps/contrib/108638551641000730761/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu18K7s9ih4Yc7aJ8XLdP9jfhkBbI48K8pJFcAGO=s128-c0x00000000-cc-rp-mo,5,a year ago,,1635625248,False,ChIJY2xe_1cVlVQRF7h9kJx8l3A
Chris Moore,https://www.google.com/maps/contrib/100353830406747980978/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-LxV0umzBguGYIXohceGiOXHLmU1w1ieIEm6SxJQ=s128-c0x00000000-cc-rp-mo-ba3,5,5 years ago,,1508559237,False,ChIJcVTsdKhcolQRKDsSfdYd22w
Jonathan Schultz,https://www.google.com/maps/contrib/100223334890328667154/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8QkEolSX7e4bEDYef1oS-xEqcwPn5VHjSD-Wm4uQ=s128-c0x00000000-cc-rp-mo,5,a month ago,"After hearing about the wine and food pairing menu created by the amazing Sarah Pliner, a few friends and I finally were able to attend.

All of the courses were stunning, and we were impressed by how well the coursed paired with selected wines. I really enjoyed the surprising flavours and textures that Sarah experimented with - especially the diced pear with chanterelles and pasta.

Like always, the atmosphere is quite inviting, and Fullerton's patio is just a lovely place to sit with friends, food, and wine.

Our group did have some feedback, though:
1. The service experience could be improved. We were approached and served by almost all staff (whom we love), but being served by one server plus the winemaker would have been a better experience than being served by several people.
2. The ambience/aesthetic should be improved. Silverware was often forgotten about, and placed in a rush - often incorrectly. Glassware was often also placed weirdly, and it would be nice to have a dump cup for wine. Further, getting better quality silverware (Ikea flatware was used) would be a great improvement to complement the nice plates used.
3. Since it was not too busy, it would have been awesome to have the Chef come out to introduce the courses, or to chat with us after finishing the food. The cadence in which courses came was also a little too fast, since we often were not finished courses or wine tastings before the next item was brought to us. There were also a few times where servers did not know what they were serving, so having one person as the go-to for course overviews would be better.
4. Improving the table experience would be nice. Including table cloths and black linens and decluttering the table would have been nice, since there were a few decorations, and the candle was never lit.

Otherwise, I would totally recommend this experience to anyone who wants to enjoy amazing seasonal food with some great local wine. Thank you so much for launching this experience - we cannot wait to see what comes next!",1663959120,False,ChIJOdxWwY4NlVQRqwTEexRZfJo
jen wilkinson,https://www.google.com/maps/contrib/109874297139398508791/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8yp65AsZjkjYH4_PVsKC6gOa993bbIs5YUznsm=s128-c0x00000000-cc-rp-mo-ba2,5,3 years ago,Andrew was amazing. Could have stayed to drink wine and chat with him all day. Fabulous wine and beautiful view. Will recommend to friends in Wisconsin!,1564440401,False,ChIJhRRBclhxz1QRt3T6NCrtfOc
Corey Zielsdorf,https://www.google.com/maps/contrib/115659790300425808684/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu82HT_ugDBPMXu5bsqZ6oKx1Y03ONzANLSr-RB_Ec8=s128-c0x00000000-cc-rp-mo,5,5 years ago,"Great service, wonderful breakfasts, amazing views, within walking distance of world class wineries, love the dogs ;-)",1497986703,False,ChIJxSalTc1GlVQRqc8xjy6yyMU
Jennifer McGeorge,https://www.google.com/maps/contrib/111620318483795235038/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-fcwZGP1WItSwIJuZIu_Amt2-xWjxNmV-lkoEgNQ=s128-c0x00000000-cc-rp-mo-ba4,5,5 years ago,"We became wine club members because we stopped in here for a tasting and fell in love with it. The atmosphere is so peaceful. The grounds are very spacious, lots of comfy places to sit, and so beautiful. The wine is good, and the sangria is like no other!",1481167488,False,ChIJLQjlirkGlVQR3aAoM0qsp3E
Katrina Purdy,https://www.google.com/maps/contrib/100675576940281754066/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8TNK5GzZZdrbxQAwi_4g1hJahbrVQvMRfLoBTE6L4=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Whether you're looking for the perfect bottle for any occasion this is the place to go. Great atmosphere, and friendly service and fantastic wine!",1615845270,False,ChIJG70EpRQZwVQRNGFsIkVzWm4
Shawn Springer,https://www.google.com/maps/contrib/110647040773056643951/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu93MxiEEly-R80w84j0EZozq-xOb3RoPTnNbwA=s128-c0x00000000-cc-rp-mo-ba3,5,9 months ago,Wines are all very well made. Good balance. Server was very informative about the wines and history of the winery.,1642348837,False,ChIJ09XGBkBAlVQRF5HO7CAhfMg
Trisha Dieckmann,https://www.google.com/maps/contrib/107749162911050560769/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_YfAFz-1GgXsdAGQjZ6AM-lvIdPnmI8py83FMQ4Q=s128-c0x00000000-cc-rp-mo,5,3 years ago,"I have worked with Tumwater Vineyard as an employee of Viva! Events (a Portland-based, woman-owned business that creates events to engage, motivate and grow businesses). Tumwater tasting room (Barrel Room) is a beautiful event venue for a corporate reception or dinner, and the wine is excellent. The location is close to downtown Portland compared to similar wineries.  The team there, especially Pascale,  was great to work with, and I would highly recommend them for events.",1545260347,False,ChIJCYfyC79xlVQRabdCd9q13Is
Brandon Bonds,https://www.google.com/maps/contrib/114345141089047265165/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2iExjPSKxUnI-NApdjPEBmC3Xn3s0iDdo4fCvM=s128-c0x00000000-cc-rp-mo,5,3 years ago,Great wines and great hosts. Really enjoyed our experience and will be back soon!,1542501888,False,ChIJnbwF1RYZxFQRmCLtkIqzho0
