name,business_status,place_id,formatted_phone_number,formatted_address,url,website,rating,user_ratings_total,street_address,city,province,zipcode,country,location_name
Walnut Ridge Vineyard,OPERATIONAL,ChIJmz8wPp6qwVQRibeXpi_EitI,(541) 844-8130,"94739 Turnbow Ln, Junction City, OR 97448, USA",https://maps.google.com/?cid=15171154003688404873,https://walnutridgevineyard.com/,4.9,30,94739 Turnbow Ln, Junction City,OR,97448, USA,
Youngberg Hill Inn & Winery,OPERATIONAL,ChIJibXtWutLlVQRqVEEK3nsBtY,(503) 472-2727,"10660 SW Youngberg Hill Rd, McMinnville, OR 97128, USA",https://maps.google.com/?cid=15422273979133743529,https://youngberghill.com/?utm_source=google&utm_medium=GMB,4.5,238,10660 SW Youngberg Hill Rd, McMinnville,OR,97128, USA,
BelliVadum Vineyards,OPERATIONAL,ChIJT6oEov4_lVQRhxCNjaJiN08,,"18420 NE Dopp Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=5708139503014449287,https://www.bellivadum.com/,,,18420 NE Dopp Rd, Newberg,OR,97132, USA,
Loop de Loop Wines,OPERATIONAL,ChIJ-0Twm9UNllQRRxNIoJ7XDfs,(503) 298-9420,"Loop de Loop Wines, 451 Kramer Rd, Underwood, WA 98651, USA",https://maps.google.com/?cid=18090352354511033159,http://www.loopdeloopvintner.com/,5,22, 451 Kramer Rd, Underwood,WA,98651, USA,
Iris Vineyards-Wine Bar,OPERATIONAL,ChIJ-1_CKzMwwVQRFbP5wXVgQIc,(541) 242-6588,"322 Main St, Springfield, OR 97477, USA",https://maps.google.com/?cid=9745895652511560469,https://www.irisvineyards.com/,4.5,51,322 Main St, Springfield,OR,97477, USA,
Cathedral Ridge Winery,OPERATIONAL,ChIJp6xxvqIOllQRNiNg9-9Uef4,(541) 386-2882,"4200 Post Canyon Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=18336780747439874870,http://www.cathedralridgewinery.com/,4.6,182,4200 Post Canyon Dr, Hood River,OR,97031, USA,
Knostman Family Winery,OPERATIONAL,ChIJn31aPdgZxFQRYjmzce2jTSI,(541) 900-1116,"213 Independence Ln, Roseburg, OR 97471, USA",https://maps.google.com/?cid=2471812010706418018,https://www.knostmanfamilywinery.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=c34803ff-de44-4bb7-b3dc-0d601016904c,4.6,18,213 Independence Ln, Roseburg,OR,97471, USA,
Hauer of the Dauen Winery,OPERATIONAL,ChIJ0ZownihQlVQRRVUlJPaayio,(503) 868-7359,"16425 SE Webfoot Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=3083447276847584581,,5,6,16425 SE Webfoot Rd, Dayton,OR,97114, USA,
Claygate Estate Vineyard & Tasting Room,OPERATIONAL,ChIJTb0HSb4_lVQRuaIKtkrUNKY,(503) 554-9463,"17205 NE Dopp Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=11976430726431810233,https://www.claygatevineyard.com/,5,8,17205 NE Dopp Rd, Newberg,OR,97132, USA,
Bridgeview Vineyards Winery,OPERATIONAL,ChIJXwBmOxT6z1QRwa7gVoYcds4,(541) 592-4688,"4210 Holland Loop Rd, Cave Junction, OR 97523, USA",https://maps.google.com/?cid=14877109782373772993,http://www.bridgeviewwine.com/,4.7,15,4210 Holland Loop Rd, Cave Junction,OR,97523, USA,
Foundry Vineyards,OPERATIONAL,ChIJk8ryMWxqolQRi_2UorK7JbI,(509) 529-0736,"1111 Abadie St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=12836872688795712907,http://www.foundryvineyards.com/,4.7,54,1111 Abadie St, Walla Walla,WA,99362, USA,
Knudsen Vineyards,OPERATIONAL,ChIJJ1AqhglBlVQRYYqcPLUg6eE,(503) 580-1596,"9419 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=16278578290885429857,https://knudsenvineyards.com/?utm_source=GMB%20Web%20Link&utm_medium=Organic&utm_campaign=GMB,4.9,84,9419 NE Worden Hill Rd, Dundee,OR,97115, USA,
Monte Ferro Winery,OPERATIONAL,ChIJA30F9UJzlVQR7ZSgwmdaPdA,(503) 803-9180,"2240 Prestwick Rd, Lake Oswego, OR 97034, USA",https://maps.google.com/?cid=15005248935161795821,http://winesbymonteferro.com/,5,12,2240 Prestwick Rd, Lake Oswego,OR,97034, USA,
Celestial Hill Vineyard,OPERATIONAL,ChIJvWmQ6wk5lVQRc3tqTfa2m4s,(503) 687-5770,"258 N Kutch St Ste A, Carlton, OR 97111, USA",https://maps.google.com/?cid=10059835361639168883,https://www.celestialhillvineyard.com/,5,2,258 N Kutch St Ste A, Carlton,OR,97111, USA,
Dunham Cellars,OPERATIONAL,ChIJfYa8Jk8VolQR_qaj9BtDqoU,(509) 529-4685,"150 E Boeing Ave, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=9631584540432770814,http://www.dunhamcellars.com/,4.7,80,150 E Boeing Ave, Walla Walla,WA,99362, USA,
Eminent Domaine,OPERATIONAL,ChIJD8TDcjk-lVQRFKIJquVRyUA,(503) 687-1180,"20875 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=4668352535588348436,http://www.eminentdomaine.com/,4.7,71,20875 NE Ribbon Ridge Rd, Newberg,OR,97132, USA,
LongSword Vineyard,OPERATIONAL,ChIJiYMYzk-bz1QRy5PgISkGcd8,(541) 899-1746,"8555 OR-238, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=16100656916558025675,http://www.longswordvineyard.com/,4.8,41,8555 OR-238, Jacksonville,OR,97530, USA,
Zimri Cellars,OPERATIONAL,ChIJr9eKYPNqlVQRetgzB5Y3i-s,(503) 260-7529,"2016 NE Zimri Dr, Newberg, OR 97132, USA",https://maps.google.com/?cid=16972720738181306490,https://zimricellars.com/contact,,,2016 NE Zimri Dr, Newberg,OR,97132, USA,
"Stone Wolf Vineyards, LLC",OPERATIONAL,ChIJcVrLgmtBlVQRdHSvyMMGgGA,(503) 538-3199,"23145 OR-99W, Dundee, OR 97115, USA",https://maps.google.com/?cid=6953565262615377012,https://www.greatoregonwine.com/,4.5,61,23145 OR-99W, Dundee,OR,97115, USA,
Domaine Willamette,OPERATIONAL,ChIJI4eeVlMDwFQRc2NG5eeVjow,(971) 545-4200,"19255 OR-99W, Dayton, OR 97114, USA",https://maps.google.com/?cid=10128197435219403635,https://www.domainewillamette.com/?utm_source=gmb&utm_medium=yext,4.7,29,19255 OR-99W, Dayton,OR,97114, USA,
Et Fille Wines,OPERATIONAL,ChIJdwZiaalrlVQRNU5wOfFmNsU,(503) 538-2900,"718 E 1st St, Newberg, OR 97132, USA",https://maps.google.com/?cid=14210658860450991669,https://www.etfillewines.com/,5,18,718 E 1st St, Newberg,OR,97132, USA,
Montinore Estate,OPERATIONAL,ChIJSURVF7EZlVQRZh2GowxvRtk,(503) 359-5012,"3663 SW Dilley Rd, Forest Grove, OR 97116, USA",https://maps.google.com/?cid=15656323254673874278,http://www.montinore.com/,4.7,84,3663 SW Dilley Rd, Forest Grove,OR,97116, USA,
El Corazon Winery,OPERATIONAL,ChIJZ500LIhqolQRoLw06G9Psys,(509) 520-4408,"37 S Palouse St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=3148947906517843104,http://www.elcorazonwinery.com/,4.9,48,37 S Palouse St, Walla Walla,WA,99362, USA,
Teso'aria Vineyard and Winery Annex,OPERATIONAL,ChIJj2Qvl94ZxFQRzzpRcggMpY8,(458) 802-3656,"707 Hess Ln, Roseburg, OR 97471, USA",https://maps.google.com/?cid=10350692548998150863,http://www.tesoaria.com/,3.5,4,707 Hess Ln, Roseburg,OR,97471, USA,
Siltstone Wines,OPERATIONAL,ChIJHSsTIGM4lVQRZS9GSCYz2Ic,(971) 241-9365,"12251 Southeast Dayton Bypass, OR-18, Dayton, OR 97114, USA",https://maps.google.com/?cid=9788630029604106085,http://www.siltstonewines.com/,4.9,19, OR-18, Dayton,OR,97114, USA,
Viento Wines,OPERATIONAL,ChIJp3eA550OllQR5gujRSmfdmA,(541) 386-3026,"301 Country Club Rd, Hood River, OR 97031, USA",https://maps.google.com/?cid=6950918074503728102,http://www.vientowines.com,4.8,32,301 Country Club Rd, Hood River,OR,97031, USA,
Failla Wines Oregon,OPERATIONAL,ChIJCXcSpHBVlVQRDkcuSQoxiBg,(503) 391-5555,"5659 Zena Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=1767716773990123278,https://www.faillawinesoregon.com/,4.6,11,5659 Zena Rd NW, Salem,OR,97304, USA,
Springhill Cellars Winery (Open May-December),OPERATIONAL,ChIJJyem-IMTwFQRIDvFuH85wfM,(541) 928-1009,"2920 NW Scenic Dr, Albany, OR 97321, USA",https://maps.google.com/?cid=17564383242445208352,http://www.springhillcellars.com/,4.7,29,2920 NW Scenic Dr, Albany,OR,97321, USA,
ENSO Winery,OPERATIONAL,ChIJZb21d6OglVQR6kGo7qXXazE,(503) 683-3676,"1416 SE Stark St, Portland, OR 97214, USA",https://maps.google.com/?cid=3561177038040089066,http://www.ensowinery.com/,4.6,128,1416 SE Stark St, Portland,OR,97214, USA,
Nemarniki Vineyard & Winery,OPERATIONAL,ChIJ37RsjNhrlVQRJc7DbLHhIIE,(971) 235-2364,"21425 SW Aebischer Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=9304684982297677349,https://www.nemarnikivineyard.com/,5,16,21425 SW Aebischer Rd, Sherwood,OR,97140, USA,
Cramoisi Vineyard,OPERATIONAL,ChIJv8IM-BtBlVQRjM70I7_7W9E,(503) 583-1536,"8670 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=15085928175168179852,https://www.cramoisivineyard.com/,4.8,33,8670 NE Worden Hill Rd, Dundee,OR,97115, USA,
Devitt Winery,OPERATIONAL,ChIJdTQ1H9mEz1QRZiFCG14yfaA,(541) 899-7511,"11412 OR-238, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=11564454797922935142,http://www.devittwinery.com/,5,26,11412 OR-238, Jacksonville,OR,97530, USA,
SummerField Vineyards,OPERATIONAL,ChIJkeT9BsghwVQRooOxSS2xBoc,(541) 914-2077,"34386 Mathews Rd, Eugene, OR 97405, USA",https://maps.google.com/?cid=9729658853048550306,http://www.summerfieldvineyards.com/,5,3,34386 Mathews Rd, Eugene,OR,97405, USA,
Cória Estates,OPERATIONAL,ChIJm-BEGj4GwFQRQz0MEeIFSLM,(503) 363-0525,"8252 Redstone Ave SE, Salem, OR 97306, USA",https://maps.google.com/?cid=12918581999619030339,http://www.coriaestates.com/,4.7,80,8252 Redstone Ave SE, Salem,OR,97306, USA,
Resurgent Vineyard,OPERATIONAL,ChIJ83oIuvdPolQRgB3Cnu6iFwU,(541) 938-3070,"81768 S Fork Walla Walla River Rd, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=366941040403422592,http://www.resurgentvineyard.com/,5,2,81768 S Fork Walla Walla River Rd, Milton-Freewater,OR,97862, USA,
KINHAVEN Winery & Vineyard,OPERATIONAL,ChIJ075thAlDolQRaq2G9jW141c,(509) 525-1226,"1050 Merlot Dr, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=6333104744386964842,http://www.kinhavenwinery.com/,5,41,1050 Merlot Dr, Walla Walla,WA,99362, USA,
Del Rio Vineyards,OPERATIONAL,ChIJy1jheQaBxVQRurYc9SOg9dM,(541) 855-2062,"52 N River Rd, Gold Hill, OR 97525, USA",https://maps.google.com/?cid=15273289787593504442,http://www.delriovineyards.com/,4.8,147,52 N River Rd, Gold Hill,OR,97525, USA,
Elixir Wine Group,OPERATIONAL,ChIJP4VAOyzGuFQRoRRZtu814k8,(541) 388-5330,"11 NW Lava Rd, Bend, OR 97703, USA",https://maps.google.com/?cid=5756222577405662369,http://www.elixirwinegroup.com/,4.2,37,11 NW Lava Rd, Bend,OR,97703, USA,
Dana Campbell Vineyards,OPERATIONAL,ChIJa0VN3zxzz1QR3a0yOuFXZo4,(541) 482-3798,"1320 N Mountain Ave, Ashland, OR 97520, USA",https://maps.google.com/?cid=10260985425865911773,http://www.danacampbellvineyards.com/,4.6,40,1320 N Mountain Ave, Ashland,OR,97520, USA,
NW Wine Company,OPERATIONAL,ChIJDS0FUZhIlVQR16W24FOoMMk,(503) 476-0203,"20980 NE Niederberger Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=14497272278711444951,http://nwwineco.com/,4.7,3,20980 NE Niederberger Rd, Dundee,OR,97115, USA,
Blossom Ridge Vineyard,OPERATIONAL,ChIJB2XPc1ur6lQRBdlm9vrLMt4,,"6036 Orchard Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=16011083903991732485,,,,6036 Orchard Heights Rd NW, Salem,OR,97304, USA,
Reustle-Prayer Rock Vineyards,OPERATIONAL,ChIJySZob3MbxFQRUp-3qtZHOt0,(541) 459-6060,"7612 Oak Hill Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=15941132818344025938,http://www.reustlevineyards.com/,4.5,106,7612 Oak Hill Rd, Roseburg,OR,97471, USA,
Pheasant Run Winery & Tasting,OPERATIONAL,ChIJP9uioRNmlVQRsAvb67ojf7k,(503) 678-3131,"21690 Main St NE, Aurora, OR 97002, USA",https://maps.google.com/?cid=13366441504786811824,http://pheasantrunwine.com/,4.9,57,21690 Main St NE, Aurora,OR,97002, USA,
Durant at Red Ridge Farms,OPERATIONAL,ChIJWRS9kbVGlVQRNktsfS8kMyw,(503) 864-2000,"5510 NE Breyman Orchards Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=3184929147867384630,http://durantoregon.com/,4.8,76,5510 NE Breyman Orchards Rd, Dayton,OR,97114, USA,
Holloran Vineyard Wines,OPERATIONAL,ChIJjWfFMPRxlVQRNDtWu1ntKOY,(971) 720-0632,"8795 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=16584766597442714420,http://www.holloranvineyardwines.com/,5,27,8795 NE Worden Hill Rd, Dundee,OR,97115, USA,
Ribbon Ridge Vineyard,OPERATIONAL,ChIJdyoJ3-Y_lVQRHxeL_rGS5xM,,"14775 NE North Valley Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=1434276299518187295,http://www.ribbonridge.com/,5,9,14775 NE North Valley Rd, Newberg,OR,97132, USA,
Lagana Cellars,OPERATIONAL,ChIJFT7yy0gVolQRI_AB6Xk-JjQ,(509) 876-0001,"16 N 2nd Ave, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=3757759632408440867,http://www.laganacellars.com/,5,12,16 N 2nd Ave, Walla Walla,WA,99362, USA,
Stave & Stone Winery (Winery at the Vineyard),OPERATIONAL,ChIJT8hzlUwHllQRi9bkzj6LCk0,(541) 946-3750,"3827 Fletcher Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=5551402592562894475,http://staveandstone.com/,4.5,192,3827 Fletcher Dr, Hood River,OR,97031, USA,
Dragon's Vineyard & Wine Company,OPERATIONAL,ChIJheCK_phTwFQRotxeGzlL7Tc,(541) 847-6132,"26631 Alpine Cut Off Rd, Monroe, OR 97456, USA",https://maps.google.com/?cid=4029959950210882722,http://www.dragons.wine/,4.6,22,26631 Alpine Cut Off Rd, Monroe,OR,97456, USA,
Rasa Vineyards,OPERATIONAL,ChIJQUxm43FBolQRCvxqD5EwU6U,(509) 252-0900,"4122 Powerline Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=11912918838912154634,http://rasavineyards.com/,5,22,4122 Powerline Rd, Walla Walla,WA,99362, USA,
Amavi Cellars,OPERATIONAL,ChIJz3X720BColQRhE0GWDv9LRQ,(509) 525-3541,"3796 Peppers Bridge Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=1454096686032244100,http://www.amavicellars.com/,4.7,117,3796 Peppers Bridge Rd, Walla Walla,WA,99362, USA,
Twill Cellars,OPERATIONAL,ChIJrSV5hStylVQRVsVjdMUMjrg,(503) 638-7323,"21775 SW Ribera Ln, West Linn, OR 97068, USA",https://maps.google.com/?cid=13298580791872439638,http://www.twillcellars.com/,4.9,28,21775 SW Ribera Ln, West Linn,OR,97068, USA,
Upsidedown Wine,OPERATIONAL,ChIJp3VeV5cPllQRYZuQcpsyd9o,(541) 436-3851,"311 Oak St #2181, Hood River, OR 97031, USA",https://maps.google.com/?cid=15742106665720257377,,4.9,29,311 Oak St #2181, Hood River,OR,97031, USA,
J.K. Carriere - Wine Tastings By Appointment,OPERATIONAL,ChIJyeLEWHhplVQRw5DFl7OPtwg,(503) 554-0721,"9995 NE Parrett Mountain Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=628128674549698755,https://jkcarriere.com/contact/,4.8,22,9995 NE Parrett Mountain Rd, Newberg,OR,97132, USA,
Anam Cara Cellars,OPERATIONAL,ChIJx77uGtNBlVQRKiXh1vPoalE,(503) 537-9150,"306 N Main St, Newberg, OR 97132, USA",https://maps.google.com/?cid=5866757598583268650,http://www.anamcaracellars.com/,4.9,26,306 N Main St, Newberg,OR,97132, USA,
Richwine Vineyards,OPERATIONAL,ChIJAQxfzZU3xFQRs5T84y869vA,,"15330 Old Hwy 99 S, Myrtle Creek, OR 97457, USA",https://maps.google.com/?cid=17363129390736381107,,,,15330 Old Hwy 99 S, Myrtle Creek,OR,97457, USA,
Coelho Winery,OPERATIONAL,ChIJcSAMxZFNlVQRHirVNIYg7HI,(503) 835-9305,"111 5th St, Amity, OR 97101, USA",https://maps.google.com/?cid=8281029575611591198,http://www.coelhowinery.com/,4.7,43,111 5th St, Amity,OR,97101, USA,
Coopers Hall,OPERATIONAL,ChIJ72Sg9qaglVQRd0cHSXEHguI,(503) 719-7000,"404 SE 6th Ave, Portland, OR 97214, USA",https://maps.google.com/?cid=16321616182682011511,https://www.coopershall.com/,4.7,149,404 SE 6th Ave, Portland,OR,97214, USA,
Brigadoon Wine Co,OPERATIONAL,ChIJN8t-U-qqwVQRzqB7-njzzxw,(541) 998-2600,"25167 Ferguson Rd, Junction City, OR 97448, USA",https://maps.google.com/?cid=2076145654165119182,http://www.brigadoonwineco.com/,4.5,18,25167 Ferguson Rd, Junction City,OR,97448, USA,
Rizzo Winery & Tasting Room,OPERATIONAL,ChIJaVX-dQxBlVQRCyWLrKtYfy8,(971) 295-4949,"13005 Jerusalem Hill Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=3422551736182318347,http://www.rizzowinery.com/,4.5,14,13005 Jerusalem Hill Rd NW, Salem,OR,97304, USA,
Reininger Winery,OPERATIONAL,ChIJ0_2r7k1oolQR3EUkoC5vw54,(509) 522-1994,"5858 Old Hwy 12, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=11440109724497102300,http://www.reiningerwinery.com/,4.7,70,5858 Old Hwy 12, Walla Walla,WA,99362, USA,
Willamette Valley Vineyards - Carlton Wine Corner (outdoor tasting),OPERATIONAL,ChIJ2a_52hk5lVQRXt7uNR8iYcg,,"103 E Main St, Carlton, OR 97111, USA",https://maps.google.com/?cid=14438859397770698334,,5,2,103 E Main St, Carlton,OR,97111, USA,
"Freedom Hill Vineyard, Inc.",OPERATIONAL,ChIJ8fJ9-CUdwFQRfHfqKYpLjiM,(503) 623-4128,"12777 Bursell Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=2562068294801192828,http://www.freedomhillvineyard.com/,,,12777 Bursell Rd, Dallas,OR,97338, USA,
Tyee Wine Cellars,OPERATIONAL,ChIJTVllbWZPwFQRAORMlzyMJio,(541) 241-8933,"26335 Greenberry Rd, Corvallis, OR 97333, USA",https://maps.google.com/?cid=3037269190572303360,http://www.tyeewine.com/,4.9,43,26335 Greenberry Rd, Corvallis,OR,97333, USA,
Marchesi Vineyards & Winery,OPERATIONAL,ChIJbe-ki78OllQREZ9vEzd7Row,(541) 386-1800,"3955 Belmont Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=10107901890159157009,http://www.marchesivineyards.com/,4.6,245,3955 Belmont Dr, Hood River,OR,97031, USA,
Les Collines Vineyard,OPERATIONAL,ChIJUw6m_hhBolQRU6eN4qJ4dZQ,(509) 730-7025,"4137 Hood Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=10697589130869450579,http://lescollinesvineyard.com/,5,8,4137 Hood Rd, Walla Walla,WA,99362, USA,
Valcan Cellars wine tasting room and wine shop,OPERATIONAL,ChIJJ3JjMpBBwFQRZm9Z7i2UNRA,(541) 360-3194,"341 SW 2nd St SUITE 3, Corvallis, OR 97333, USA",https://maps.google.com/?cid=1168002603365789542,http://www.valcancellars.com/,5,10,341 SW 2nd St SUITE 3, Corvallis,OR,97333, USA,
Trium Wines,OPERATIONAL,ChIJm9OpBe51z1QRRFD6xsqWxbI,(541) 625-9100,"203 E Main St, Talent, OR 97540, USA",https://maps.google.com/?cid=12881868106829025348,http://www.triumwines.com/,4.4,29,203 E Main St, Talent,OR,97540, USA,
Domaine 524 & Prophet Vineyard,OPERATIONAL,ChIJc9aFK2JTlVQRmkuBl4ATwt0,(503) 974-6524,"6049 Bethel Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=15979355870882515866,http://www.domaine524.com/,5,2,6049 Bethel Heights Rd NW, Salem,OR,97304, USA,
Aeolus Vineyards,OPERATIONAL,ChIJ6QcmI7ZVlVQREBNMEFSHWhQ,,"3935 Oak Knoll Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=1466633423782941456,,5,1,3935 Oak Knoll Rd NW, Salem,OR,97304, USA,
Hemmer Vineyards,OPERATIONAL,ChIJq_WgYeA_lVQRK4Mw62biIqw,(503) 862-8138,"13627 NE Kinney Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=12403725255392133931,https://hemmervineyards.com/,5,6,13627 NE Kinney Rd, Newberg,OR,97132, USA,
Blizzard Wines & Vineyard,OPERATIONAL,ChIJ1zXRoBARlVQRpiVR2qIODsw,(503) 334-8832,"29495 SW Burkhalter Rd, Hillsboro, OR 97123, USA",https://maps.google.com/?cid=14703705926021490086,https://blizzardwines.com/,4.9,112,29495 SW Burkhalter Rd, Hillsboro,OR,97123, USA,
Cristom Vineyards,OPERATIONAL,ChIJc_63w2NUlVQRRLZSucY1fN8,(503) 375-3068,"6905 Spring Valley Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=16103805495199053380,http://www.cristomvineyards.com/,4.6,80,6905 Spring Valley Rd NW, Salem,OR,97304, USA,
Sineann Winery,OPERATIONAL,ChIJORn4Td0eVUARiROwdEXJlPw,(503) 341-2698,"8400 Champoeg Rd NE, St Paul, OR 97137, USA",https://maps.google.com/?cid=18200393294258639753,http://www.sineann.com/,5,22,8400 Champoeg Rd NE, St Paul,OR,97137, USA,
Hiyu Wine Farm,OPERATIONAL,ChIJVfoLb8wIllQRXNRmQF_Xdt0,,"3890 Acree Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=15958179133736277084,http://www.hiyuwinefarm.com/,4.3,54,3890 Acree Dr, Hood River,OR,97031, USA,
Wetherell Vineyards,OPERATIONAL,ChIJAwLT4cEbxFQRQrvlXDxgPQg,,"577 Mode Rd, Umpqua, OR 97486, USA",https://maps.google.com/?cid=593736538255637314,,,,577 Mode Rd, Umpqua,OR,97486, USA,
Terra Vina Wines Vineyard,OPERATIONAL,ChIJObZutQtplVQRc95atPynNYE,(503) 925-0712,"33750 SW Ladd Hill Rd, Wilsonville, OR 97070, USA",https://maps.google.com/?cid=9310532508457819763,http://www.terravinawines.com/,4.9,16,33750 SW Ladd Hill Rd, Wilsonville,OR,97070, USA,
Delfino Fine Wines,OPERATIONAL,ChIJw86okx9twFQRSp83utHpxZM,(541) 981-2663,"3111 Santiam Hwy SE g, Albany, OR 97322, USA",https://maps.google.com/?cid=10648173980969049930,http://www.delfinofinewines.com/,5,2,3111 Santiam Hwy SE g, Albany,OR,97322, USA,
Lodmell Cellars,OPERATIONAL,ChIJ4ZSprkEVolQRF385x5xV5SE,(509) 525-1285,"6 W Rose St Suite #104, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=2442452504764055319,http://lodmellcellars.com/,3.5,8,6 W Rose St Suite #104, Walla Walla,WA,99362, USA,
JM Cellars,OPERATIONAL,ChIJj2y5FLcNkFQRHF8nhXBOlbg,(425) 485-6508,"14404 137th Pl NE, Woodinville, WA 98072, USA",https://maps.google.com/?cid=13300623319685881628,http://jmcellars.com/,4.6,150,14404 137th Pl NE, Woodinville,WA,98072, USA,
August Cellars,OPERATIONAL,ChIJdwZiaalrlVQR_3yijyeh2g4,(503) 554-6766,"14000 NE Quarry Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=1070345052739501311,http://www.augustcellars.com/,4.4,29,14000 NE Quarry Rd, Newberg,OR,97132, USA,
Deux Soldats (Two Soldiers) Estate Vineyard,OPERATIONAL,ChIJT4JRox9DolQRk5QIUB_0lS8,(509) 956-9939,"1180 Whiteley Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=3428915106636403859,https://deuxsoldats.com/about-us/,5,3,1180 Whiteley Rd, Walla Walla,WA,99362, USA,
Alexeli Vineyard + Winery,OPERATIONAL,ChIJMwDcQ-jfv1QRUAbyyBR29p0,(503) 829-6677,"35803 S, OR-213, Molalla, OR 97038, USA",https://maps.google.com/?cid=11382414939868235344,http://www.alexeli.com/,4.3,8, OR-213, Molalla,OR,97038, USA,
Demi Anni Vineyards,OPERATIONAL,ChIJ18LXgwARllQRCm50jM-wEfs,(509) 493-2702,"139 Cooke Rd, White Salmon, WA 98672, USA",https://maps.google.com/?cid=18091435583585152522,,,,139 Cooke Rd, White Salmon,WA,98672, USA,
àMAURICE Vineyard and Tasting Room,OPERATIONAL,ChIJIbAzGyY-olQRlnNp1PpPETo,(509) 522-5444,"178 Vineyard Ln, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=4184213467528000406,http://www.amaurice.com/,4.8,8,178 Vineyard Ln, Walla Walla,WA,99362, USA,
Antica Terra Winery,OPERATIONAL,ChIJ2cuinAQKlVQR4C_MDx0vag4,(503) 244-1748,"979 SW Alder St, Dundee, OR 97115, USA",https://maps.google.com/?cid=1038694465927917536,https://www.anticaterra.com/,4.9,30,979 SW Alder St, Dundee,OR,97115, USA,
Civic Winery & Wines,OPERATIONAL,ChIJf25XQ8sfwVQRiOdAGOfk7B4,(541) 636-2990,"50 E 11th Ave, Eugene, OR 97401, USA",https://maps.google.com/?cid=2228407596837037960,http://www.civicwinery.com/,4.7,55,50 E 11th Ave, Eugene,OR,97401, USA,
Devona,OPERATIONAL,ChIJUwmbTltrolQR-8kMGCvVUBk,(509) 540-1884,"700 C St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=1824192230148852219,http://www.devona.net/,5,6,700 C St, Walla Walla,WA,99362, USA,
Cabernet Creek Farms,OPERATIONAL,ChIJg1qHph__lVQRso6rCqW2DzQ,(541) 308-6220,"4730 London Dr, Mt Hood, OR 97041, USA",https://maps.google.com/?cid=3751417834587786930,http://www.cabernetcreek.com/,5,2,4730 London Dr, Mt Hood,OR,97041, USA,
Forest Edge Vineyard,OPERATIONAL,ChIJkZ4H56B7lVQRWnI4xMr8RWU,(503) 632-9463,"15640 S Spangler Rd, Oregon City, OR 97045, USA",https://maps.google.com/?cid=7297516719029383770,http://forestedgevineyard.com/,4.6,14,15640 S Spangler Rd, Oregon City,OR,97045, USA,
Apolloni Vineyards,OPERATIONAL,ChIJFZqCFhfilFQR3HKCLuKSDt0,(503) 359-3606,"14135 NW Timmerman Rd, Forest Grove, OR 97116, USA",https://maps.google.com/?cid=15928830432196588252,http://apolloni.com/,4.8,104,14135 NW Timmerman Rd, Forest Grove,OR,97116, USA,
