business_status,formatted_phone_number,name,place_id,rating,user_ratings_total,formatted_address,website,street_address_1,street_address_2,city,province,zipcode,country_code,url,location_name
OPERATIONAL,(503) 714-2030,Archery Summit,ChIJV1ZPvUtBlVQRu6PnF0iWLnc,4.6,94.0,"18599 NE Archery Summit Rd, Dayton, OR 97114, USA",https://www.archerysummit.com/,18599 NE Archery Summit Rd,NULL, Dayton,OR,97114, USA,https://maps.google.com/?cid=8587966775824982971,NULL
OPERATIONAL,(503) 873-9800,Vitis Ridge,ChIJ9eRassTjv1QRBM49eT3Jr5Y,5.0,40.0,"6685 Meridian Rd NE, Silverton, OR 97381, USA",http://www.vitisridge.com/,6685 Meridian Rd NE,NULL, Silverton,OR,97381, USA,https://maps.google.com/?cid=10858118492477836804,NULL
OPERATIONAL,(503) 434-9766,Advanced Vineyard Systems Inc,ChIJlTazwd1IlVQRwTyolVvBOBw,4.5,4.0,"4651 NE Riverside Dr, McMinnville, OR 97128, USA",http://advancedvineyards.com/,4651 NE Riverside Dr,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=2033587830854794433,NULL
OPERATIONAL,NULL,"Blue Heron Vineyards, LLC",ChIJgdjxjCEjxFQR9qCx7V8hYfY,5.0,1.0,"3440 Garden Valley Rd, Roseburg, OR 97471, USA",http://www.bhvin.com/,3440 Garden Valley Rd,NULL, Roseburg,OR,97471, USA,https://maps.google.com/?cid=17753507901964656886,NULL
OPERATIONAL,(503) 864-8777,Remy Wines Tasting Room,ChIJY8_oWaRGlVQRD_kczBzbt-8,4.6,83.0,"17495 NE McDougall Rd, Dayton, OR 97114, USA",https://remywines.com/,17495 NE McDougall Rd,NULL, Dayton,OR,97114, USA,https://maps.google.com/?cid=17273515812532844815,NULL
OPERATIONAL,(509) 526-7896,Isenhower Cellars,ChIJqXPayyZColQRvhXcUAe5f34,4.9,36.0,"3471 Pranger Rd, Walla Walla, WA 99362, USA",http://www.isenhowercellars.com/,3471 Pranger Rd,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=9115207611893683646,NULL
OPERATIONAL,(503) 852-3084,Troon Vineyard,ChIJeeQKRWI4lVQRAbyV6ExOZkE,4.6,41.0,"620 NE 3rd St, McMinnville, OR 97128, USA",http://www.troonvineyard.com/,620 NE 3rd St,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=4712540152316410881,NULL
OPERATIONAL,(360) 281-8376,Monet Vineyards,ChIJgwb8UuC2lVQR63Fgh0FQPq4,4.9,9.0,"14698 NE 212th Ave, Brush Prairie, WA 98606, USA",http://www.monetvineyards.com/,14698 NE 212th Ave,NULL, Brush Prairie,WA,98606, USA,https://maps.google.com/?cid=12555561053529862635,NULL
OPERATIONAL,(503) 838-6013,Airlie Winery,ChIJ_f2JY4gXwFQRio0vxK8goBM,5.0,78.0,"15305 Dunn Forest Rd, Monmouth, OR 97361, USA",http://www.airliewinery.com/,15305 Dunn Forest Rd,NULL, Monmouth,OR,97361, USA,https://maps.google.com/?cid=1414166222277152138,NULL
OPERATIONAL,(503) 357-5005,Tualatin Estate Vineyard,ChIJk7IwOZUdlVQRNfp1VBTEvjY,4.8,105.0,"7703, 10850 NW Seavey Rd, Forest Grove, OR 97116, USA",https://www.wvv.com/Tualatin,7703 10850 NW Seavey Rd,NULL, Forest Grove,OR,97116, USA,https://maps.google.com/?cid=3944805915218541109,NULL
OPERATIONAL,(503) 852-9500,Belle Pente Vineyard & Winery,ChIJdZU7Gbo4lVQRcu2QYopE_Z0,4.4,20.0,"12470 NE Rowland Rd, Carlton, OR 97111, USA",http://www.bellepente.com/,12470 NE Rowland Rd,NULL, Carlton,OR,97111, USA,https://maps.google.com/?cid=11384330794212322674,NULL
OPERATIONAL,(503) 628-0337,Freja Cellars,ChIJVzxTuDQUlVQREoMakvWZRbU,5.0,2.0,"16691 SW McFee Pl, Hillsboro, OR 97123, USA",http://www.frejacellars.com/,16691 SW McFee Pl,NULL, Hillsboro,OR,97123, USA,https://maps.google.com/?cid=13062015574255239954,NULL
OPERATIONAL,(541) 414-8448,Schultz Wines,ChIJdW4z1FCGz1QRpEgO5GsmqE8,5.0,13.0,"755 Slagle Creek Rd, Grants Pass, OR 97527, USA",http://www.schultzwines.com/,755 Slagle Creek Rd,NULL, Grants Pass,OR,97527, USA,https://maps.google.com/?cid=5739879969913194660,NULL
OPERATIONAL,(503) 454-0208,Tumwater Vineyard,ChIJCYfyC79xlVQRabdCd9q13Is,4.7,85.0,"375 SW Barrel House Wy, West Linn, OR 97068, USA",http://tumwatervineyard.com/,375 SW Barrel House Wy,NULL, West Linn,OR,97068, USA,https://maps.google.com/?cid=10078130016056686441,NULL
OPERATIONAL,(503) 550-8461,Anacréon Winery,ChIJg_dRP8A_lVQROheNluzN7_c,5.0,3.0,"17571 NE Calkins Ln, Newberg, OR 97132, USA",http://www.anacreonwinery.com/,17571 NE Calkins Ln,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=17865724662823851834,NULL
OPERATIONAL,(541) 482-3798,Dana Campbell Vineyards,ChIJa0VN3zxzz1QR3a0yOuFXZo4,4.6,40.0,"1320 N Mountain Ave, Ashland, OR 97520, USA",http://www.danacampbellvineyards.com/,1320 N Mountain Ave,NULL, Ashland,OR,97520, USA,https://maps.google.com/?cid=10260985425865911773,NULL
OPERATIONAL,(503) 538-9898,Trisaetum Winery,ChIJb41YSLE_lVQRF1Z6xdX1EUA,4.7,82.0,"18401 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",https://www.trisaetum.com/,18401 NE Ribbon Ridge Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=4616741391521437207,NULL
OPERATIONAL,NULL,Resplendor Vineyards,ChIJmxRXl-o9lVQRifUzxYSguOk,NULL,NULL,"3500 NW Bridge Farmer Rd, Gaston, OR 97119, USA",http://www.resplendorvineyards.com/,3500 NW Bridge Farmer Rd,NULL, Gaston,OR,97119, USA,https://maps.google.com/?cid=16841387298656613769,NULL
OPERATIONAL,(541) 255-0207,J. Scott Cellars,ChIJmTGBLT4fwVQRAQKcK3r8iko,4.7,46.0,"207 E 5th Ave Ste 105, Eugene, OR 97401, USA",http://jscottcellars.com/,207 E 5th Ave Ste 105,NULL, Eugene,OR,97401, USA,https://maps.google.com/?cid=5371383107240591873,NULL
OPERATIONAL,NULL,Caceu Vineyards,ChIJxdQmbvKn6lQRrXXrgGZzmPA,NULL,NULL,"Fruit Farm Rd, Independence, OR 97351, USA",NULL,Fruit Farm Rd,NULL, Independence,OR,97351, USA,https://maps.google.com/?cid=17336733649649497517,NULL
OPERATIONAL,(541) 929-3519,Lumos Wine Co.,ChIJhfpqHHY5wFQRbjZipl371Hk,4.7,50.0,"24000 Cardwell Hill Dr, Philomath, OR 97370, USA",http://www.lumoswine.com/,24000 Cardwell Hill Dr,NULL, Philomath,OR,97370, USA,https://maps.google.com/?cid=8778917953293923950,NULL
OPERATIONAL,(425) 892-2153,Panther Creek Cellars,ChIJ6_DGuoINkFQRtrE6yyX_Nac,4.9,8.0,"14455 Redmond - Woodinville Rd NE Suite B, Woodinville, WA 98072, USA",http://www.panthercreekcellars.com/,14455 Redmond - Woodinville Rd NE Suite B,NULL, Woodinville,WA,98072, USA,https://maps.google.com/?cid=12048816915888124342,NULL
OPERATIONAL,(541) 241-8933,Tyee Wine Cellars,ChIJTVllbWZPwFQRAORMlzyMJio,4.9,43.0,"26335 Greenberry Rd, Corvallis, OR 97333, USA",http://www.tyeewine.com/,26335 Greenberry Rd,NULL, Corvallis,OR,97333, USA,https://maps.google.com/?cid=3037269190572303360,NULL
OPERATIONAL,(510) 421-2279,Ardiri Winery and Vineyards,ChIJh7ZyX2UXlVQRhdkMv3f_Hws,5.0,8.0,"35040 SW Unger Rd, Cornelius, OR 97113, USA",http://ardiriwine.com/,35040 SW Unger Rd,NULL, Cornelius,OR,97113, USA,https://maps.google.com/?cid=801640148466719109,NULL
OPERATIONAL,(425) 949-5088,Castillo de Feliciana Vineyard & Winery,ChIJafwAAksMkFQRytLZTHt0jxE,4.4,69.0,"15114 148th Ave NE, Woodinville, WA 98072, USA",http://castillodefeliciana.com/visit-us/woodinville-tasting-room,15114 148th Ave NE,NULL, Woodinville,WA,98072, USA,https://maps.google.com/?cid=1265358093233541834,Woodinville Tasting Room
OPERATIONAL,(360) 875-8186,WooHoo winery,ChIJH1ufPqu3k1QRh4ejggtTHKw,4.9,15.0,"45 Old Bullard Rd, Raymond, WA 98577, USA",https://woohoowinery.com/,45 Old Bullard Rd,NULL, Raymond,WA,98577, USA,https://maps.google.com/?cid=12401878782773004167,NULL
OPERATIONAL,(503) 507-8063,iOTA Cellars,ChIJM9WzW_5RlVQR0QHf2upSVIQ,4.8,5.0,"7895 SE Amity Rd, Amity, OR 97101, USA",http://www.iotacellars.com,7895 SE Amity Rd,NULL, Amity,OR,97101, USA,https://maps.google.com/?cid=9535337479698055633,NULL
OPERATIONAL,NULL,Roserock Vineyard,ChIJq9Y035FVlVQR81UXjoNq3bw,NULL,NULL,"4350 Gibson Rd NW, Salem, OR 97304, USA",NULL,4350 Gibson Rd NW,NULL, Salem,OR,97304, USA,https://maps.google.com/?cid=13609150762240660979,NULL
OPERATIONAL,(503) 852-7010,Ken Wright Cellars,ChIJ521j82I4lVQRx4Y58ybqFak,4.6,151.0,"120 N Pine St, Carlton, OR 97111, USA",http://www.kenwrightcellars.com/,120 N Pine St,NULL, Carlton,OR,97111, USA,https://maps.google.com/?cid=12183901819931035335,NULL
OPERATIONAL,(541) 942-1364,Saginaw Vineyard,ChIJRT13WfUvwVQRJ4Sfbq24iQs,4.7,103.0,"80247 Delight Valley School Rd, Saginaw, OR 97424, USA",http://www.saginawvineyard.com/,80247 Delight Valley School Rd,NULL, Saginaw,OR,97424, USA,https://maps.google.com/?cid=831398661251367975,NULL
OPERATIONAL,(971) 238-6260,Chronos Games and Gifts,ChIJhc8Kx78PlVQRYGIpoCvAKUY,4.4,81.0,"13227 SW Canyon Rd Ste A, Beaverton, OR 97005, USA",https://www.facebook.com/ChronosGG,13227 SW Canyon Rd Ste A,NULL, Beaverton,OR,97005, USA,https://maps.google.com/?cid=5055783350303285856,NULL
OPERATIONAL,(503) 864-2282,Sokol Blosser Winery,ChIJffprYLJGlVQR2EpHc4SuicA,4.5,229.0,"5000 NE Sokol Blosser Ln, Dayton, OR 97114, USA",http://sokolblosser.com/,5000 NE Sokol Blosser Ln,NULL, Dayton,OR,97114, USA,https://maps.google.com/?cid=13873812010984491736,NULL
OPERATIONAL,(541) 679-7252,Lachini Winery & Tasting Bar,ChIJjY_fnzJBxFQRsXCsLBepZ2Y,4.9,45.0,"895 Reston Rd, Roseburg, OR 97471, USA",http://www.girardetwine.com/,895 Reston Rd,NULL, Roseburg,OR,97471, USA,https://maps.google.com/?cid=7379052431468687537,NULL
OPERATIONAL,(541) 552-4900,Belle Fiore Winery,ChIJUWLQ1RsNz1QROb7nZHnQf6E,4.5,170.0,"100 Belle Fiore Ln, Ashland, OR 97520, USA",http://www.bellefiorewine.com/,100 Belle Fiore Ln,NULL, Ashland,OR,97520, USA,https://maps.google.com/?cid=11637249181951180345,NULL
OPERATIONAL,(503) 581-4286,Bryn Mawr Vineyards,ChIJu1Dq351UlVQRtlivmyGUTio,4.8,101.0,"Call to book reservations, 5935 Bethel Heights Rd NW, Salem, OR 97304, USA",http://www.brynmawrvineyards.com/, 5935 Bethel Heights Rd NW,NULL, Salem,OR,97304, USA,https://maps.google.com/?cid=3048536869843196086,NULL
OPERATIONAL,(509) 876-0200,The Walls Vineyards,ChIJ4WlwqmlqolQRkTya0vWcIJo,4.8,44.0,"1015 W Pine St, Walla Walla, WA 99362, USA",http://www.thewallswines.com/,1015 W Pine St,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=11106049260709887121,NULL
OPERATIONAL,(503) 687-2600,Domaine Roy & fils,ChIJYRcWWxpBlVQR--h_JRvzM68,4.7,90.0,"8351 NE Worden Hill Rd, Dundee, OR 97115, USA",http://www.domaineroy.com/,8351 NE Worden Hill Rd,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=12624701478368438523,NULL
OPERATIONAL,(503) 505-4359,Hawkins Cellars WA,ChIJ96FgVUcMllQRfcS4ZgR5N5A,4.7,46.0,"10401 Cook-Underwood Rd, Underwood, WA 98651, USA",https://hawkinscellars.com/wine-tasting-room-underwood-washington/,10401 Cook-Underwood Rd,NULL, Underwood,WA,98651, USA,https://maps.google.com/?cid=10391907724990923901,NULL
OPERATIONAL,(503) 678-2144,Champoeg Wine Cellars Inc,ChIJB4dal0VolVQRqskDqQtwO0A,NULL,NULL,"10375 Champoeg Rd NE, Aurora, OR 97002, USA",http://www.champoegwine.com/,10375 Champoeg Rd NE,NULL, Aurora,OR,97002, USA,https://maps.google.com/?cid=4628416237435865514,NULL
OPERATIONAL,(503) 472-2493,Ransom Wine Co. & Distillery Tasting Room,ChIJs-4c3txIlVQR6UVxrpn_h7U,4.9,14.0,"23145 OR-99W, Dundee, OR 97115, USA",http://www.ransomspirits.com/,23145 OR-99W,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=13080704678242633193,NULL
OPERATIONAL,(503) 235-5053,Teutonic Wine Company,ChIJg7jDEtGglVQRwq0Z4EaYDfM,4.6,93.0,"3303 SE 20th Ave, Portland, OR 97202, USA",https://teutonicwines.com/,3303 SE 20th Ave,NULL, Portland,OR,97202, USA,https://maps.google.com/?cid=17513821956088638914,NULL
OPERATIONAL,(503) 925-0972,Carabella Vineyard,ChIJc3PSh2tplVQRX3_KQoQRoOQ,4.5,2.0,"16707 SW Edminston Rd, Wilsonville, OR 97070, USA",http://www.carabellawine.com/,16707 SW Edminston Rd,NULL, Wilsonville,OR,97070, USA,https://maps.google.com/?cid=16474186696675196767,NULL
OPERATIONAL,NULL,Borgo Pass Vineyards,ChIJcS828idTwFQRsPkU2KLl1kQ,5.0,1.0,"23964 Hawley Creek Rd, Monroe, OR 97456, USA",http://www.borgowines.com/,23964 Hawley Creek Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=4960404527167895984,NULL
NULL,NULL,128 S Pine St #47,EikxMjggUyBQaW5lIFN0ICM0NywgQ2FybHRvbiwgT1IgOTcxMTEsIFVTQSIeGhwKFgoUChIJq-yE6GI4lVQRj1cfXmtzIHgSAjQ3,NULL,NULL,"128 S Pine St #47, Carlton, OR 97111, USA",NULL,128 S Pine St #47,NULL, Carlton,OR,97111, USA,"https://maps.google.com/?q=128+S+Pine+St+%2347,+Carlton,+OR+97111,+USA&ftid=0x54953862e884ecab:0x97c8c5d663870ba8",NULL
OPERATIONAL,(509) 522-7808,FIGGINS Winery,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,4.7,21.0,"2900 Melrose St, Walla Walla, WA 99362, USA",http://www.figginswine.com/,2900 Melrose St,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=7013634801359866049,NULL
OPERATIONAL,(971) 235-2364,Nemarniki Vineyard & Winery,ChIJ37RsjNhrlVQRJc7DbLHhIIE,5.0,16.0,"21425 SW Aebischer Rd, Sherwood, OR 97140, USA",https://www.nemarnikivineyard.com/,21425 SW Aebischer Rd,NULL, Sherwood,OR,97140, USA,https://maps.google.com/?cid=9304684982297677349,NULL
OPERATIONAL,(541) 844-8130,Walnut Ridge Vineyard,ChIJmz8wPp6qwVQRibeXpi_EitI,4.9,30.0,"94739 Turnbow Ln, Junction City, OR 97448, USA",https://walnutridgevineyard.com/,94739 Turnbow Ln,NULL, Junction City,OR,97448, USA,https://maps.google.com/?cid=15171154003688404873,NULL
OPERATIONAL,(503) 843-3100,Yamhill Valley Vineyards,ChIJg_P1G49MlVQRGBGVd5SC3f4,4.5,59.0,"16250 SW Oldsville Rd, McMinnville, OR 97128, USA",http://yamhill.com/,16250 SW Oldsville Rd,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=18364978429659779352,NULL
OPERATIONAL,(541) 386-3700 ext. 0,Evoke Winery,ChIJAUHFvzLGuFQRqIyCskVir5c,4.4,190.0,"330 SW Powerhouse Dr #110, Bend, OR 97702, USA",http://www.evokewinery.com/,330 SW Powerhouse Dr #110,NULL, Bend,OR,97702, USA,https://maps.google.com/?cid=10930062872138648744,NULL
OPERATIONAL,(541) 386-2882,Cathedral Ridge Winery,ChIJp6xxvqIOllQRNiNg9-9Uef4,4.6,182.0,"4200 Post Canyon Dr, Hood River, OR 97031, USA",http://www.cathedralridgewinery.com/,4200 Post Canyon Dr,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=18336780747439874870,NULL
OPERATIONAL,(503) 758-0557,Ferraro Cellar,ChIJacXdhnhqlVQRD-zWufBoiMY,NULL,NULL,"8400 Champoeg Rd NE, St Paul, OR 97137, USA",http://ferrarocellar.com/,8400 Champoeg Rd NE,NULL, St Paul,OR,97137, USA,https://maps.google.com/?cid=14305799599461690383,NULL
OPERATIONAL,(844) 387-4676,Furioso Vineyards,ChIJI3nWyRtBlVQRejdAaE7YTTY,4.7,124.0,"8415 NE Worden Hill Rd, Dundee, OR 97115, USA",http://furiosovineyards.com/,8415 NE Worden Hill Rd,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=3913021482522916730,NULL
OPERATIONAL,(509) 888-7225,WooHoo Winery Tasting Room,ChIJBbUlpIxNmlQRe91hXA3gWGU,4.4,57.0,"725 Front St, Leavenworth, WA 98826, USA",http://www.woohoowinery.com/,725 Front St,NULL, Leavenworth,WA,98826, USA,https://maps.google.com/?cid=7302833143770373499,NULL
OPERATIONAL,(541) 929-3053,Harris Bridge Vineyard LLC,ChIJ99SRtt45wFQR89Yvx_w1T-c,4.8,22.0,"22937 Harris Rd, Philomath, OR 97370, USA",http://www.harrisbridgevineyard.com/,22937 Harris Rd,NULL, Philomath,OR,97370, USA,https://maps.google.com/?cid=16667600105711326963,NULL
OPERATIONAL,(503) 902-6553,La Dolce Vita Vineyards,ChIJbUpk2zEZlVQRIubeW2siYTg,5.0,1.0,"The Old 47 Estate, 6505 SW Old Highway 47, Gaston, OR 97119, USA",http://www.ladolcevitavineyards.com/,The Old 47 Estate 6505 SW Old Highway 47,NULL, Gaston,OR,97119, USA,https://maps.google.com/?cid=4062566183363077666,NULL
OPERATIONAL,(541) 436-4215,Cascade Cliffs Winery & Tasting Room,ChIJB_EXK28OllQRM1bD3Njjbm8,4.8,64.0,"211 Oak St, Hood River, OR 97031, USA",http://cascadecliffs.com/,211 Oak St,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=8029605706204403251,NULL
OPERATIONAL,(503) 852-6100,Andrew Rich Wines,ChIJp0qWGmA4lVQR8xe5ZWoyLIY,5.0,1.0,"801 N Scott St, Carlton, OR 97111, USA",http://andrewrichwines.com/,801 N Scott St,NULL, Carlton,OR,97111, USA,https://maps.google.com/?cid=9668157932612163571,NULL
OPERATIONAL,NULL,Poco Vineyards,ChIJXbUdl_FRlVQR9MS7QlEs6Io,5.0,1.0,"20465 SE Poco Ln, Amity, OR 97101, USA",https://pocovineyards.business.site/,20465 SE Poco Ln,NULL, Amity,OR,97101, USA,https://maps.google.com/?cid=10009298899354502388,NULL
OPERATIONAL,(503) 538-0197,Rain Dance Vineyards,ChIJt8yOhMBqlVQRwn-y6wH7UoY,4.6,23.0,"3004 NE Zimri Dr, Newberg, OR 97132, USA",https://www.raindancevineyards.com/,3004 NE Zimri Dr,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=9679074534840500162,NULL
OPERATIONAL,(541) 685-5189,King Estate Winery,ChIJ545Wtpk9wVQRV0rwGv3yknM,4.4,249.0,"80854 Territorial Hwy, Eugene, OR 97405, USA",https://kingestate.com/,80854 Territorial Hwy,NULL, Eugene,OR,97405, USA,https://maps.google.com/?cid=8327985829854071383,NULL
OPERATIONAL,(541) 583-0572,Olsen Run Winery,ChIJ-zfS-Kb3wFQR76Ls6oSY6YQ,4.8,145.0,"32900 Diamond Hill Rd, Harrisburg, OR 97446, USA",https://olsenrun.com/,32900 Diamond Hill Rd,NULL, Harrisburg,OR,97446, USA,https://maps.google.com/?cid=9577353779224552175,NULL
OPERATIONAL,(503) 864-4553,Lachini Winery & Tasting Bar,ChIJfVYcM25tlVQRU1yfpiZBh1c,3.3,3.0,"19930 SW 112th Ave, Tualatin, OR 97062, USA",https://www.lachinivineyards.com/,19930 SW 112th Ave,NULL, Tualatin,OR,97062, USA,https://maps.google.com/?cid=6307081437415693395,"Tualatin, OR"
OPERATIONAL,(509) 876-2959,Bergevin Lane Vineyards,ChIJ0aggqXNqolQRK1KnF6q0JYs,4.8,16.0,"70 N Colville St #106, Walla Walla, WA 99362, USA",http://www.bergevinlane.com/,70 N Colville St #106,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=10026618788044558891,NULL
OPERATIONAL,(503) 623-7867,Cherry Hill Winery,ChIJpxtVdAKr6lQRnFmXb1odLsQ,4.3,10.0,"7867 Crowley Rd, Rickreall, OR 97371, USA",http://www.cherryhillwinery.com/,7867 Crowley Rd,NULL, Rickreall,OR,97371, USA,https://maps.google.com/?cid=14136268554619017628,NULL
OPERATIONAL,(541) 342-2600,Eugene Wine Cellars,ChIJby_TTXMewVQRNIedpeSiiTk,5.0,15.0,"255 Madison St, Eugene, OR 97402, USA",https://www.eugenewinecellars.com/,255 Madison St,NULL, Eugene,OR,97402, USA,https://maps.google.com/?cid=4146024034886059828,NULL
OPERATIONAL,(503) 208-2061,Southeast Wine Collective,ChIJB8L0l4iglVQRGrl1x0tF_Jg,4.6,99.0,"201 SE 3rd Ave, Portland, OR 97214, USA",http://ouilikefoodandwine.com/,201 SE 3rd Ave,NULL, Portland,OR,97214, USA,https://maps.google.com/?cid=11023762179667376410,NULL
OPERATIONAL,(541) 998-3435,Gelardi Vineyard,ChIJRaUc1aEBwVQRGzCPNe96EIc,NULL,NULL,"92945 Kinser Ln, Cheshire, OR 97419, USA",NULL,92945 Kinser Ln,NULL, Cheshire,OR,97419, USA,https://maps.google.com/?cid=9732413962561990683,NULL
OPERATIONAL,(503) 803-9180,Monte Ferro Winery,ChIJA30F9UJzlVQR7ZSgwmdaPdA,5.0,12.0,"2240 Prestwick Rd, Lake Oswego, OR 97034, USA",http://winesbymonteferro.com/,2240 Prestwick Rd,NULL, Lake Oswego,OR,97034, USA,https://maps.google.com/?cid=15005248935161795821,NULL
OPERATIONAL,(509) 529-0461,Balboa Winery,ChIJ43Puwk1ColQR74SiPklMvqU,4.3,59.0,"4169 Peppers Bridge Rd, Walla Walla, WA 99362, USA",http://www.balboawinery.com/,4169 Peppers Bridge Rd,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=11943067139300295919,NULL
OPERATIONAL,(503) 829-6677,Alexeli Vineyard + Winery,ChIJMwDcQ-jfv1QRUAbyyBR29p0,4.3,8.0,"35803 S, OR-213, Molalla, OR 97038, USA",http://www.alexeli.com/,35803 S OR-213,NULL, Molalla,OR,97038, USA,https://maps.google.com/?cid=11382414939868235344,NULL
OPERATIONAL,(503) 822-5116,Bravuro Cellars,ChIJbwjNS9FBlVQRMZj7tyI60UY,5.0,55.0,"108 S College St, Newberg, OR 97132, USA",https://www.bravurocellars.com/,108 S College St,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=5102923773577500721,NULL
OPERATIONAL,(971) 229-1445,"Helioterra Winery, Urban Winery, Tasting Room, and Wine Bar",ChIJc-Akvi8LlVQRXoF7-VCQJGs,4.6,10.0,"2025 SE 7th Ave, Portland, OR 97214, USA",http://helioterrawines.com/,2025 SE 7th Ave,NULL, Portland,OR,97214, USA,https://maps.google.com/?cid=7720454338677277022,NULL
OPERATIONAL,(503) 389-0619,Abbey Creek: The Crick PDX,ChIJezhLIvEJlVQRtoiozKCPkW8,5.0,16.0,"912 SW Morrison St, Portland, OR 97205, USA",http://www.abbeycreekvineyard.com/,912 SW Morrison St,NULL, Portland,OR,97205, USA,https://maps.google.com/?cid=8039364730624182454,NULL
OPERATIONAL,(503) 437-6071,Coleman Vineyard,ChIJi6-To2qz6lQRJcTvgR1aSys,5.0,28.0,"22734 SW Latham Rd, McMinnville, OR 97128, USA",http://colemanwine.com/,22734 SW Latham Rd,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=3119686249664726053,NULL
OPERATIONAL,(503) 538-2900,Et Fille Wines,ChIJdwZiaalrlVQRNU5wOfFmNsU,5.0,18.0,"718 E 1st St, Newberg, OR 97132, USA",https://www.etfillewines.com/,718 E 1st St,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=14210658860450991669,NULL
OPERATIONAL,(503) 805-2154,Ayoub Wines,ChIJrUrHOAJBlVQRpVQFxJCE6gA,4.9,26.0,"9650 NE Keyes Ln, Dundee, OR 97115, USA",http://ayoubwines.com/,9650 NE Keyes Ln,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=66010901849134245,NULL
OPERATIONAL,(509) 525-1226,KINHAVEN Winery & Vineyard,ChIJ075thAlDolQRaq2G9jW141c,5.0,41.0,"1050 Merlot Dr, Walla Walla, WA 99362, USA",http://www.kinhavenwinery.com/,1050 Merlot Dr,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=6333104744386964842,NULL
OPERATIONAL,(503) 852-7050,Laurel Ridge,ChIJg2-CumA_lVQRbMpuHzSChRA,4.6,107.0,"13301 NE Kuehne Rd, Carlton, OR 97111, USA",http://www.laurelridgewinery.com/,13301 NE Kuehne Rd,NULL, Carlton,OR,97111, USA,https://maps.google.com/?cid=1190500836886628972,NULL
OPERATIONAL,(541) 482-5700,Grizzly Peak Winery,ChIJ1ei999hyz1QRXmFqtR6TDYw,4.8,49.0,"1600 E Nevada St, Ashland, OR 97520, USA",https://grizzlypeakwinery.com/,1600 E Nevada St,NULL, Ashland,OR,97520, USA,https://maps.google.com/?cid=10091884100109099358,NULL
OPERATIONAL,(541) 743-1885,Triple Oak Wine Vault,ChIJS0gyItKnxlQRvbp71fZyR8g,4.8,13.0,"137 Locust St, Oakland, OR 97462, USA",http://tripleoakwinevault.com/,137 Locust St,NULL, Oakland,OR,97462, USA,https://maps.google.com/?cid=14431629935401220797,NULL
OPERATIONAL,NULL,Carson Phillips Vineyards,ChIJp3JTBYtAlVQRWNjBaSgUZGo,5.0,1.0,"18840 NE Williamson Rd, Newberg, OR 97132, USA",http://carsonphillips.com/,18840 NE Williamson Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=7666274629496985688,NULL
OPERATIONAL,(503) 538-7625,ROCO Winery,ChIJ09XGBkBAlVQRF5HO7CAhfMg,4.7,50.0,"13260 NE Red Hills Rd, Newberg, OR 97132, USA",http://rocowinery.com/,13260 NE Red Hills Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=14446458129993339159,NULL
OPERATIONAL,NULL,Ribbon Ridge Vineyard,ChIJdyoJ3-Y_lVQRHxeL_rGS5xM,5.0,9.0,"14775 NE North Valley Rd, Newberg, OR 97132, USA",http://www.ribbonridge.com/,14775 NE North Valley Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=1434276299518187295,NULL
OPERATIONAL,(541) 424-2478,Bluebird Hill Cellars,ChIJN__uU6pTwFQRlm9_Gndu4Us,4.9,26.0,"25059 Larson Rd, Monroe, OR 97456, USA",http://www.bluebirdhillcellars.wine/,25059 Larson Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=5467772880429215638,NULL
OPERATIONAL,(503) 537-9977,Cathedral Ridge Winery,ChIJb01yiQtBlVQR9rgEJuRwW3M,4.7,80.0,"974 OR-99W, Dundee, OR 97115, USA",http://www.cathedralridgewinery.com/,974 OR-99W,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=8312361662435080438,NULL
