author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated,place_id
Matt Peppes,https://www.google.com/maps/contrib/102276534510339426955/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8SrPr_czRtkaru18iDBw_4sLj31sU-rrwhfDkQ_GM=s128-c0x00000000-cc-rp-mo-ba6,5,5 years ago,"Some of the best views in the valley! Their tasting room opens at 10am so this was our first winery visit of the day. The staff was very friendly and made us feel very welcome. We started our tasting and enjoyed our pours both inside the tasting room and outside on the patio overlooking their vineyards. If it was a little warmer outside, we would have sat down at one of the many tables outside on the patio for hours! Their bubbles were ok but their Pinots were super tasty!",1508127889,False,ChIJFdmFMaZHlVQRgx5HCoe2q-0
Joseph Schmidlin,https://www.google.com/maps/contrib/102901246084964786314/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-N9cDHX4YMILbCHLLrInwgVhhNGtCZTJJ8j8N7AXE=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,Great wine and the friendliest owners! So much fun whether you’re in the candlelit cellar or in the grassy courtyard listening to live music.,1597611392,False,ChIJP09dUN0hwVQR51X3Y2wglQk
Jana Hart,https://www.google.com/maps/contrib/111305258810237016185/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu29-yBNOWEWuHw2wZabMP24vRXhc0GtD8DCCJol=s128-c0x00000000-cc-rp-mo,3,2 months ago,Pretty good lunch. Vegetables were great. For $250 for lunch for 2 everything should be great. Cod was mushy with an odd taste. I wish they would use local products. We came last year and the beef was from their farm. It was incredible.  Wine was good. Small pours with courses. Pretty good overall. Used to be great. Won't be back for the price.,1661468153,False,ChIJVfoLb8wIllQRXNRmQF_Xdt0
Kyle Jackson,https://www.google.com/maps/contrib/106997578133154456582/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_V-MJXHvhiTBvqGaBOjmUl3OlesWIi6hEHdCSIQbw=s128-c0x00000000-cc-rp-mo-ba5,5,a year ago,Great wines with a lovely river view,1615772416,False,ChIJn31aPdgZxFQRYjmzce2jTSI
Todd Millang,https://www.google.com/maps/contrib/114842594280177028039/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu17Mdcz_zp0eTfkIOzAyA-azUcgR0Xc_l2rwgk=s128-c0x00000000-cc-rp-mo,5,6 months ago,Beautiful views overlooking Walla Walla Valley and surrounded by World Class Vineyards,1651106419,False,ChIJWZoKZptcolQRivJ_FWLxv-8
Yoko Murray,https://www.google.com/maps/contrib/107121525147227433783/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2kJSWw4-T1kwD0zw3sznWQTvkvfyhG8POcyKfI=s128-c0x00000000-cc-rp-mo,5,5 months ago,"We had a great time at the vineyards. The owners Mr and Mrs Fitzpatrick, were very friendly and took their time explaining how everything works. The dog, Amber, was super friendly. BEST WINE EVER.!!",1652647319,False,ChIJtZ1VYr0BwVQRlCSl7t89XiQ
Cindy Suttles,https://www.google.com/maps/contrib/105449337046243946957/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu3Z4DjFyEnF3IcGV7RKTh22k7iHKvDGK0UX8ZHz=s128-c0x00000000-cc-rp-mo,5,a year ago,,1623033208,False,ChIJh35nmr3jwFQRuSSHefRzR9s
Jessica Butler,https://www.google.com/maps/contrib/112616837631161872083/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8_EmLbcyhsxIOYX1t7u_N9U8B6uTnG0ur0itdy=s128-c0x00000000-cc-rp-mo-ba2,5,4 months ago,"Wine was absolutely delightful! I am not a port wine drinker, but their port is a must have. There is no wine that is not delicious. Definitely a must stop with a beautiful view.",1655223601,False,ChIJbeIl22ANllQRsR4Yt5JcK8U
Cody K,https://www.google.com/maps/contrib/118331370915272928974/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9spP-AO3NoPLHtvn_BoC3ftKi460HcKFrYu6GfLJA=s128-c0x00000000-cc-rp-mo-ba5,5,a month ago,"Best winery in the Eugene area in my opinion. Great outdoor area with awesome view, friendly staff, and a big variety of wine. I really appreciate that they import grapes to make the dark red wines that aren't grown in this area. Their cab and Sarah is awesome!",1664153844,False,ChIJRVhUMOoQwVQR6c3VUO3mTsQ
Corey Borgen,https://www.google.com/maps/contrib/109813193254407916715/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_x19sUKaqv6sK8gLeINTRKlvtAFtFHNP1XZL5XV7Q=s128-c0x00000000-cc-rp-mo-ba4,5,4 months ago,Had a wonderful tasting and tour of the winery. Very knowledgeable and informational. I learned a lot and had a great time while I did!,1654811566,False,ChIJtw2z3_ZTlVQRAChCPaRISp8
Hazel Singer,https://www.google.com/maps/contrib/101866258179570245982/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_2FTTAjFzT3Sg8D89L-ypm_DatSi5CwtB7XWjiNA=s128-c0x00000000-cc-rp-mo,5,6 months ago,,1648937598,False,ChIJ0ZJoUMwVolQRsaaDZWe8JQo
Liam Amador,https://www.google.com/maps/contrib/104254676949002345808/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-MOOPVRYfz2zJii0g1Dsqvu9dzCS-P0EmTrHJaoqc=s128-c0x00000000-cc-rp-mo,5,a year ago,,1624080529,False,ChIJa-saRvHfwFQRizIwIlNzfcA
Dona Evans,https://www.google.com/maps/contrib/102906465142014014519/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_ypzcruHcH-QEX3ztm0EScEF6Kh5tK_wB8nq_u=s128-c0x00000000-cc-rp-mo,5,2 years ago,,1586932351,False,ChIJ6QcmI7ZVlVQREBNMEFSHWhQ
John Hill,https://www.google.com/maps/contrib/107903500507878087751/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0ghMPLrvdAf9N15VALSxXSAY3C4MH0bEovPZ2U=s128-c0x00000000-cc-rp-mo-ba4,5,11 months ago,"By chance, I noticed that E.L. has a tasting room right on 99W in Dundee.  That worked well, since I didn't have time to run down to Salem during my trip.

Alyssa hooked me up as a walk-in, and took great care of me.  She was fun, highly intelligent and articulate about wine, and many other aspects of the business, and life in general.  I really enjoyed the 45 minutes I spent with her.

I came looking to buy a bottle of 2017 Seven Springs Estate, and she was more than happy to guide me through a few wines before tasting this one.  She even gave me a bonus sample of a higher quality bottle.  I stayed on budget, but I'll get that bottle next time I visit.",1636988968,False,ChIJMfGHd50e7IARRYX0fQqugVc
Jacqueline Worth,https://www.google.com/maps/contrib/112144955118709694215/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2b31X55VORFFIOH7WLgLnxRjteJPJrNwg2EhZh=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,Great place to have a good glass  of wine,1627959397,False,ChIJby_TTXMewVQRNIedpeSiiTk
Erika Yahn,https://www.google.com/maps/contrib/118386143328577797674/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1n-y_AXDD-UJD3a1wob1quXC7RBcfE5HcEeN0U=s128-c0x00000000-cc-rp-mo,5,a year ago,"We had a wonderful time, Big Red was a great host! We can't wait to come back in the summer",1616694324,False,ChIJryQDAius6lQR_vPySzU0INE
Norbert Miller,https://www.google.com/maps/contrib/108714738431914728257/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu90f41WQnSfFGticgwT9w3ivU7LcJLAdU3Y3Yc5BEk=s128-c0x00000000-cc-rp-mo-ba6,5,a month ago,"Great place to stop, great selection of wine and ciders. You can also pick your own apples, pears, peaches, cherries as well as flowers. Also has a great gift shop with all kinds of goodies. Beautiful place to see even tasting room",1663713088,False,ChIJV_i-T0APllQRK60hA4R_GdY
Ed B,https://www.google.com/maps/contrib/117098770717093124990/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu80ptNuZlgesKBnOjak8CkAtqQHKBZivGBaFbXzdx8=s128-c0x00000000-cc-rp-mo,5,a year ago,"Jeff was our host and he was very helpful and informative.  He gave us a great storytelling history of the winery and how it became.  Generations of history that dated back in the mid 1800's.  The flight list was all amazing, this is one spot where everything didn't disappoint.  The last item with the chocolate pairing was just extraordinary and mind-blowing. This is one of a very few tastings that offered cheese plate to go with your wine and it's a 'must have'. Our party was so amazed with the whole experience, we signed up as a member.  So glad to have dropped in as a walk in.",1630529742,False,ChIJkQBNCmNqolQR2zIse4oZPp0
Josh Arreola,https://www.google.com/maps/contrib/111724622624008224689/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-FPixw0XZ-2CM8qo5tlM9_Zxy01d84_v5-YAJqcA=s128-c0x00000000-cc-rp-mo-ba4,5,6 months ago,Great place to sip in the sun. Also the Da nang food cart is 🔥. People and Dog friendly. They have beer for non wine drinkers.,1649263167,False,ChIJ7c4eXw0ewVQREsklU2K6R2w
samantha konikoff,https://www.google.com/maps/contrib/116151533731813872379/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9yp01gBg3mSPmtRV2H9al18-jTiLmm7QzDDM_cbw=s128-c0x00000000-cc-rp-mo,5,3 months ago,This place was amazing! What a nice surprise to make a stop to charge our car and get an amazing lunch while we waited. The loaded fries have been renamed in our family to the “Just One More” because we couldn’t stop! Wish we lived closer to go back again soon.,1658524217,False,ChIJ-zfS-Kb3wFQR76Ls6oSY6YQ
Richard StewART,https://www.google.com/maps/contrib/112327778556056187835/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_PaafRVKAaC9CkHf1sVs0He94dgKyVti0p4OTa=s128-c0x00000000-cc-rp-mo,5,6 years ago,,1476843145,False,ChIJO50M2KwCwFQRT3H2pYD4DJE
Paul Dinardi,https://www.google.com/maps/contrib/102755794619481343726/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9gI71cW--c59CMfGB1rX1GqrBzwIhHTgDLs6kGdQ=s128-c0x00000000-cc-rp-mo-ba4,5,6 months ago,"When I first pulled in, I wasn't expecting much. I was very pleasantly surprised, the wine, food and service, All exceptional.  I'm somewhat local to this Winery and will definitely be back.",1650586323,False,ChIJtav88DE5xFQRkFq6XE3ri4o
Kent Bowman,https://www.google.com/maps/contrib/103587380402809602814/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu2W_GUxSyYfEIjbRSqOX6tNmC0-tHAzUjW_Bk4r=s128-c0x00000000-cc-rp-mo,4,2 years ago,,1596288710,False,ChIJc3PSh2tplVQRX3_KQoQRoOQ
David Bolsinger,https://www.google.com/maps/contrib/109360896614679168360/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-py-KnYldpnBjYTdCRkTIOAkv6r-zSUh7FzfbNuw=s128-c0x00000000-cc-rp-mo-ba4,5,5 years ago,Great place for a fresh breath of air. Lots of parking.,1498942452,False,ChIJDyR7qr09wVQRKe0Oxvbk7S0
Bill Melcher,https://www.google.com/maps/contrib/112733990747086914933/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9d6TgSV-amXE2LvzrkLW5HvVbq6jNnti6rC187KA=s128-c0x00000000-cc-rp-mo-ba5,5,4 months ago,Beautiful setting and tasting room.  We tasted a Chardonnay and four reds and liked them all.  Ryan was a wealth of information relating to wine as well as most things relating to the area.,1655941138,False,ChIJ0_2r7k1oolQR3EUkoC5vw54
John Kutasz,https://www.google.com/maps/contrib/110049434182771722067/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_Pt7VIpdFsGmlPYo6Hj6LDKqZJSrf22HyKzG31BR0=s128-c0x00000000-cc-rp-mo-ba6,5,2 years ago,"We live far enough away that it's impractical for us to be wine club members, but any time we're visiting the Gorge, we make it a point to visit AniChe.
The location is stunning - with the production facility and the outdoor seating looking east down the river below.  Couple this with a glass of wine and you have a wonderful place to spend part of an afternoon and to pick up a few bottles to take home.  We are primarily red wine drinkers, but in my opinion, the standout here is a white Albariño variety.  It's mostly found in Northwest Spain, but was a pleasant surprise to find it being made locally.
Unless you cross the river near Portland, there are toll bridges involved in visiting AniChe, but a few bucks extra is well worth it for excellent wine and glorious views.  FYI - if you crossed the river from the city of Hood River, and are headed back towards Portland, taking Rt 14 along the Washington side of the river and either crossing back at the Bridge Of The Gods, or going all the way to I 205 is a great drive.",1602566094,False,ChIJgb7K8roNllQRS2Cz4_O6o2Q
Evan Carey,https://www.google.com/maps/contrib/117298546706168349069/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9UARUVCun8yPZzQrI72ph8dIOvOnGW0evyodXiayA=s128-c0x00000000-cc-rp-mo-ba5,5,2 years ago,"The two staff members were so knowledgeable, friendly and chatted with us throughout our visit. The condition of the tasting room is amazing. The tasting room is warm, cozy and has a fireplace but can easily service multiple groups. The wine verity is great.I recommend this tasting room.",1577066838,False,ChIJR4e3VYKq6lQRUlI3AbbBZLM
Elizabeth Case,https://www.google.com/maps/contrib/107529030622031025305/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu82AQ1tI4saCnKCdb7BRkPpknXRJ_d8TcXoVm2AoQ=s128-c0x00000000-cc-rp-mo,5,5 years ago,"I love Dion Vineyard! They make amazing wines (oh that rose...) and are fun and friendly, even their pup Choco! The vineyard is a great space to walk around with a glass of wine and the patio is perfect on a sunny afternoon.",1495657233,False,ChIJ8_N1cNUQlVQRSYyiE3YAxAU
Lara Raggon,https://www.google.com/maps/contrib/111767980979175405995/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9jqe8yy0mQlTYWPnpdw51EKwINmVA-XBUgSeeG=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,"Beautiful views, good wine, tasty snacks. Made for a lovely afternoon.",1532147292,False,ChIJmz8wPp6qwVQRibeXpi_EitI
Jeanene Brownell,https://www.google.com/maps/contrib/116474891523956471469/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0iGYKI8tBqQhWFsGoUUrxTza5MieLmr1V2ls1_=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,Gracious hostess and relaxing setting as always. We are never disappointed and love going back ❤️. The wines are delicious 😋 ❤️,1665532124,False,ChIJq6qqqub-v1QRl8iBghfYML8
s o,https://www.google.com/maps/contrib/102055070516304039011/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9btBuOdMnYm086zRcEGAaAEN42ofI1clo7nHVMmw=s128-c0x00000000-cc-rp-mo,5,a year ago,"First vacation since the pandemic, and we stayed in accomodations adjacent to tasting room midweek and absolutely loved it. The owners were cheerful and gracious. Had a small problem with the hot-water, and the owners came and fixed it ASAP...very nice people. Suffice it to say the ambiance was incredible, and both the Pinot Noir Blanc & Rose were as well. Thank you so much to the Rasmussen Family we can't wait to come back.",1617207972,False,ChIJO1uPS8VNlVQRNmzjlceDf1s
Le Chèvre Sournois,https://www.google.com/maps/contrib/108156843269299454763/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu2TlAHSFokLQU3eudsJ9oxR761vkZYRq4PlQ6Yy=s128-c0x00000000-cc-rp-mo,5,2 years ago,,1591963615,False,ChIJnxiO9LqlxlQRC5JJ6uUzjFc
Jane Ranslam,https://www.google.com/maps/contrib/100098261658165448954/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_FVCO8roAMGXzM0o_ypi_i9z4mgDuB45gGbV05=s128-c0x00000000-cc-rp-mo-ba5,5,3 years ago,,1550612708,False,ChIJD54X5EEdllQRkVi4ELL_S98
Steve Hawrylyshyn,https://www.google.com/maps/contrib/116677123051940198398/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9IzBS-hQuRwLU97KQQ3ZnI_2_0wlpvdaMfOx2-SQ=s128-c0x00000000-cc-rp-mo-ba3,5,5 years ago,Wonderful casual tasting with knowledgeable staff,1504836416,False,ChIJqRjEf0kVolQREEtSZ5rCuqM
Steve M,https://www.google.com/maps/contrib/102471018763501574757/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8_hRlTghW6ZOuYYDRsGIx01-ThZb9URZvOlD1kMA=s128-c0x00000000-cc-rp-mo-ba6,5,4 years ago,"Just a beautiful vineyard, no winery here that I could find",1517863169,False,ChIJMSn8_WVmolQR4a9l9T-4xz8
Jon Calhoun,https://www.google.com/maps/contrib/112926489493498972328/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9xIi2HWKihJB7JHV2T_wVCVR0t7wFCAvXNyH49HQ=s128-c0x00000000-cc-rp-mo,5,5 years ago,"This vineyard is it. Zenith Vineyard embodies all that you could ever envision of a vineyard settled in the midst of the Willamette Valley.

When you stroll in, the courtyard is meticulous, the vines are perfectly planted and the venue itself channels a French countryside from the past. Of course, the Valley is chock-full of stunning vineyards. What sold us though, is the people. Kari and Tim are outstanding. Communication was flawless, our every need was met, and never did we feel that we were infringing upon the space; no matter how minuscule the request.

Zenith will awe you with the aesthetics, it is stunning; but, the real hidden gem is the people who make it.",1484875437,False,ChIJkUiVM5RUlVQRG06EOKskwdU
Pat Stoddard,https://www.google.com/maps/contrib/100930356947837185467/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3Nx_ahFsUHe0Cn2De1-RhsAuATJ7xuWnTYro9u=s128-c0x00000000-cc-rp-mo,5,5 years ago,Raejean was wonderful she was the best tasting room server in our visit to Walla Walla.  Very knowledgeable with a refreshing approach to the wines. I was presently surprised at the quality and elegance of the wine.  I would recommend anyone to make room for Figgins in your schedule.,1504138551,False,ChIJ5WXtlbFqolQRwUhfJ7FvVWE
Alex Rospos,https://www.google.com/maps/contrib/102328829955294190431/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_iPorfW-AviEVDm0npsWfFxWp2rJyYgRvsFVW6IzM=s128-c0x00000000-cc-rp-mo,1,10 months ago,"Went here on a Friday evening to try some wines and maybe have a snack as a group of six. We were gently encouraged not to stay because in the evenings they said they 'do more of an upscale fine dining experience'. There were multiple empty tables, none of the other people had food and the atmosphere was more like upscale cafeteria. Also their website says nothing about food or a menu. Maybe it was because we weren't dressed nice enough or had a baby with us or didn't look like spendy Californians? Either way, it was super awkward and we won't be back.",1639263243,False,ChIJP4VAOyzGuFQRoRRZtu814k8
Tom Ettel,https://www.google.com/maps/contrib/117382195621182790692/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8g0QSZSMZf379lgg06CbIrst7AYMfrgC-4higq=s128-c0x00000000-cc-rp-mo-ba5,5,2 years ago,"We just happened upon this winery. We lived the Pinot Gris, Müller Thurgau, the the SUPERB Compton Alpine Pinot Noir!
The follow COVID procedures excellently, outstanding values for very well crafted wine.",1596147412,False,ChIJaTnDY41HwFQR-TUbi97kJ98
Michael Cook,https://www.google.com/maps/contrib/114040897244068408430/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3IQypJHw6Le-M0IwoZhcozjzuZxyaWzsMiG-BD=s128-c0x00000000-cc-rp-mo,5,3 years ago,By appointment only but u won't be disappointed,1564462185,False,ChIJz08s2X9fpFQRe6F8Uf4P0Gc
Laura McGinnis,https://www.google.com/maps/contrib/114483575517589431810/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9-Sko3Wf96lhlmdQDO5B8WXyMYTqCD-ZX8LXsmrRI=s128-c0x00000000-cc-rp-mo-ba3,5,5 years ago,"Territorial is a cute, friendly tasting room that has intimate space that's good for a client meeting over drinks or a date. There's almost always something happening. The staff is friendly, and it's welcoming. (Oh, and the wine is nice.)",1496893756,False,ChIJt8DdfXQewVQR94-C_hfZn74
Kelsey,https://www.google.com/maps/contrib/101991694710539064531/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1DSkdi4XbBQeB8KSmBo4DfFTYXaPaSAhrxacg9=s128-c0x00000000-cc-rp-mo-ba3,4,3 weeks ago,The atmosphere is very cool and you get to feel like you’re almost in the vineyard as you enjoy your wine. I do with there had been more whites on the tasting flight but the wine was pretty good for the price point. Additionally they are very dog friendly which is great for those bringing along the family dog for the day trip.,1664741297,False,ChIJbe-ki78OllQREZ9vEzd7Row
Garrett Abbott,https://www.google.com/maps/contrib/109931790762737810540/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-JVD0us3o-bx1z0GlExo0z2K8Miy2h6gN-0gbChA=s128-c0x00000000-cc-rp-mo-ba5,5,a month ago,"My wife and I love stopping at Fox Farm Vineyards. They have an excellent assortment of wines and do some wonderful things with Pinot. David, the proprietor, is very personable and makes your tasting informative and fun. Great wine, unpretentious and tasty, definitely worth a stop",1662499559,False,ChIJMTSRWtFBlVQRsvwSfNM8hYQ
Paul Dunham,https://www.google.com/maps/contrib/100230113341673091161/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_9B_rU-d61mAjMqV7ya9GBMJ9M2BXQPMzRbQU=s128-c0x00000000-cc-rp-mo-ba2,3,2 weeks ago,Nice place but when we arrived they said we weren’t allowed to get a flight cause we didn’t have a reservation. But we could buy glasses. So you won’t sell me 5 2-oz (10 oz total) pours (which makes me buy bottles) but you will sell me 2 5-oz glasses (10 oz total). Curious isn’t it? 🤔,1665178714,False,ChIJMRYV56ZMlVQRq_z7DoE-utQ
Jim Western,https://www.google.com/maps/contrib/114013059311008765532/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0Dk_yCy1nturs9z8d_fCeAyt3ORrdJVT3K9UHp=s128-c0x00000000-cc-rp-mo,4,2 months ago,Enjoyed their summer music series. Visited with family and friends and enjoyed some great wine. It's great to see a lot of young families with young children enjoying their evening out.,1659759229,False,ChIJCdCGvxtAolQROdtZvLqCSjY
Reed Yurchak,https://www.google.com/maps/contrib/111034074559254031299/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8JnSZ4DgVeNGub-mCglH_-M0910MD7UI4ZHjXVbg=s128-c0x00000000-cc-rp-mo,5,4 months ago,"Enjoyed meeting the CEO, CFO, CTO, head accountant, chief oenophile, and oh yes, Doug too",1655582310,False,ChIJU3otJEkVolQResH9oAum1wo
Adam Neumeier,https://www.google.com/maps/contrib/116441704185363315141/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0fJF0tq55ltuO5XF9U0NDsMdEgYl9AMhqH1EI2=s128-c0x00000000-cc-rp-mo-ba3,5,6 months ago,"If you are looking for a place with friendly staff, an amazing view of Mt. Hood, and even better wine this is the place! The tasting room is beautiful, with large windows and lots of natural light for a cozy experience on days when it is raining.  On sunny days, the deck is wonderful. Sidereus is a must stop when wine tasting!",1650823269,False,ChIJrc2KGVgXlVQRQ0F1VM9-d4E
Raye Smith,https://www.google.com/maps/contrib/111688859752428309297/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3UMmIeYsBKKYFFAUWfqDWbwQKXiB0f9BKSYxkd=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Love this winery!
As a member of Harvest Host, we stayed  the night in our motorhome overlooking the South Umpqua River.

Freed Estate Vineyards grow the grapes that produce their wines. I tasted noteworthy vintages from 2014, 2016 and 2018 with my favorite from their 2018 crops. For my palate it was a fabulous year for many of their wines. However,  their newly released 2016 Tempranillo is exceptional.

It is a family run estate and my list of favorable adjectives to describe this family is lengthy.  I found our wine expert, Brian, to be extremely  knowledgeable, welcoming and a pleasure to talk with. I was lucky to meet a few of his family, as well.

If you get the opportunity, buy a bottle of wine and sit along the river.",1633462273,False,ChIJZS1JIJ05xFQRBC3XPLxiy0o
Scott Seymour,https://www.google.com/maps/contrib/105627702220514579825/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1J-w7sAmpG2Gl3sELTgLjJrV_vcLeJNYcwk8Jl=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,"Cute little winery right off of I5. Beautiful old barn tasting room. Went on Friday night and had a blast! Great food, awesome live music from 6-9 and also played some Wine-O (bingo) between set breaks for the band. Had a great time out and will definitely be back!",1578847092,False,ChIJRT13WfUvwVQRJ4Sfbq24iQs
Masta Splinta,https://www.google.com/maps/contrib/103180461724008009172/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-RYP4ZaGpQIw_V0cDIQUTTMU74ONTgYdOj6yt1oA=s128-c0x00000000-cc-rp-mo,1,6 months ago,"So I bought a bottle of their blueberry wine from the ester short park Vancouver farmers market, and it turned out to be completely mothered and turned into vinegar, so I contacted the company and they replaced the bottle of wine, so I got the monarch rose the following Saturday and opened it 3 days later and it was amazing......... 4 days later the wine was total vinegar...... It was kept refrigerated and horizontal the entire time... Contacted the company about this and got a very rude response!!!!! If you like short lived wine and can drink it all in one sitting this is your go to company, if you enjoy savoring your wine do not buy from this company.",1649562663,False,ChIJdSZbemcXllQR4xP5GBpkEKs
justin eastes,https://www.google.com/maps/contrib/109021743074122319914/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_-VUM9yQgyMYEAdiV7RvxJhxRdlT3GnM_SjAwUSiA=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,My wife and I picked up a bottle of the Postlewaits 2018 Pinot Noir.  Was absolutely amazing. Will definitely be trying their other brands and would definitely recommend to others! Thanks for an amazing quality spirit!,1617920341,False,ChIJVxWn79JmlVQR_6LMG1LCGOE
Trisha Dieckmann,https://www.google.com/maps/contrib/107749162911050560769/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_YfAFz-1GgXsdAGQjZ6AM-lvIdPnmI8py83FMQ4Q=s128-c0x00000000-cc-rp-mo,5,3 years ago,"I have worked with Tumwater Vineyard as an employee of Viva! Events (a Portland-based, woman-owned business that creates events to engage, motivate and grow businesses). Tumwater tasting room (Barrel Room) is a beautiful event venue for a corporate reception or dinner, and the wine is excellent. The location is close to downtown Portland compared to similar wineries.  The team there, especially Pascale,  was great to work with, and I would highly recommend them for events.",1545260347,False,ChIJCYfyC79xlVQRabdCd9q13Is
Rich Callahan,https://www.google.com/maps/contrib/104539987368230349246/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3xMKlvbIvuu-lU-pJ2WmvCbpMSnKZQ3Xv8FFgJ=s128-c0x00000000-cc-rp-mo,5,8 months ago,The LDV / ESANDE wines are spectacular!  Scott and Diane take great personal care of the vineyard and overseeing the wine making.  It really shows up in these fantastic wines.  Highly recommend!,1643843965,False,ChIJbUpk2zEZlVQRIubeW2siYTg
Elise Sarasin,https://www.google.com/maps/contrib/103686860689864780413/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9wIx0WvTH9sBoCKTqf5w03VMcEmlm5XUZn3UKE=s128-c0x00000000-cc-rp-mo,5,3 years ago,"Lovely winery with stunning views! Great variety of wines (we loved the Estate Pinot, it’s not your typical Pinot). There was even a bowl of fresh cherries to enjoy! It wasn’t crowded and the deck had incredible views. Highly recommend!",1562003126,False,ChIJc1og-nwQllQREipN_ZWqFZI
Sarah Burns,https://www.google.com/maps/contrib/102383103060147804320/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2j1UBtbwYEbd6btcjucUA5Mn2NLxAmD8i3Jwck=s128-c0x00000000-cc-rp-mo,5,7 months ago,"Great wines, lovely layout and vibes, a wonderful place to spend an afternoon. The head wine guy, Chris, was very knowledgeable and professional.",1646520156,False,ChIJmeb78RIRllQRqJ7O_XVMOYc
Heather Hemingway-Hales,https://www.google.com/maps/contrib/103832346789667666885/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2JaxsoBolTHu81X0rDLkkJyHppzGtnVD_A8FTS=s128-c0x00000000-cc-rp-mo,5,2 months ago,So lovely! Everyone should visit and try the wine!,1659395775,False,ChIJeXrjc3Q_lVQRpVINbOBBcyU
Bill Ormsby,https://www.google.com/maps/contrib/116583053037685109218/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-l0N5wUxpoTyhILcvfjPQKB6asfvbICoe7BR46=s128-c0x00000000-cc-rp-mo,5,a year ago,Wonderful experience tasting. Great wines and view. Good place for Pinot Noir and Chardonnay.,1619762861,False,ChIJbTJ1IK8elVQRELHLlNMv_ro
