price,rating,title,source,designation,winery,category,vintage,ava,region,province,country,varietal
$35,89,Martin Woods 2016 Havlin Vineyard Gamay (Willamette Valley),Wine Enthusiast,Havlin Vineyard,Martin Woods,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Gamay
$20,85,Maison L'Envoyé 2015 Straight Shooter Pinot Noir (Willamette Valley),Wine Enthusiast,Straight Shooter,Maison L'Envoyé,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$85,94,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),Wine Enthusiast,Elusive Queen,Big Table Farm,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$50,93,Aberrant Cellars 2014 Chehalem Mountain Vineyard Block B3 Old Vines Pinot Noir (Chehalem Mountains),Wine Enthusiast,Chehalem Mountain Vineyard Block B3 Old Vines,Aberrant Cellars,Red,2014,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$24,91,Duck Pond 2016 Hylo Vineyard Pinot Gris (Willamette Valley),Wine Enthusiast,Hylo Vineyard,Duck Pond,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$30,91,Abacela 2014 Barrel Select Tannat (Umpqua Valley),Wine Enthusiast,Barrel Select,Abacela,Red,2014,Umpqua Valley,Southern Oregon,Oregon,US,Tannat
$20,90,David Hill 2016 Estate Gewürztraminer (Willamette Valley),Wine Enthusiast,Estate,David Hill,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Gewürztraminer
$36,90,Siduri 2015 Pinot Noir (Yamhill-Carlton),Wine Enthusiast,,Siduri,Red,2015,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$30,90,Heart Catcher 2014 Volcano Ridge Vineyard Merlot (Columbia Gorge (OR)),Wine Enthusiast,Volcano Ridge Vineyard,Heart Catcher,Red,2014,Columbia Gorge (OR),Oregon Other,Oregon,US,Merlot
$32,87,Willamette Valley Vineyards 2015 Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Estate,Willamette Valley Vineyards,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$60,92,Tendril 2014 Pretender White Pinot Noir Pinot Noir (Willamette Valley),Wine Enthusiast,Pretender White Pinot Noir,Tendril,White,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$45,92,Big Table Farm 2015 Chardonnay (Willamette Valley),Wine Enthusiast,,Big Table Farm,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$60,90,Ancien 2014 Shea Vineyard Pinot Noir (Oregon),Wine Enthusiast,Shea Vineyard,Ancien,Red,2014,,Oregon Other,Oregon,US,Pinot Noir
$19,89,Gooseneck 2015 Pinot Noir (Oregon),Wine Enthusiast,,Gooseneck,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$13,87,The Great Oregon Wine Company NV Pinot Noir (Oregon),Wine Enthusiast,,The Great Oregon Wine Company,Red,,,Oregon Other,Oregon,US,Pinot Noir
$15,86,The Great Oregon Wine Company 2016 Rose City Rosé (Willamette Valley),Wine Enthusiast,Rose City,The Great Oregon Wine Company,Rose,2016,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$13,85,The Great Oregon Wine Company NV Rosé (Oregon),Wine Enthusiast,,The Great Oregon Wine Company,Rose,,,Oregon Other,Oregon,US,Rosé
$19,84,Wine by Joe 2014 Pinot Noir (Oregon),Wine Enthusiast,,Wine by Joe,Red,2014,,Oregon Other,Oregon,US,Pinot Noir
$40,93,Ponzi 2014 Reserve Chardonnay (Willamette Valley),Wine Enthusiast,Reserve,Ponzi,White,2014,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$24,90,King Estate 2015 Croft Vineyard Sauvignon Blanc (Willamette Valley),Wine Enthusiast,Croft Vineyard,King Estate,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Sauvignon Blanc
$26,89,Scenic Valley Farms 2015 Vitae Springs Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Vitae Springs Vineyard,Scenic Valley Farms,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,95,Résonance 2015 Hyland Vineyard Chardonnay (McMinnville),Wine Enthusiast,Hyland Vineyard,Résonance,White,2015,McMinnville,Willamette Valley,Oregon,US,Chardonnay
$50,91,Le Cadeau 2011 Blanc de Noir Sparkling (Oregon),Wine Enthusiast,Blanc de Noir,Le Cadeau,Sparkling,2011,,Oregon Other,Oregon,US,Sparkling Blend
$25,90,Z'IVO 2012 Pinot Blanc (Eola-Amity Hills),Wine Enthusiast,,Z'IVO,White,2012,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Blanc
$28,90,A to Z 2015 The Essence of Oregon Pinot Noir (Oregon),Wine Enthusiast,The Essence of Oregon,A to Z,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$20,89,The Great Oregon Wine Company 2014 Pinot Noir (Willamette Valley),Wine Enthusiast,,The Great Oregon Wine Company,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,88,A to Z 2015 Chardonnay (Oregon),Wine Enthusiast,,A to Z,White,2015,,Oregon Other,Oregon,US,Chardonnay
$19,88,Eola Hills 2015 Pinot Noir (Oregon),Wine Enthusiast,,Eola Hills,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$17,88,Rainstorm 2014 Pinot Noir (Oregon),Wine Enthusiast,,Rainstorm,Red,2014,,Oregon Other,Oregon,US,Pinot Noir
$35,86,Treos 2013 Elegant Reserve Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Elegant Reserve Estate,Treos,Red,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$11,83,The Great Oregon Wine Company 2015 Rascal Pinot Gris (Columbia Valley (WA)),Wine Enthusiast,Rascal,The Great Oregon Wine Company,White,2015,Columbia Valley (WA),Columbia Valley,Washington,US,Pinot Gris
$34,93,Alloro 2014 Estate Chardonnay (Chehalem Mountains),Wine Enthusiast,Estate,Alloro,White,2014,Chehalem Mountains,Willamette Valley,Oregon,US,Chardonnay
$22,92,Iris Vineyards 2015 Chalice Estate Pinot Gris (Oregon),Wine Enthusiast,Chalice Estate,Iris Vineyards,White,2015,,Oregon Other,Oregon,US,Pinot Gris
$18,92,Territorial 2014 Equinox Vineyard Riesling (Willamette Valley),Wine Enthusiast,Equinox Vineyard,Territorial,White,2014,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$18,91,Brigadoon 2015 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Brigadoon,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$50,91,Toil Oregon 2014 Pinot Noir (Willamette Valley),Wine Enthusiast,,Toil Oregon,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,90,Abiqua Wind 2015 Caleb Knorr Pinot Gris (Willamette Valley),Wine Enthusiast,Caleb Knorr,Abiqua Wind,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$30,90,Abacela 2014 Barrel Select Graciano (Umpqua Valley),Wine Enthusiast,Barrel Select,Abacela,Red,2014,Umpqua Valley,Southern Oregon,Oregon,US,Graciano
$30,89,Raptor Ridge 2015 Auxerrois (Eola-Amity Hills),Wine Enthusiast,,Raptor Ridge,White,2015,Eola-Amity Hills,Willamette Valley,Oregon,US,Auxerrois
$35,88,3 Horse Ranch Vineyards 2013 Beau Geste Red (America),Wine Enthusiast,Beau Geste,3 Horse Ranch Vineyards,Red,2013,Snake River Valley (ID),Snake River Valley (ID),Idaho,US,Bordeaux-style Red Blend
$20,88,Carabella 2014 Plowbuster Pinot Noir (Oregon),Wine Enthusiast,Plowbuster,Carabella,Red,2014,,Oregon Other,Oregon,US,Pinot Noir
$20,87,Valley View 2014 Pioneer Label Tempranillo (Oregon),Wine Enthusiast,Pioneer Label,Valley View,Red,2014,,Oregon Other,Oregon,US,Tempranillo
$30,87,Zenith 2014 Estate Tempranillo (Eola-Amity Hills),Wine Enthusiast,Estate,Zenith,Red,2014,Eola-Amity Hills,Willamette Valley,Oregon,US,Tempranillo
$20,84,Harry & David 2013 Beeson Dessert Wine Tempranillo (Southern Oregon),Wine Enthusiast,Beeson Dessert Wine,Harry & David,Dessert,2013,,Southern Oregon,Oregon,US,Tempranillo
$36,95,Sineann 2015 Wy'east Pinot Noir (Columbia Gorge (OR)),Wine Enthusiast,Wy'east,Sineann,Red,2015,Columbia Gorge (OR),Oregon Other,Oregon,US,Pinot Noir
$55,92,King Estate 2008 Blanc de Noirs Méthode Champenoise Pinot Noir (Oregon),Wine Enthusiast,Blanc de Noirs Méthode Champenoise,King Estate,Sparkling,2008,,Oregon Other,Oregon,US,Pinot Noir
$28,92,Bethel Heights 2014 Estate Chardonnay (Eola-Amity Hills),Wine Enthusiast,Estate,Bethel Heights,White,2014,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$28,92,Lange 2015 Reserve Pinot Gris (Willamette Valley),Wine Enthusiast,Reserve,Lange,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,91,Left Coast Cellars 2014 Cali's Cuvée Estate Grown Pinot Noir (Willamette Valley),Wine Enthusiast,Cali's Cuvée Estate Grown,Left Coast Cellars,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,90,Cliff Creek 2015 Red Red Wine Red (Southern Oregon),Wine Enthusiast,Red Red Wine,Cliff Creek,Red,2015,,Southern Oregon,Oregon,US,Red Blends
$18,88,King Estate 2015 Chardonnay (Oregon),Wine Enthusiast,,King Estate,White,2015,,Oregon Other,Oregon,US,Chardonnay
$40,86,Weisinger 2013 Estate Pinot Noir (Rogue Valley),Wine Enthusiast,Estate,Weisinger,Red,2013,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$50,86,Remy 2013 Lone Madrone Vineyard Lagrein (Willamette Valley),Wine Enthusiast,Lone Madrone Vineyard,Remy,Red,2013,Willamette Valley,Willamette Valley,Oregon,US,Lagrein
$70,92,Domaine Serene 2013 Evenstad Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Evenstad Reserve,Domaine Serene,Red,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$12,91,Abiqua Wind 2015 Pinot Gris (Willamette Valley),Wine Enthusiast,,Abiqua Wind,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$29,89,Troon 2013 Estate Tannat (Applegate Valley),Wine Enthusiast,Estate,Troon,Red,2013,Applegate Valley,Southern Oregon,Oregon,US,Tannat
$80,86,Chehalem 2013 Ridgecrest Vineyards Reserve Pinot Noir (Ribbon Ridge),Wine Enthusiast,Ridgecrest Vineyards Reserve,Chehalem,Red,2013,Ribbon Ridge,Willamette Valley,Oregon,US,Pinot Noir
$20,91,St. Innocent 2015 Zenith Vineyard Oeil de Perdrix Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Zenith Vineyard Oeil de Perdrix,St. Innocent,White,2015,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,91,Adelsheim 2014 Breaking Ground Pinot Noir (Chehalem Mountains),Wine Enthusiast,Breaking Ground,Adelsheim,Red,2014,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$18,90,Oregon Territory 2014 Pinot Noir (Oregon),Wine Enthusiast,,Oregon Territory,Red,2014,,Oregon Other,Oregon,US,Pinot Noir
$39,88,Quady North 2012 Mae's Vineyard Cabernet Franc (Applegate Valley),Wine Enthusiast,Mae's Vineyard,Quady North,Red,2012,Applegate Valley,Southern Oregon,Oregon,US,Cabernet Franc
$19,88,The Divining Rod 2014 Pinot Noir (Willamette Valley),Wine Enthusiast,,The Divining Rod,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,88,Dobbes Family Estate 2015 Crater View Vineyard Grenache Blanc (Rogue Valley),Wine Enthusiast,Crater View Vineyard,Dobbes Family Estate,White,2015,Rogue Valley,Southern Oregon,Oregon,US,Grenache Blanc
$26,86,Hawks View 2015 Oregon Pinot Gris (Chehalem Mountains),Wine Enthusiast,Oregon,Hawks View,White,2015,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Gris
$80,94,The Eyrie Vineyards 2013 Original Vines Estate Pinot Noir (Dundee Hills),Wine Enthusiast,Original Vines Estate,The Eyrie Vineyards,Red,2013,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,92,Résonance 2014 Pinot Noir (Willamette Valley),Wine Enthusiast,,Résonance,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,90,Drouhin Oregon Roserock 2014 Chardonnay (Eola-Amity Hills),Wine Enthusiast,,Drouhin Oregon Roserock,White,2014,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$24,88,Left Coast Cellars 2015 White Pinot Noir (Willamette Valley),Wine Enthusiast,White,Left Coast Cellars,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$28,88,Spangler 2013 Claret (Southern Oregon),Wine Enthusiast,,Spangler,Red,2013,,Southern Oregon,Oregon,US,Claret
$19,87,Oregon Trails 2014 OTWC Pinot Noir (Willamette Valley),Wine Enthusiast,OTWC,Oregon Trails,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,86,Zimri Cellars 2015 Hoot And Howl Vineyard Pinot Gris (Willamette Valley),Wine Enthusiast,Hoot And Howl Vineyard,Zimri Cellars,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$20,88,Pino 2013 Pinot Noir (Oregon),Wine Enthusiast,,Pino,Red,2013,,Oregon Other,Oregon,US,Pinot Noir
$19,88,R. Stuart & Co. 2013 Big Fire Pinot Noir (Oregon),Wine Enthusiast,Big Fire,R. Stuart & Co.,Red,2013,,Oregon Other,Oregon,US,Pinot Noir
$18,87,Pino 2014 Pinot Gris (Oregon),Wine Enthusiast,,Pino,White,2014,,Oregon Other,Oregon,US,Pinot Gris
$20,89,Copper Belt 2012 Rancher's Red (Columbia Valley (WA)),Wine Enthusiast,Rancher's,Copper Belt,Red,2012,Columbia Valley (WA),Columbia Valley,Washington,US,Red Blends
$24,89,Copper Belt 2012 Syrah (Columbia Valley (WA)),Wine Enthusiast,,Copper Belt,Red,2012,Columbia Valley (WA),Columbia Valley,Washington,US,Syrah
$24,89,Mission Hill 2014 Reserve Pinot Gris (Okanagan Valley),Wine Enthusiast,Reserve,Mission Hill,White,2014,,,,,Pinot Gris
$65,94,Résonance 2013 Résonance Vineyard Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Résonance Vineyard,Résonance,Red,2013,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$55,94,Ayoub 2014 ??? Vineyards Pinot Noir (Dundee Hills),Wine Enthusiast,??? Vineyards,Ayoub,Red,2014,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$20,93,Styring 2014 Whimsy Riesling (Ribbon Ridge),Wine Enthusiast,Whimsy,Styring,White,2014,Ribbon Ridge,Willamette Valley,Oregon,US,Riesling
$22,91,Silvan Ridge 2013 Malbec (Rogue Valley),Wine Enthusiast,,Silvan Ridge,Red,2013,Rogue Valley,Southern Oregon,Oregon,US,Malbec
$65,91,Dobbes Family Estate 2012 Momtazi Vineyard Pinot Noir (McMinnville),Wine Enthusiast,Momtazi Vineyard,Dobbes Family Estate,Red,2012,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$30,91,Cristom 2013 Mount Jefferson Cuvée Pinot Noir (Willamette Valley),Wine Enthusiast,Mount Jefferson Cuvée,Cristom,Red,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,90,Dobbes Family Estate 2012 Fortmiller Vineyard Syrah (Rogue Valley),Wine Enthusiast,Fortmiller Vineyard,Dobbes Family Estate,Red,2012,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$26,90,Dobbes Family Estate 2014 Crater View Vineyard Grenache Blanc (Rogue Valley),Wine Enthusiast,Crater View Vineyard,Dobbes Family Estate,White,2014,Rogue Valley,Southern Oregon,Oregon,US,Grenache Blanc
$20,87,Gooseneck 2014 Pinot Noir (Oregon),Wine Enthusiast,,Gooseneck,Red,2014,,Oregon Other,Oregon,US,Pinot Noir
$23,92,The Eyrie Vineyards 2014 Pinot Blanc (Dundee Hills),Wine Enthusiast,,The Eyrie Vineyards,White,2014,Dundee Hills,Willamette Valley,Oregon,US,Pinot Blanc
$29,85,Ardiri 2012 Pinot Noir (California),Wine Enthusiast,,Ardiri,Red,2012,California,California Other,California,US,Pinot Noir
$55,92,Sabina Vineyards 2011 Pinot Noir (Willamette Valley),Wine Enthusiast,,Sabina Vineyards,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,92,Harper Voit 2013 Bieze Vineyard Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Bieze Vineyard,Harper Voit,Red,2013,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$29,92,Quady North 2011 Steelhead Run Vineyard Syrah (Applegate Valley),Wine Enthusiast,Steelhead Run Vineyard,Quady North,Red,2011,Applegate Valley,Southern Oregon,Oregon,US,Syrah
$25,91,Treos 2014 Albariño (Willamette Valley),Wine Enthusiast,,Treos,White,2014,Willamette Valley,Willamette Valley,Oregon,US,Albariño
$30,90,J. Wright 2012 Pinot Noir (Willamette Valley),Wine Enthusiast,,J. Wright,Red,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$28,90,Animale 2012 Pinot Noir (Oregon),Wine Enthusiast,,Animale,Red,2012,,Oregon Other,Oregon,US,Pinot Noir
$30,88,J. Wright 2011 Pinot Noir (Willamette Valley),Wine Enthusiast,,J. Wright,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$27,88,Delfino 2012 Zinfandel (Umpqua Valley),Wine Enthusiast,,Delfino,Red,2012,Umpqua Valley,Southern Oregon,Oregon,US,Zinfandel
$85,93,Archery Summit 2012 Looney Vineyard Pinot Noir (Ribbon Ridge),Wine Enthusiast,Looney Vineyard,Archery Summit,Red,2012,Ribbon Ridge,Willamette Valley,Oregon,US,Pinot Noir
$20,91,Ledger David 2013 Primoris Chenin Blanc (Rogue Valley),Wine Enthusiast,Primoris,Ledger David,White,2013,Rogue Valley,Southern Oregon,Oregon,US,Chenin Blanc
$32,90,Sokol Blosser 2013 Chardonnay (Willamette Valley),Wine Enthusiast,,Sokol Blosser,White,2013,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$25,89,Plaisance Ranch 2012 Papa Joe's Private Stash Tempranillo (Applegate Valley),Wine Enthusiast,Papa Joe's Private Stash,Plaisance Ranch,Red,2012,Applegate Valley,Southern Oregon,Oregon,US,Tempranillo
$29,89,Dancin 2013 Assemblage Chardonnay (Oregon),Wine Enthusiast,Assemblage,Dancin,White,2013,,Oregon Other,Oregon,US,Chardonnay
$35,89,Irvine Family Vineyards 2012 Pinot Noir (Oregon),Wine Enthusiast,,Irvine Family Vineyards,Red,2012,,Oregon Other,Oregon,US,Pinot Noir
$15,88,Siltstone 2014 Blacktail Vineyard Pinot Gris (Oregon),Wine Enthusiast,Blacktail Vineyard,Siltstone,White,2014,,Oregon Other,Oregon,US,Pinot Gris
$32,87,Siltstone 2011 Guadalupe Vineyard Pinot Noir (Oregon),Wine Enthusiast,Guadalupe Vineyard,Siltstone,Red,2011,,Oregon Other,Oregon,US,Pinot Noir
$45,94,WildAire 2012 Shea Vineyard Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Shea Vineyard,WildAire,Red,2012,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$50,92,Amalie Robert 2012 Heirloom Cameo Chardonnay (Willamette Valley),Wine Enthusiast,Heirloom Cameo,Amalie Robert,White,2012,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$45,92,WildAire 2012 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Zenith Vineyard,WildAire,Red,2012,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,90,Amalie Robert 2013 Pinot Meunier (Willamette Valley),Wine Enthusiast,,Amalie Robert,Red,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Meunier
$22,89,J. Scott Cellars 2012 Avanté Red (Rogue Valley),Wine Enthusiast,Avanté,J. Scott Cellars,Red,2012,Rogue Valley,Southern Oregon,Oregon,US,Red Blends
$25,87,J. Scott Cellars 2012 Syrah (Rogue Valley),Wine Enthusiast,,J. Scott Cellars,Red,2012,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$65,93,Penner-Ash 2012 Shea Vineyard Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Shea Vineyard,Penner-Ash,Red,2012,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$19,92,Lemelson 2013 Tikka's Run Pinot Gris (Willamette Valley),Wine Enthusiast,Tikka's Run,Lemelson,White,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$35,92,Trinity Vineyards 2012 Pinot Noir (Willamette Valley),Wine Enthusiast,,Trinity Vineyards,Red,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$55,92,Brittan Vineyards 2011 Gestalt Block Pinot Noir (Willamette Valley),Wine Enthusiast,Gestalt Block,Brittan Vineyards,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,89,Willamette Valley Vineyards 2012 AVA Series Pinot Noir (McMinnville),Wine Enthusiast,AVA Series,Willamette Valley Vineyards,Red,2012,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$28,88,Copper Belt 2012 Pinot Noir (Willamette Valley),Wine Enthusiast,,Copper Belt,Red,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$17,88,J. Scott Cellars 2012 56% Washington/44% Oregon Sauvignon Blanc (Washington-Oregon),Wine Enthusiast,56% Washington/44% Oregon,J. Scott Cellars,White,2012,,,,,Sauvignon Blanc
$20,87,Acrobat 2013 Pinot Noir (Oregon),Wine Enthusiast,,Acrobat,Red,2013,,Oregon Other,Oregon,US,Pinot Noir
$25,86,Sweet Cheeks 2011 Barrel Select Tempranillo (Umpqua Valley),Wine Enthusiast,Barrel Select,Sweet Cheeks,Red,2011,Umpqua Valley,Southern Oregon,Oregon,US,Tempranillo
$34,86,Folin Cellars 2011 Petite Sirah (Rogue Valley),Wine Enthusiast,,Folin Cellars,Red,2011,Rogue Valley,Southern Oregon,Oregon,US,Petite Sirah
$20,85,Copper Belt 2011 Rancher's Red (Columbia Valley (OR)),Wine Enthusiast,Rancher's,Copper Belt,Red,2011,Columbia Valley (OR),Oregon Other,Oregon,US,Red Blends
$19,84,Wine by Joe 2013 Pinot Noir (Oregon),Wine Enthusiast,,Wine by Joe,Red,2013,,Oregon Other,Oregon,US,Pinot Noir
$55,90,Knudsen 2012 Pinot Noir (Dundee Hills),Wine Enthusiast,,Knudsen,Red,2012,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$21,88,Cória 2013 Pinot Gris (Willamette Valley),Wine Enthusiast,,Cória,White,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$50,92,Panther Creek 2011 Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Reserve,Panther Creek,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,91,Adelsheim 2013 Pinot Gris (Willamette Valley),Wine Enthusiast,,Adelsheim,White,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,90,Sineann 2012 Abondante Red (Columbia Valley (OR)),Wine Enthusiast,Abondante,Sineann,Red,2012,Columbia Valley (OR),Oregon Other,Oregon,US,Red Blends
$17,87,Abacela NV Vintner's Blend #14 Red Table Wine Red (Southern Oregon),Wine Enthusiast,Vintner's Blend #14 Red Table Wine,Abacela,Red,,,Southern Oregon,Oregon,US,Red Blends
$16,90,Sineann 2012 Red (Oregon),Wine Enthusiast,,Sineann,Red,2012,,Oregon Other,Oregon,US,Red Blends
$20,90,Stoller 2013 Chardonnay (Dundee Hills),Wine Enthusiast,,Stoller,White,2013,Dundee Hills,Willamette Valley,Oregon,US,Chardonnay
$40,88,Kramer 2011 Heritage Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Heritage,Kramer,Red,2011,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$13,84,Dragonfly Creek 2012 Estate Reserve Chardonnay (Willamette Valley),Wine Enthusiast,Estate Reserve,Dragonfly Creek,White,2012,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$15,83,Dragonfly Creek 2011 Estate Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Estate Reserve,Dragonfly Creek,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,91,Panache Cellars 2012 Sangiovese (Columbia Valley (WA)),Wine Enthusiast,,Panache Cellars,Red,2012,Columbia Valley (WA),Columbia Valley,Washington,US,Sangiovese
$18,89,Eola Hills 2012 Pinot Noir (Oregon),Wine Enthusiast,,Eola Hills,Red,2012,,Oregon Other,Oregon,US,Pinot Noir
$25,88,Potter's Vineyard 2012 Dario Estate Pinot Noir (Chehalem Mountains),Wine Enthusiast,Dario Estate,Potter's Vineyard,Red,2012,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$20,87,Left Coast Cellars 2013 White Pinot Noir (Willamette Valley),Wine Enthusiast,White,Left Coast Cellars,White,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$5,84,Rascal 2013 Riesling (Willamette Valley),Wine Enthusiast,,Rascal,White,2013,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$49,93,MacPhail 2011 Pinot Noir (Eola-Amity Hills),Wine Enthusiast,,MacPhail,Red,2011,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$29,90,Brick House 2012 Year of the Dragon Gamay Noir (Ribbon Ridge),Wine Enthusiast,Year of the Dragon,Brick House,Red,2012,Ribbon Ridge,Willamette Valley,Oregon,US,Gamay Noir
$30,89,Maison L'Envoyé 2012 Two Messengers Pinot Noir (Willamette Valley),Wine Enthusiast,Two Messengers,Maison L'Envoyé,Red,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,88,A Blooming Hill Vineyard 2011 Pinot Noir (Chehalem Mountains),Wine Enthusiast,,A Blooming Hill Vineyard,Red,2011,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$50,94,Lachini 2011 La Cruz Vineyard Pinot Noir (Sonoma Coast),Wine Enthusiast,La Cruz Vineyard,Lachini,Red,2011,Sonoma Coast,Sonoma,California,US,Pinot Noir
$30,94,Rex Hill 2012 Jacob-Hart Vineyard Pinot Gris (Willamette Valley),Wine Enthusiast,Jacob-Hart Vineyard,Rex Hill,White,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,89,Oak Knoll 2008 Red Hill Vineyard Pinot Noir (Oregon),Wine Enthusiast,Red Hill Vineyard,Oak Knoll,Red,2008,,Oregon Other,Oregon,US,Pinot Noir
$20,88,Purple Hands 2012 Pinot Noir (Willamette Valley),Wine Enthusiast,,Purple Hands,Red,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,93,Ponzi 2011 Reserve Chardonnay (Willamette Valley),Wine Enthusiast,Reserve,Ponzi,White,2011,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$50,91,Lemelson 2011 Jerome Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Jerome Reserve,Lemelson,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
